Gene = brun
index = 1634
Annotated 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
Annotated 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
SMsplice 5SS: [ 593 1421 2323 2626 3237 3778 4034 4285 4553]
SMsplice 3SS: [ 655 1474 2381 2679 3292 3839 4092 4344 4617]
top_k =  1000
Partition function (log Z): 26.04482286978816

Sorted 5' Splice Sites (High to Low Probability):
Position 3237: 0.9997348033397556
Position 2323: 0.9982271055323982
Position 1421: 0.987274259135754
Position 3778: 0.9791151720660741
Position 2626: 0.9700386530854117
Position 593: 0.9599096485751724
Position 4553: 0.9311357930476354
Position 4285: 0.848684241705782
Position 4034: 0.759700403682511
Position 4012: 0.21067597733749366
Position 3417: 0.04652719913193038
Position 2837: 0.03883694793086311
Position 4289: 0.01766671820796427
Position 4280: 0.01765328800393813
Position 1297: 0.0157212742553666
Position 595: 0.015686004638179485
Position 4930: 0.015220617455929118
Position 2970: 0.014610061258227022
Position 562: 0.013400018362557031
Position 2973: 0.011460923433138419
Position 3776: 0.009799644367945991
Position 1954: 0.007678997581082611
Position 586: 0.007272287486213083
Position 2143: 0.005794746991953286
Position 2911: 0.005401105746582
Position 1114: 0.005346783006053306
Position 4868: 0.005276357045644806
Position 4398: 0.0052549037576270115
Position 4924: 0.005229551008012231
Position 238: 0.004475426596121174
Position 4138: 0.004381825360325111
Position 2490: 0.0035626025440724358
Position 1812: 0.0035155505700042813
Position 1591: 0.0030585965720651732
Position 4251: 0.0024002239480429136
Position 1293: 0.0017083684308411883
Position 517: 0.0015175189199726484
Position 4906: 0.0013271635408944314
Position 832: 0.0012707607765510768
Position 3650: 0.001102050329424877
Position 2754: 0.0009923160152125274
Position 1633: 0.0008918791937317011
Position 2950: 0.0008690935435116015
Position 2944: 0.0007522647085742952
Position 2913: 0.0007396097439215558
Position 2532: 0.0006931160906538228
Position 198: 0.000612632433431177
Position 4389: 0.000564107335250407
Position 2439: 0.00045336429060163823
Position 1301: 0.0004362300065037349
Position 2814: 0.00040442853497547226
Position 3599: 0.00035184799568339193
Position 4318: 0.0003484935677243974
Position 390: 0.0003444505070802908
Position 4293: 0.00034255685324949124
Position 2918: 0.00034067375311328565
Position 5027: 0.0003317275769465387
Position 1083: 0.00032922327010188407
Position 2476: 0.00031631544547087564
Position 597: 0.0003031462671405219
Position 5031: 0.00030306046512978507
Position 4170: 0.0002941794258709915
Position 195: 0.00029408495320106155
Position 852: 0.00028291463334999983
Position 2926: 0.0002752699978560685
Position 1969: 0.0002742932003434631
Position 2947: 0.0002647071527139718
Position 291: 0.00025510782893921395
Position 3988: 0.0002543924570050095
Position 2548: 0.00024598791872063345
Position 2115: 0.0002442910210367557
Position 5103: 0.00023058045544353754
Position 552: 0.00022822504563863624
Position 4934: 0.00021613586784354735
Position 4287: 0.00021320806574191524
Position 3052: 0.00021172298375413278
Position 5063: 0.00021092378925555567
Position 571: 0.00020847405105589594
Position 4885: 0.00020560852531031952
Position 2787: 0.0002047050365280427
Position 3782: 0.00018961426387026042
Position 3991: 0.00012191493977898916
Position 2784: 0.00011650916478117278
Position 2084: 9.48230945712004e-05
Position 2638: 9.054425956928796e-05
Position 599: 8.801972971404139e-05
Position 913: 8.781037062196769e-05
Position 935: 7.645623809707381e-05
Position 3006: 7.397265240380982e-05
Position 4841: 7.396408488914174e-05
Position 3740: 5.931684098601675e-05
Position 3482: 5.9124973352923664e-05
Position 2097: 5.900726552678395e-05
Position 3761: 5.5460810843410475e-05
Position 812: 5.5095315775293074e-05
Position 4916: 5.1108383521101364e-05
Position 428: 4.808612154796542e-05
Position 569: 4.325032935811418e-05
Position 1902: 4.27362142961218e-05
Position 2795: 4.2708174078355265e-05
Position 4874: 4.067214375070148e-05
Position 4977: 3.8156024991221046e-05
Position 4892: 3.512931446506944e-05
Position 1564: 3.3173520092338516e-05
Position 1315: 2.9759099421464057e-05
Position 502: 2.9623811998358408e-05
Position 2789: 2.928352006613436e-05
Position 2979: 2.860865645795667e-05
Position 2421: 2.8206848338312332e-05
Position 843: 2.7253879779741044e-05
Position 1195: 2.7212126898749128e-05
Position 5008: 2.495460477230398e-05
Position 4849: 2.389314576963745e-05
Position 3859: 2.3786983587264522e-05
Position 4877: 2.125594579067696e-05
Position 3705: 2.0158600493784603e-05
Position 5325: 1.946900230114301e-05
Position 4181: 1.87491393414651e-05
Position 3661: 1.8299462105821004e-05
Position 3486: 1.7316042165227112e-05
Position 2687: 1.6293593635323994e-05
Position 3591: 1.5931258738068345e-05
Position 3972: 1.5311766510286276e-05
Position 3501: 1.405551708178592e-05
Position 398: 1.353492838311386e-05
Position 5078: 1.3213255129264868e-05
Position 2327: 1.2806029986061657e-05
Position 2656: 1.2654809194918613e-05
Position 1425: 1.244526783216566e-05
Position 3619: 1.2010798092206102e-05
Position 1262: 1.1010059627042285e-05
Position 388: 8.483145588166238e-06
Position 2172: 8.246037143000186e-06
Position 137: 8.149299248287443e-06
Position 145: 7.770859478856038e-06
Position 3805: 6.791483506587323e-06
Position 1153: 6.692283244432758e-06
Position 1014: 6.500326498112232e-06
Position 3362: 6.355536398153927e-06
Position 1246: 6.227938172058723e-06
Position 4464: 6.002309039081265e-06
Position 4330: 5.755995613085091e-06
Position 694: 5.322447889243997e-06
Position 4266: 5.096435531154264e-06
Position 3164: 4.9338528579657445e-06
Position 822: 4.900966453245857e-06
Position 2829: 4.616886211751391e-06
Position 4409: 4.3975470858829e-06
Position 2105: 4.244962246667485e-06
Position 4233: 4.07553534719874e-06
Position 2367: 4.073239818995548e-06
Position 1544: 3.874691654332729e-06
Position 434: 3.384093828640019e-06
Position 521: 3.1200571903820986e-06
Position 3446: 2.880736242711649e-06
Position 5174: 2.814859807824307e-06
Position 538: 2.7707186115614916e-06
Position 2188: 2.6847167932041037e-06
Position 1621: 2.161233591584755e-06
Position 3261: 2.1458922498153054e-06
Position 4244: 2.0362845897053152e-06
Position 450: 1.9665669516983008e-06
Position 3063: 1.90814865122173e-06
Position 1894: 1.8391555933611148e-06
Position 4268: 1.7612271334269032e-06
Position 1266: 1.634690158015131e-06
Position 3710: 1.6145341511480602e-06
Position 4074: 1.5433737535433967e-06
Position 3421: 1.498601713665476e-06
Position 89: 1.3755787194659107e-06
Position 1623: 1.2612690361960532e-06
Position 1170: 1.1677179265066539e-06
Position 4187: 1.1167078016862967e-06
Position 2271: 1.094045047753696e-06
Position 2712: 1.001366736277262e-06
Position 153: 9.879770139726929e-07
Position 1016: 9.665465449876767e-07
Position 304: 9.312031221985143e-07
Position 2311: 9.287568772048787e-07
Position 1338: 9.184332629752675e-07
Position 3823: 9.09657172473922e-07
Position 807: 8.425271142762415e-07
Position 3549: 8.293093335074274e-07
Position 1506: 8.187164827018507e-07
Position 1511: 7.712664745226754e-07
Position 2718: 7.009112532095288e-07
Position 2396: 6.93403555589608e-07
Position 3712: 6.323343545608838e-07
Position 406: 5.368668368643384e-07
