Gene = Plap
index = 1383
Annotated 5SS: [ 138  738 1671 2354]
Annotated 3SS: [ 406  803 1726 2410]
SMsplice 5SS: [ 738 1313 2354]
SMsplice 3SS: [ 834 1726 2410]
top_k =  1000
Partition function (log Z): -7.262558112113943

Sorted 5' Splice Sites (High to Low Probability):
Position 738: 0.9595320861813093
Position 2354: 0.6416197375208416
Position 1313: 0.46270084840123255
Position 1671: 0.08612754290535282
Position 2337: 0.07510825456643648
Position 3009: 0.056901434526906845
Position 976: 0.04462272062547681
Position 1546: 0.028224375764637117
Position 138: 0.02201378847003798
Position 1845: 0.018882027644671073
Position 1143: 0.016138129504259725
Position 1831: 0.012229587151189901
Position 2877: 0.011166742240329462
Position 1491: 0.009833208193778292
Position 1583: 0.009148940352658536
Position 3014: 0.008691373675008891
Position 102: 0.008573251723450168
Position 470: 0.007548505099125606
Position 1317: 0.005972574999949265
Position 300: 0.0052052484338704465
Position 1916: 0.004379414010825969
Position 753: 0.00339905918835692
Position 2899: 0.0033198227802469457
Position 468: 0.0031178926446772007
Position 655: 0.0029738500637614333
Position 304: 0.0029419005345624294
Position 2358: 0.00283130657173154
Position 721: 0.0027329165529239342
Position 698: 0.0027280776036569697
Position 1552: 0.002673932655956077
Position 1682: 0.0020232808381474908
Position 1652: 0.0016735937281735914
Position 1541: 0.0015252275755318254
Position 1231: 0.0014342695220957338
Position 289: 0.0014081335715502615
Position 6: 0.0013494098632657742
Position 2253: 0.0013353677360801956
Position 1045: 0.0011019311727497717
Position 1435: 0.0010298676357566874
Position 1067: 0.001007514794766476
Position 1612: 0.0009009456501780254
Position 521: 0.000821495938227295
Position 2775: 0.0006506765059198168
Position 677: 0.0006074662853556014
Position 649: 0.0005101991617834188
Position 1657: 0.0005060500413082173
Position 1390: 0.0005007143613338244
Position 167: 0.0004950286043506877
Position 21: 0.00048658594488922447
Position 882: 0.00048520499472844484
Position 1495: 0.00041756229562961525
Position 1785: 0.000412670231511245
Position 1854: 0.00040146231611981544
Position 1157: 0.0003855347057776194
Position 2918: 0.0003788261307944602
Position 3012: 0.0003435641479485833
Position 758: 0.00028126800840607016
Position 2259: 0.00022932385314736506
Position 2055: 0.0002082273085351239
Position 1108: 0.0001820015795261518
Position 640: 0.0001790416236258806
Position 2984: 0.00015876383446232722
Position 39: 0.000147889673482782
Position 1428: 0.00013374220780203327
Position 1488: 0.0001240415595158139
Position 57: 0.0001226459451322048
Position 1486: 0.00011609888430898304
Position 1321: 0.00011344300919234071
Position 1154: 0.00011175099802028881
Position 81: 0.00010861654844708281
Position 2694: 0.00010272650128919645
Position 1629: 0.00010067545133156653
Position 940: 9.327612410524299e-05
Position 1543: 8.623242557395773e-05
Position 402: 8.168011251525459e-05
Position 1217: 6.682431423385886e-05
Position 2592: 5.771930161485434e-05
Position 3084: 5.742211407194188e-05
Position 2323: 4.307226505857386e-05
Position 1147: 3.2442107072106713e-05
Position 2218: 3.0401347386693232e-05
Position 182: 2.88774754613431e-05
Position 2742: 2.8463747880704067e-05
