Gene = Fitm
index = 1170
Annotated 5SS: [191 869]
Annotated 3SS: [264 927]
SMsplice 5SS: [191 869]
SMsplice 3SS: [264 927]
top_k =  1000
Partition function (log Z): -3.488174431739173

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.974461217131759
Position 869: 0.8976602722708377
Position 873: 0.016755967224817304
Position 562: 0.016695810940422037
Position 195: 0.015105273894928307
Position 570: 0.004945271710694356
Position 377: 0.004144404582115992
Position 447: 0.002837136253571866
Position 1908: 0.0028137376806321775
Position 1731: 0.0016579227015516666
Position 1736: 0.0014877199927200773
Position 581: 0.0013661896971386568
Position 1254: 0.001360325777672725
Position 1293: 0.0013056281349977646
Position 888: 0.0007276222204043122
Position 353: 0.0006513761092338666
Position 585: 0.0005916192851021403
Position 505: 0.0005649395909133968
Position 598: 0.00043170656660304233
Position 1250: 0.00028626209953889754
Position 1325: 0.0002450585293011722
Position 525: 0.00017894833514890994
Position 362: 0.00014841691177570207
Position 1268: 0.00013274060406694404
Position 514: 0.00012132612788323017
Position 109: 0.00011425922721384572
Position 58: 7.844740629207158e-05
Position 1175: 6.169723056579019e-05
Position 1238: 5.6947296267674756e-05
Position 1346: 5.0221064769209275e-05
Position 179: 3.949140803932288e-05
Position 741: 3.9011464742988454e-05
Position 302: 3.712351215463929e-05
Position 1686: 3.614055628846603e-05
Position 1360: 3.566801327980537e-05
Position 706: 3.2874326035105974e-05
Position 807: 3.114915366750013e-05
Position 832: 2.6965331932784055e-05
Position 404: 2.355640635167294e-05
Position 928: 2.178631290476012e-05
Position 1681: 2.1105678221165168e-05
Position 718: 2.0708803208671573e-05
Position 210: 1.616929415913894e-05
Position 589: 1.33760449016008e-05
Position 1912: 1.2750449265600215e-05
Position 961: 1.2031384415866834e-05
Position 1042: 9.594805876437847e-06
Position 1453: 9.348391929270806e-06
Position 389: 8.12140326226792e-06
Position 703: 6.297111678868981e-06
Position 630: 5.546990827516701e-06
Position 886: 4.098931466873154e-06
Position 835: 3.997856530154471e-06
Position 1483: 3.918486327427255e-06
Position 1550: 3.787626642210902e-06
Position 949: 3.3066292450812765e-06
Position 199: 3.2490291945379336e-06
Position 7: 2.624399213836571e-06
Position 1766: 2.2487806760358907e-06
Position 1023: 1.5185348310492471e-06
Position 151: 1.4406182802663813e-06
Position 113: 1.1882853400132092e-06
Position 968: 1.0901116230997155e-06
Position 916: 1.0479531669613952e-06
Position 184: 7.595579765412311e-07
Position 914: 7.23256757415857e-07
Position 825: 5.859936453918062e-07
Position 613: 5.513033848478607e-07
Position 14: 2.890533242573035e-07
Position 670: 2.073904161293015e-07
Position 294: 1.226409148901976e-07
Position 663: 1.209908661778155e-07
Position 743: 1.1755924722358526e-07
Position 33: 1.1748569278565818e-07
Position 1524: 1.893878005533594e-08
Position 1613: 1.879927388165686e-08
Position 787: 5.247874288381269e-09
Position 1169: 3.0931234365923333e-09
Position 654: 2.70885277292865e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 264: 0.9570754516006913
Position 927: 0.8772968553504877
Position 627: 0.0360351341790704
Position 1018: 0.03152074478393805
Position 422: 0.021476661827322965
Position 956: 0.006279127335032753
Position 1775: 0.003967117689315017
Position 1964: 0.002152987767661468
Position 1810: 0.001548332455078896
Position 282: 0.0013349284781284808
Position 1430: 0.0012687500073858314
Position 663: 0.0012089619236584082
Position 1817: 0.000835255424747501
Position 581: 0.0008262111816501999
Position 1970: 0.0008050050582146088
Position 328: 0.0005758069140818521
Position 675: 0.0005340228044041463
Position 1814: 0.0004596712189471395
Position 302: 0.0004547405120416184
Position 793: 0.00034791454082020313
Position 1483: 0.00019159456765581695
Position 1622: 0.00018503129439234535
Position 1625: 0.0001767496657989726
Position 946: 0.00012958679137770894
Position 565: 0.00011708240767702521
Position 294: 0.00010539473061216128
Position 1232: 7.681132591603123e-05
Position 974: 7.663854426218412e-05
Position 1102: 7.165602584215804e-05
Position 534: 6.487824260416394e-05
Position 446: 4.871531188017989e-05
Position 1396: 4.482558033050741e-05
Position 109: 4.393596712169332e-05
Position 488: 3.183857889123209e-05
Position 1576: 2.1433884433850544e-05
Position 430: 2.1187691645171676e-05
Position 1508: 1.8745578128399233e-05
Position 822: 1.7638038067637543e-05
Position 1292: 1.712581757756865e-05
Position 334: 8.57709969591147e-06
Position 151: 8.421843715939192e-06
Position 1169: 7.58776475420256e-06
Position 322: 6.524014617767932e-06
Position 1070: 5.4348536497993435e-06
Position 1892: 5.039085043464442e-06
Position 1693: 4.94194081187179e-06
Position 1107: 3.7937606189234985e-06
Position 562: 2.810476582787522e-06
Position 1300: 2.3853229471729677e-06
Position 122: 2.0214379244888864e-06
Position 190: 1.9065460375137186e-06
Position 1135: 1.6292189021691505e-06
Position 1162: 1.4568596153761156e-06
Position 78: 1.3942207687631298e-06
Position 1373: 1.1901819703496928e-06
Position 531: 9.578850267973488e-07
Position 1908: 8.224633573171771e-07
Position 1037: 7.532152907793376e-07
Position 867: 7.517653568409875e-07
Position 348: 6.977019099519938e-07
Position 454: 3.0796362800301215e-07
Position 135: 1.9126578478278007e-07
Position 389: 1.7484871237510861e-07
Position 498: 1.1308738244226894e-07
Position 99: 5.489279529346449e-09
Position 1073: 4.61240782365772e-10
Position 195: 1.269907953396825e-10
Position 467: 9.59572502570004e-14
