Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  1000
Partition function (log Z): -0.787292180773744

Sorted 5' Splice Sites (High to Low Probability):
Position 13879: 0.9954453722675963
Position 211: 0.9934067883311927
Position 13099: 0.8239741817909139
Position 2204: 0.1509165457827805
Position 1600: 0.10867585738995998
Position 3334: 0.09439943664822882
Position 8190: 0.059235342688916046
Position 1035: 0.0459557687653255
Position 8170: 0.044066424941580945
Position 44: 0.03452017502399447
Position 13664: 0.0283270475097667
Position 10031: 0.020303015840407484
Position 53: 0.020121942505086154
Position 13480: 0.01716254756811738
Position 12255: 0.01530509989712611
Position 14554: 0.01335460141010306
Position 9158: 0.012593982618266775
Position 7559: 0.012067815222002856
Position 3046: 0.010552312711507441
Position 1737: 0.008834073063211788
Position 4228: 0.00792098728666056
Position 74: 0.007250582052126647
Position 9446: 0.006891016029811048
Position 3129: 0.005618180075351725
Position 14229: 0.005337436597701876
Position 14608: 0.005103114619213031
Position 6783: 0.004237700902879083
Position 13514: 0.0041632187584733
Position 10265: 0.0032188442743152417
Position 4273: 0.002966704562672017
Position 8894: 0.002497635922196255
Position 13978: 0.0021585241365228293
Position 14303: 0.0021004384158829744
Position 572: 0.002094812005176954
Position 14641: 0.0016908665443376536
Position 13883: 0.0014952672739941583
Position 14216: 0.0014907124335988193
Position 38: 0.0014862931629537946
Position 1239: 0.0011637393450856012
Position 14210: 0.0010306956657769146
Position 13973: 0.0009721046959708815
Position 14317: 0.0009284258589051811
Position 8018: 0.0008691962338366014
Position 1741: 0.0008670022504759909
Position 1234: 0.0006914371137657111
Position 710: 0.0006690353909758636
Position 10026: 0.0006615467000219851
Position 7954: 0.0006081665944989524
Position 9945: 0.0006057006956845305
Position 498: 0.0005328898347189188
Position 28: 0.000440230186006672
Position 565: 0.0004324822293555299
Position 6443: 0.0003030728730192911
Position 373: 0.0001727965834441571
Position 23: 0.00015754090148665178
Position 1700: 0.000135647090927164
Position 14173: 0.00013303572512220083
Position 925: 0.0001290238552771411
Position 3478: 0.00012179152302507755
Position 14147: 0.00011557223524426618
Position 14443: 0.0001153193555024595
Position 1838: 0.00011027934181595392
Position 2273: 9.08904699538448e-05
Position 188: 5.8526750387393575e-05
Position 733: 5.319811096036033e-05
Position 3897: 4.849988827083624e-05
Position 6: 4.634682030772118e-05
Position 612: 3.73396592012145e-05
Position 1788: 3.4739937261410655e-05
Position 14295: 3.418511488739766e-05
Position 289: 2.9455387835401806e-05
Position 1936: 2.71425723566955e-05
Position 14451: 2.6434771684906024e-05
Position 268: 2.33654023726997e-05
Position 770: 2.313130073208433e-05
Position 352: 2.3061320475189953e-05
Position 1435: 2.194687605318108e-05
Position 14307: 2.0892055450170994e-05
Position 1505: 2.0462588444886078e-05
Position 1442: 1.844448650300581e-05
Position 215: 1.7274946212527514e-05
Position 1179: 1.560382307280976e-05
Position 6667: 1.4685736069524377e-05
Position 686: 1.4290344047526263e-05
Position 675: 1.3738124793786553e-05
Position 1269: 1.2824794171653537e-05
Position 12: 1.2181679338636798e-05
Position 1889: 1.0765164507308444e-05
Position 13919: 1.027832747550318e-05
Position 13904: 8.999941622060548e-06
Position 912: 8.419739549531317e-06
Position 186: 7.827776815346338e-06
Position 2105: 7.660505458659523e-06
Position 1027: 5.965532281027057e-06
Position 890: 5.7622887594325275e-06
Position 14606: 5.652521701201042e-06
Position 14182: 5.101713144209837e-06
Position 201: 4.111802210978888e-06
Position 629: 3.681455771904696e-06
Position 2045: 3.0918977580569173e-06
Position 1211: 2.3645906758346967e-06
Position 1353: 2.2252608742726305e-06
Position 817: 1.4110605558079863e-06
Position 1021: 1.409874729620401e-06
Position 109: 1.2932877547857493e-06
Position 758: 1.2412450194429076e-06
Position 2477: 1.2341323626342945e-06
Position 555: 1.1144620899399426e-06
Position 191: 9.777880458804562e-07
Position 14822: 9.518461727669255e-07
Position 1115: 9.458593984617476e-07
Position 238: 8.402823590554902e-07
Position 193: 6.950804613178788e-07
Position 14087: 6.235027182050168e-07
Position 621: 5.84628886578072e-07
Position 325: 4.706969223270791e-07
Position 756: 3.6530023043580725e-07
Position 664: 1.2685566740449496e-07
Position 13268: 7.720158230158068e-08
Position 14114: 7.55543645100371e-08
Position 14382: 5.5040172767022245e-08
Position 130: 4.345003622817733e-08
Position 138: 3.935758761156538e-08
Position 13105: 3.753494708443732e-08
Position 3387: 3.5826096290502413e-08
Position 623: 3.547425842192494e-08
Position 13395: 2.9498185028945908e-08
Position 13120: 2.780002830499625e-08
Position 122: 2.6248652208451864e-08
Position 13285: 1.9357646883534512e-08
Position 13102: 1.7503682631533906e-08
Position 389: 7.880714683767325e-09
Position 13123: 7.582980235873304e-09
Position 128: 2.201355915943066e-09
Position 1474: 1.6052875531747382e-09
Position 307: 5.300620301422991e-10
Position 406: 1.5763647255982474e-10
Position 99: 5.860919563757899e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.9953183071933045
Position 12992: 0.9324540232468752
Position 13752: 0.8237508716512025
Position 2044: 0.1051137125064494
Position 864: 0.07679695621294183
Position 7674: 0.06637581442098188
Position 138: 0.06223087670586667
Position 3194: 0.05085899284419289
Position 13412: 0.04820667701862166
Position 1301: 0.03540922074494554
Position 1870: 0.023418364698102895
Position 13766: 0.022679335047803412
Position 9775: 0.019235856227872807
Position 8717: 0.015992638994619984
Position 8095: 0.015938411452071678
Position 549: 0.015015263784741337
Position 829: 0.014617525344663377
Position 12060: 0.014217121890391725
Position 438: 0.013957776110983202
Position 13390: 0.013224166510874876
Position 3231: 0.009767857042636644
Position 12945: 0.008875928786258553
Position 3257: 0.008747310585661253
Position 13209: 0.008654893786435823
Position 6764: 0.007953828695018473
Position 756: 0.007566653895806549
Position 7898: 0.007465750713366658
Position 2894: 0.007320487176268058
Position 14679: 0.007271730020845847
Position 3188: 0.006811612711992665
Position 7509: 0.006530474783387922
Position 13141: 0.006408720952548365
Position 4033: 0.006337934728146992
Position 14606: 0.00612696295842413
Position 6521: 0.0060560261686640575
Position 2549: 0.0057210219622603154
Position 1166: 0.00570412745116611
Position 406: 0.005043615321187345
Position 8691: 0.004966509968706209
Position 14380: 0.004645288549180303
Position 1508: 0.004644512639544727
Position 14406: 0.003976716568848146
Position 14790: 0.0038357925178609483
Position 1683: 0.003238654870486221
Position 13943: 0.0030665163076561506
Position 629: 0.0030529072166215762
Position 14276: 0.002731619441992508
Position 7177: 0.0026517111427538016
Position 12867: 0.0025686204532630284
Position 14640: 0.002560250083172184
Position 10068: 0.002445171398592289
Position 4004: 0.0023216789904475896
Position 3254: 0.002288588636459992
Position 7844: 0.002266156082839061
Position 1936: 0.0020911454062624017
Position 12023: 0.002086687273229129
Position 2696: 0.0019968996249807073
Position 2618: 0.001885246876233663
Position 1794: 0.001870491944163977
Position 9114: 0.0017222667856458573
Position 7635: 0.001662443113198946
Position 13684: 0.0016122365010826257
Position 1199: 0.0014778341433486697
Position 14503: 0.001433762134397521
Position 2553: 0.0013656868384567952
Position 13178: 0.0012074219455890211
Position 2180: 0.001204597777293629
Position 352: 0.0011747245091759109
Position 898: 0.0011636389386539799
Position 7965: 0.0011393780655911667
Position 7905: 0.0011373767674919889
Position 6637: 0.0011037827043484515
Position 3140: 0.001074006916019434
Position 13514: 0.0010125444968048561
Position 6712: 0.0010122023546747547
Position 1353: 0.0009209603988508875
Position 2333: 0.00087569561535191
Position 7944: 0.0008289775416001782
Position 1234: 0.0008284406970170577
Position 4063: 0.0007849271577968545
Position 3167: 0.0007105235742975477
Position 3548: 0.0007030526015773856
Position 1889: 0.0006114446295722425
Position 7697: 0.0005984932936957782
Position 2810: 0.0005008779285546583
Position 13973: 0.00042391294155444723
Position 9350: 0.0004076597250890219
Position 2777: 0.0003985672881907734
Position 14738: 0.00036478702164122244
Position 3080: 0.0003425421456842109
Position 10096: 0.0003421645502449174
Position 373: 0.0003421349546623309
Position 1455: 0.0003284557342971916
Position 14094: 0.0003082926587947877
Position 14841: 0.0002730347003882873
Position 1239: 0.0002594985575027362
Position 729: 0.0002404861979832879
Position 6384: 0.00023875176970250607
Position 14097: 0.00023190623495810764
Position 13989: 0.00022748286438645666
Position 14125: 0.00022213928615944287
Position 2721: 0.0002105236521160082
Position 1838: 0.00018665271439386542
Position 14612: 0.00015873537313348146
Position 555: 0.00014954778232365866
Position 325: 0.00014049802042699437
Position 1412: 0.00012674222557019864
Position 13970: 0.0001130730347569859
Position 2290: 0.00011090653341612251
Position 678: 0.00011024896985318824
Position 564: 9.422129988751515e-05
Position 4185: 8.540943491475207e-05
Position 4188: 8.269331112651796e-05
Position 1269: 7.939958978733677e-05
Position 14463: 7.666151486378945e-05
Position 6338: 7.573975708315797e-05
Position 1749: 6.556201520671209e-05
Position 14514: 6.202894210804626e-05
Position 1574: 4.9364612620158084e-05
Position 14430: 4.444514430357811e-05
Position 1179: 4.17086193283975e-05
Position 2568: 2.981095650825794e-05
Position 14964: 2.589597475124419e-05
Position 1003: 2.5487153732993456e-05
Position 14382: 2.4684150507997646e-05
Position 2441: 2.4612311585064096e-05
Position 660: 2.456981862782615e-05
Position 1532: 2.455101838210872e-05
Position 1618: 2.1463817464751978e-05
Position 294: 2.1039142081028515e-05
Position 1304: 2.035556386725103e-05
Position 911: 1.8541127640813386e-05
Position 2184: 1.620439477240425e-05
Position 14774: 1.5613262783399944e-05
Position 1582: 1.5448363328352855e-05
Position 1491: 1.5105284960506902e-05
Position 6569: 1.4313459105301229e-05
Position 698: 1.3450300582867827e-05
Position 6673: 1.232694451541e-05
Position 289: 1.1328314190204263e-05
Position 471: 1.1227326873484691e-05
Position 939: 8.917934087315923e-06
Position 1772: 8.679055378666562e-06
Position 1067: 8.655221220946724e-06
Position 1519: 8.33096472001287e-06
Position 1313: 8.036685053288568e-06
Position 1397: 7.428829390425363e-06
Position 1334: 7.3867800020663034e-06
Position 3435: 7.161931632687692e-06
Position 11986: 7.120543915179362e-06
Position 11870: 6.534213392433262e-06
Position 1746: 5.107579211043347e-06
Position 874: 4.518554225089445e-06
Position 14817: 4.426468471095728e-06
Position 664: 3.668210841255881e-06
Position 3333: 3.632526207962987e-06
Position 1423: 3.345454769797222e-06
Position 74: 2.918487581174264e-06
Position 238: 2.673952729226764e-06
Position 3073: 1.9070264571437848e-06
Position 733: 1.115452263759747e-06
Position 1021: 1.0785238893533841e-06
Position 1435: 8.481333435950982e-07
Position 94: 8.400387119462872e-07
Position 58: 5.206500355148508e-07
Position 1897: 2.218916475062662e-07
Position 180: 1.5756816516644882e-07
Position 882: 1.0983307676617419e-07
Position 2656: 6.683316141954659e-08
Position 209: 3.8909743078639025e-08
Position 1196: 2.616466294699614e-08
Position 186: 3.866336642321256e-10
Position 5495: 9.881195844039381e-11
Position 223: 1.3687898208848716e-11
Position 215: 3.799278894056311e-12
