Gene = MED11
index = 1258
Annotated 5SS: [120]
Annotated 3SS: [174]
SMsplice 5SS: [120]
SMsplice 3SS: [174]
top_k =  1000
Partition function (log Z): -6.819304612469507

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.983307488805301
Position 652: 0.04175417049911308
Position 114: 0.010652371414666744
Position 399: 0.007841898974429355
Position 316: 0.0015015706068698025
Position 354: 0.00025577213027347655
Position 253: 0.00022608809050616587
Position 392: 0.00022237861588261129
Position 331: 0.000122835686295905
Position 306: 8.02511264376192e-05
Position 620: 3.087868942405759e-05
Position 658: 2.8413194614302193e-05
Position 37: 2.212457322514798e-05
Position 103: 2.0289851165493758e-05
Position 278: 1.948917868168821e-05
Position 149: 1.7502529266835544e-05
Position 675: 1.188501394939991e-05
Position 242: 5.157192171267116e-06
Position 152: 3.919907033185233e-06
Position 403: 3.680135834393386e-06
Position 308: 2.0129624112329016e-06
Position 160: 1.920698092930272e-06
Position 264: 1.4106282717053418e-06
Position 17: 1.134879894107174e-06
Position 8: 9.505129316416886e-07
Position 206: 8.69772800674179e-07
Position 22: 8.098001053017749e-07
Position 191: 3.84416164406588e-07
Position 460: 3.1737626448024836e-07
Position 445: 1.6528892730833078e-07
Position 162: 1.4187242016088264e-07
Position 233: 1.0058203599362562e-07
Position 699: 1.6314842079470984e-08
Position 452: 1.0027156098241169e-08
Position 257: 8.119383319429001e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.9805384638704661
Position 744: 0.039164368365873045
Position 180: 0.00903019386299819
Position 441: 0.007021085735433706
Position 452: 0.0029945581215055734
Position 728: 0.0029030920727127693
Position 188: 0.001730850873197322
Position 383: 0.0008521820489363087
Position 215: 0.00029774673236126386
Position 305: 0.00029102071185225495
Position 467: 0.00027748115312363795
Position 485: 0.00021712689302506367
Position 449: 0.00017690799324199965
Position 287: 0.00012170745806411267
Position 491: 9.343493326240998e-05
Position 673: 8.554744370275439e-05
Position 391: 6.09153729904228e-05
Position 494: 4.662631528334785e-05
Position 458: 3.064662301489771e-05
Position 539: 2.894228822036423e-05
Position 422: 2.3543554940164637e-05
Position 650: 2.1014633812648303e-05
Position 464: 1.8148500799595288e-05
Position 262: 1.650986690578872e-05
Position 515: 1.0959966049802165e-05
Position 354: 1.0105742085959447e-05
Position 233: 9.693966591660645e-06
Position 242: 8.532940345507438e-06
Position 512: 7.614237081955198e-06
Position 689: 6.3668276093313435e-06
Position 530: 5.78638585978271e-06
Position 191: 5.464882923404675e-06
Position 206: 5.1218457304521355e-06
Position 518: 4.096953625991354e-06
Position 413: 3.6130160827954208e-06
Position 509: 2.4532981373655856e-06
Position 497: 2.42743907991421e-06
Position 239: 2.1413403009002027e-06
Position 397: 2.1343306522896724e-06
Position 551: 1.8218042582459081e-06
Position 275: 1.7286554009586002e-06
Position 200: 1.3023425245247118e-06
Position 320: 7.369359215086907e-07
Position 114: 6.778210659556731e-07
Position 284: 6.424198747795772e-07
Position 77: 5.940143372639554e-07
Position 227: 5.865719424376884e-07
Position 554: 5.363446099993233e-07
Position 251: 4.033213246512627e-07
Position 149: 3.4388669523694764e-07
Position 253: 2.1218882489863397e-07
Position 119: 9.959427908589365e-08
Position 656: 9.26023182703127e-08
Position 91: 4.650834262434936e-09
Position 94: 3.8857527630698234e-10
Position 82: 1.700431031830976e-11
Position 329: 1.7248131948376339e-12
