Gene = GatC
index = 1182
Annotated 5SS: [1168]
Annotated 3SS: [1221]
SMsplice 5SS: [1168]
SMsplice 3SS: [1221]
top_k =  1000
Partition function (log Z): -1.8899345243567633

Sorted 5' Splice Sites (High to Low Probability):
Position 1168: 0.9912975812934501
Position 424: 0.02515488946533369
Position 28: 0.024616873436878774
Position 322: 0.015479240834672201
Position 1321: 0.012853814942785795
Position 1136: 0.0077641796367012095
Position 136: 0.004285316815351669
Position 379: 0.0011067659235571299
Position 703: 0.0009373415004513394
Position 1059: 0.0008044379865784224
Position 1300: 0.000796567191322419
Position 895: 0.0006802459293067265
Position 406: 0.0006047283957900123
Position 1390: 0.0004416115204754852
Position 235: 0.0003497880667240478
Position 820: 0.00032314933594474344
Position 285: 0.00022977722695876238
Position 1312: 0.00015264544046204677
Position 481: 0.00013820548748795468
Position 673: 0.00012185189579769512
Position 781: 9.396481789477571e-05
Position 41: 8.49851059066073e-05
Position 363: 7.724092254744563e-05
Position 1108: 6.774163813634658e-05
Position 911: 5.721659440865801e-05
Position 162: 5.3909694996343274e-05
Position 503: 3.955619000161192e-05
Position 333: 3.781542223835003e-05
Position 723: 3.0398643818354555e-05
Position 1346: 2.577652703811212e-05
Position 45: 2.4936982461180698e-05
Position 1140: 2.413503385821383e-05
Position 36: 1.8539756020695242e-05
Position 534: 1.7030890164971416e-05
Position 213: 1.5416578739109014e-05
Position 951: 1.2392330923101929e-05
Position 787: 1.1331697336484897e-05
Position 340: 1.0907879089690547e-05
Position 751: 1.0323108991088504e-05
Position 1357: 9.459755275163282e-06
Position 1314: 8.348132010163845e-06
Position 660: 8.078061374813231e-06
Position 587: 6.983592411412676e-06
Position 1374: 6.9539409753941445e-06
Position 1172: 5.795134787526177e-06
Position 56: 5.373567867468029e-06
Position 937: 3.3787126896514794e-06
Position 326: 2.9666447461546013e-06
Position 919: 2.9401845108521073e-06
Position 1021: 2.478605216429494e-06
Position 1420: 1.5974129161167184e-06
Position 1116: 1.3773283857748734e-06
Position 1035: 1.257528066535658e-06
Position 852: 1.0821667514773886e-06
Position 1175: 1.039083194496741e-06
Position 445: 9.0096593179652e-07
Position 562: 8.467292315507806e-07
Position 22: 6.937711910867491e-07
Position 151: 5.448909726842174e-07
Position 5: 2.964266880974842e-07
Position 1128: 2.4497474070626517e-07
Position 1240: 2.3178536108229382e-07
Position 1281: 1.723916335830477e-07
Position 1068: 1.6583787114261508e-07
Position 1041: 7.083545021237299e-08
Position 613: 5.715784939154066e-10
Position 228: 2.042962296139405e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1221: 0.9996912654163396
Position 818: 0.01715996290293002
Position 893: 0.010817743142248228
Position 1396: 0.010188762549043611
Position 852: 0.009050548828979522
Position 378: 0.008109555502842779
Position 937: 0.00598886482435679
Position 93: 0.003844474650750669
Position 117: 0.003365468026523648
Position 192: 0.003250918437491582
Position 1449: 0.002908627113464162
Position 796: 0.0021136351713671522
Position 135: 0.0020167791527199034
Position 996: 0.0015678262233499642
Position 775: 0.00108182458874412
Position 1361: 0.0010021359229396923
Position 743: 0.0009676509358670758
Position 213: 0.0009081440105279335
Position 596: 0.0008290273317447684
Position 691: 0.0006161375993865746
Position 729: 0.0005832032908816244
Position 114: 0.0005543570844294325
Position 1029: 0.0003945036298240869
Position 1446: 0.0003826064084784227
Position 176: 0.0003625967967862411
Position 144: 0.0002375587714493248
Position 540: 0.0002159427676386962
Position 1135: 0.00011260748964480474
Position 1035: 8.80531921587273e-05
Position 695: 8.356763667401256e-05
Position 1407: 6.805993186521088e-05
Position 503: 5.9979019456202284e-05
Position 671: 4.7801122973005726e-05
Position 875: 3.4819617998620716e-05
Position 1015: 3.221244776622838e-05
Position 1430: 3.1633632993384956e-05
Position 660: 3.0189591701107055e-05
Position 1146: 2.323916867204422e-05
Position 899: 1.579339269295647e-05
Position 1068: 1.525648171749977e-05
Position 905: 1.0507795255361234e-05
Position 388: 7.369431599986885e-06
Position 318: 6.817474016721568e-06
Position 1532: 6.628007939418098e-06
Position 297: 5.105045493097885e-06
Position 278: 3.960228271093277e-06
Position 1080: 3.823394456031133e-06
Position 357: 3.7222498380943373e-06
Position 248: 3.6198585412806785e-06
Position 474: 3.539703719608758e-06
Position 162: 3.2098040031596792e-06
Position 423: 2.7207117594745303e-06
Position 1516: 2.281703095105019e-06
Position 354: 2.0243846102593106e-06
Position 273: 1.566939921748376e-06
Position 1505: 1.531640346444253e-06
Position 405: 1.1072787765322885e-06
Position 285: 1.0634123653042226e-06
Position 645: 5.902637474004163e-07
Position 151: 5.738799846487462e-07
Position 363: 5.09427717079695e-07
Position 1540: 1.2319575701081484e-07
Position 53: 1.106364502088579e-07
Position 1321: 2.6288240684940554e-08
Position 1451: 1.744248907466923e-08
Position 1331: 1.0229113115244242e-08
Position 1552: 7.935642641022017e-09
Position 222: 4.589689546316797e-09
Position 1576: 4.185819123898951e-09
Position 275: 3.6480633088866975e-10
Position 50: 5.446256874274724e-11
Position 348: 6.7351146165416224e-12
Position 256: 4.644458280488004e-12
