Gene = del
index = 1668
Annotated 5SS: [ 346 1607]
Annotated 3SS: [ 409 1660]
SMsplice 5SS: [ 346  600 1607]
SMsplice 3SS: [ 409  722 1660]
top_k =  1000
Partition function (log Z): -4.535375265071027

Sorted 5' Splice Sites (High to Low Probability):
Position 346: 0.9739648236534948
Position 600: 0.6029442070955876
Position 1607: 0.5941918030685079
Position 1859: 0.3542866601249673
Position 657: 0.2370096631859931
Position 2739: 0.14294250557968707
Position 1598: 0.1316806603491694
Position 2452: 0.05923810621454748
Position 588: 0.043105006174800266
Position 927: 0.03847589827671121
Position 1262: 0.025488804389674387
Position 579: 0.0252439913855511
Position 2378: 0.023772584369050057
Position 2748: 0.019613270866432345
Position 1724: 0.014786358463729552
Position 140: 0.01387800194022711
Position 1563: 0.010074295419984627
Position 1506: 0.007304904406041058
Position 643: 0.007070012080619504
Position 24: 0.004943414281372172
Position 2357: 0.004724151274141414
Position 2390: 0.004116395371108869
Position 1415: 0.0035636280294806767
Position 756: 0.003409892025724381
Position 1055: 0.00302553600034826
Position 963: 0.002923417442035854
Position 621: 0.002872596330054082
Position 819: 0.0016598104776695223
Position 101: 0.0013212306325940388
Position 329: 0.001283675952473845
Position 959: 0.0009054696749583201
Position 2522: 0.0008902087024298261
Position 2418: 0.0008841630218595602
Position 690: 0.0008279953208304606
Position 1853: 0.0008114951092126227
Position 2198: 0.0007446016503874299
Position 1023: 0.0006998619807445787
Position 623: 0.0006308068889318602
Position 311: 0.0006082972985455928
Position 2463: 0.0005706449474852305
Position 1556: 0.0004291387487713766
Position 1464: 0.0004279420730874896
Position 1822: 0.00040735448423346985
Position 2620: 0.0003834779067628954
Position 155: 0.0003772474506883691
Position 565: 0.000361242134384965
Position 1918: 0.0002450252815122761
Position 1242: 0.00022842485772694749
Position 1979: 0.00021781260228285264
Position 2023: 0.000194004081538306
Position 300: 0.0001867871072797423
Position 1358: 0.0001759156836049485
Position 905: 0.00016774794796014324
Position 543: 0.00015206022519397429
Position 2256: 0.00014867357347662338
Position 1132: 0.0001404711003580616
Position 591: 0.00013935345061423927
Position 2517: 0.00013712996532797236
Position 192: 0.00010200328122415542
Position 891: 9.941541039359948e-05
Position 52: 9.656152375750492e-05
Position 931: 9.508012289604851e-05
Position 2440: 9.407705689691876e-05
