Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  1000
Partition function (log Z): -3.6909881166851997

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.960711597617569
Position 2029: 0.8759568324558017
Position 317: 0.864647809466886
Position 1444: 0.284417564547225
Position 271: 0.05488745617324852
Position 782: 0.03672179488537069
Position 472: 0.028853933978600324
Position 739: 0.02639360258276299
Position 1381: 0.024512961142811478
Position 2017: 0.021411691358223826
Position 1376: 0.015227419623060586
Position 1010: 0.011660037383729144
Position 308: 0.009916899462190302
Position 826: 0.009416164522675328
Position 819: 0.006856999914490305
Position 1157: 0.005650908193360011
Position 468: 0.0049396341331622426
Position 48: 0.004879959337324909
Position 681: 0.004766803720786817
Position 1174: 0.004741541781680521
Position 608: 0.004377494506820358
Position 2038: 0.004376630667413218
Position 1436: 0.0035964584043828027
Position 2024: 0.0033574274906934534
Position 901: 0.0032539479208887564
Position 1272: 0.0017963694628944503
Position 2021: 0.001783816602144581
Position 1320: 0.001489563520804364
Position 631: 0.001369460523565422
Position 1532: 0.0013445490705191873
Position 186: 0.0011334490843106285
Position 1222: 0.0009147195782596213
Position 291: 0.0008400268960804533
Position 1973: 0.0006342537748383718
Position 595: 0.0004900007982108769
Position 1277: 0.00044575261387322514
Position 24: 0.00038433985180205113
Position 239: 0.0003789175835557343
Position 1384: 0.00035643250192945417
Position 460: 0.00033648290248101454
Position 30: 0.0003280800268966729
Position 2011: 0.00021147553821105526
Position 1659: 0.00020666668172872148
Position 1858: 0.00019740670149808498
Position 511: 0.00019511468155986367
Position 1391: 0.00015953778271364427
Position 1366: 0.00014715989637447798
Position 554: 0.00013610965209364382
Position 401: 0.00012889602467665165
Position 744: 0.00012397604502575193
Position 1114: 0.00010890619400600584
Position 1668: 0.00010816814139184074
Position 1580: 9.723464126227307e-05
Position 1090: 9.421740015027335e-05
Position 1363: 6.912109560485235e-05
Position 129: 5.835826589137042e-05
Position 1408: 5.4363756455162e-05
Position 612: 5.287189812099543e-05
Position 1371: 4.516774840757756e-05
Position 810: 4.415653969259056e-05
Position 1238: 4.231504640724698e-05
Position 1622: 3.467199601380271e-05
Position 1117: 3.436511948564544e-05
Position 1991: 3.3834985749106854e-05
Position 988: 3.117230608504979e-05
Position 763: 2.9750336353182985e-05
Position 1892: 2.7583092295670516e-05
Position 545: 2.6216742867600836e-05
Position 823: 2.580415122679511e-05
Position 1332: 2.5797318500274532e-05
Position 2145: 2.5757647183563262e-05
Position 237: 2.3336473341268187e-05
