Gene = vsg
index = 1931
Annotated 5SS: [ 76 300]
Annotated 3SS: [ 181 1422]
SMsplice 5SS: [300]
SMsplice 3SS: [1419]
top_k =  1000
Partition function (log Z): -6.238255103606356

Sorted 5' Splice Sites (High to Low Probability):
Position 300: 0.978356723811909
Position 131: 0.4113869419465781
Position 2388: 0.2247295860634671
Position 76: 0.11775179582734001
Position 2680: 0.11698275438369665
Position 2135: 0.09533990005657035
Position 2585: 0.07576963200860884
Position 1991: 0.035750481802395706
Position 2377: 0.03318595096119888
Position 2609: 0.027926565676650028
Position 72: 0.0130293843378245
Position 2263: 0.010453598676834663
Position 108: 0.007990628167751748
Position 2320: 0.00686881078245781
Position 681: 0.0058081368671751435
Position 2633: 0.005713176950835306
Position 2123: 0.00540559595480102
Position 456: 0.005392200836436114
Position 478: 0.0042066650164506525
Position 2258: 0.0033985387688817287
Position 137: 0.003192755770355444
Position 1358: 0.0027275335406115506
Position 460: 0.0019277813143938113
Position 2649: 0.0015525645867931297
Position 634: 0.0010854556507762594
Position 111: 0.0009408891643777831
Position 921: 0.0008707562270209685
Position 638: 0.0008501223088313389
Position 1291: 0.0006510721798475216
Position 2077: 0.000606194674610895
Position 2981: 0.0005782852420482288
Position 2674: 0.0005193038725483945
Position 1366: 0.00044465025565892116
Position 2018: 0.0004369387679755135
Position 1500: 0.0004354990925638269
Position 412: 0.0003775674441380145
Position 1347: 0.0003079075598452667
Position 1986: 0.0002914582620283215
Position 2907: 0.0002790290896181053
Position 3039: 0.0002637155224003577
Position 1317: 0.00025980032576683297
Position 464: 0.00023377685955154013
Position 1777: 0.000226345583835213
Position 162: 0.0002199090309191774
Position 770: 0.00017661015073227348
Position 3022: 0.0001720365755503696
Position 482: 0.0001405410071151399
Position 1279: 0.00013632393177054046
Position 2424: 0.0001329867421029712
Position 1250: 0.00011741706858365102
Position 2430: 0.00010925687999312133
Position 484: 0.00010782276428777453
Position 1772: 9.852840552145991e-05
Position 2552: 7.747726667922149e-05
Position 37: 7.219372736631872e-05
Position 3014: 5.846127990170565e-05
Position 24: 5.739366460959675e-05
Position 289: 4.864122080396878e-05
Position 689: 4.7646204998354254e-05
Position 462: 4.760162878654271e-05
Position 2363: 4.754542772885127e-05
Position 2108: 3.65230979803441e-05
Position 494: 2.768311550615338e-05
Position 2519: 2.573043806497284e-05
Position 1045: 2.3964287324278325e-05
Position 962: 2.2089258931798567e-05
Position 35: 1.8152478118951885e-05
Position 5: 1.6452365465573075e-05
Position 1703: 1.2267893538098797e-05
Position 2074: 9.719482974258908e-06
Position 975: 9.138912130375798e-06
Position 1150: 8.75993748705798e-06
Position 957: 8.509228333297585e-06
Position 266: 8.431893517146756e-06
Position 435: 7.910523336901727e-06
Position 1139: 7.774738933014021e-06
Position 660: 7.440403317240034e-06
Position 500: 7.406184079734531e-06
Position 1002: 7.116310018320797e-06
Position 1089: 6.454390961419073e-06
Position 2071: 6.308525025148471e-06
Position 1054: 5.587081679671553e-06
Position 304: 5.384357055293594e-06
Position 1043: 5.078697932227764e-06
Position 1095: 4.987347495052743e-06
Position 466: 4.0916592705783964e-06
Position 703: 3.4449314233132654e-06
Position 486: 2.576195955046737e-06
Position 952: 2.1383609135424646e-06
Position 1856: 1.9025761863817838e-06
Position 1812: 1.8796296794446478e-06
Position 1051: 1.6885396907576324e-06
Position 2062: 1.6802087969930394e-06
Position 439: 1.6317824592147531e-06
Position 30: 1.1928128963959648e-06
Position 716: 9.853933220001396e-07
Position 204: 7.728158718203242e-07
Position 32: 7.613160738804103e-07
Position 468: 4.916937424028216e-07
Position 1511: 3.8488310866042866e-07
Position 1169: 3.8382708235814185e-07
Position 446: 3.0969962611988157e-07
Position 416: 2.5874847122365865e-07
Position 418: 7.322311891047262e-08
Position 1221: 4.0811149872809045e-08
Position 213: 3.574868871198851e-08
Position 198: 3.405370598579201e-08
Position 256: 3.267939146319024e-08
Position 1195: 1.7298439317278956e-08
Position 488: 1.0498632783170432e-08
Position 744: 6.832640698080224e-09
Position 574: 6.646535618334254e-09
Position 404: 5.551522984299995e-09
Position 437: 4.8816284283428856e-09
Position 195: 1.8176470264165883e-09
Position 670: 4.0872844194021807e-10
Position 828: 3.6787720179808335e-10
Position 739: 3.199073989718962e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1419: 0.6007875022552364
Position 181: 0.5524240649426455
Position 2452: 0.4130319061769123
Position 2765: 0.35073391433844103
Position 1422: 0.19246968604274603
Position 841: 0.034046214387649036
Position 2428: 0.009726813912051683
Position 2238: 0.008742909331947199
Position 782: 0.008256344478559548
Position 2189: 0.005428744219951837
Position 3112: 0.003234584909613951
Position 1605: 0.0027756462604459214
Position 2935: 0.0025352826109806188
Position 2690: 0.0023789656537249034
Position 1386: 0.002340701682603959
Position 2460: 0.0023103002103106772
Position 343: 0.00222054218204366
Position 603: 0.0018043511753737462
Position 2958: 0.0017225327679994086
Position 2253: 0.0012012244188757302
Position 2800: 0.0010034688481315832
Position 2914: 0.0009541423830947789
Position 2363: 0.0009302183594394141
Position 3186: 0.0007201812348787659
Position 1440: 0.0007124597780420899
Position 2493: 0.0005610900065294937
Position 1289: 0.0005312867401525854
Position 1366: 0.00046670356218289974
Position 128: 0.000443126449800003
Position 1206: 0.00029990329301298293
Position 1845: 0.00025411568298322896
Position 3042: 0.0001933734136948756
Position 211: 0.00018672970269378514
Position 724: 0.00013959235598468662
Position 2952: 0.0001297893765090047
Position 238: 0.0001249891568191614
Position 1609: 0.00012197613852873746
Position 587: 0.00011462166250330502
Position 1583: 9.553600135330867e-05
Position 1466: 7.471451910817014e-05
Position 1457: 6.99985564094921e-05
Position 614: 5.6371946723751626e-05
Position 2517: 5.208711165923487e-05
Position 2068: 4.0397299470072106e-05
Position 1215: 3.760427553764869e-05
Position 2316: 3.529203621997045e-05
Position 634: 3.335711829744858e-05
Position 1268: 2.8856588155486136e-05
Position 1941: 2.5481102633746854e-05
Position 1935: 2.485010296809959e-05
Position 921: 2.407723202762557e-05
Position 791: 1.3926320642201048e-05
Position 2000: 1.17389759831804e-05
Position 1150: 9.537807988109857e-06
Position 204: 5.089303953309144e-06
Position 2017: 6.796187106171656e-07
Position 2033: 6.037236162210849e-07
Position 1645: 1.8745775727159445e-07
Position 1618: 7.496175232605528e-08
Position 108: 6.822147320058106e-08
Position 700: 4.0584775515405903e-08
Position 299: 7.043533952858294e-09
Position 296: 4.25647152903374e-09
Position 91: 6.39456705546794e-11
Position 80: 3.41988625206656e-14
Position 304: 7.426042416293902e-15
