Gene = ida
index = 1733
Annotated 5SS: [196]
Annotated 3SS: [257]
SMsplice 5SS: [196]
SMsplice 3SS: [257]
top_k =  1000
Partition function (log Z): -6.0117593780533465

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.7378240767238357
Position 186: 0.22587552778341266
Position 880: 0.17072973689677165
Position 915: 0.1697336083023712
Position 1326: 0.11534222970972595
Position 691: 0.04381547474101517
Position 200: 0.02451625438519161
Position 546: 0.0229996619815765
Position 799: 0.014723891592230774
Position 624: 0.011252942118365854
Position 1098: 0.00868027749690626
Position 1211: 0.00788897556020471
Position 376: 0.0070090719120593685
Position 190: 0.004465716258924442
Position 567: 0.003537524964493275
Position 558: 0.002818297596315268
Position 1258: 0.0021489939013716237
Position 768: 0.0019103510897593005
Position 327: 0.0015396568381026343
Position 1526: 0.001437810857247024
Position 576: 0.0009585526911725933
Position 358: 0.0009337911771812789
Position 1278: 0.0008267852525492384
Position 573: 0.0005600568299855521
Position 863: 0.0005204545325826365
Position 784: 0.0005080993890917805
Position 667: 0.00048408949783892345
Position 2398: 0.00047052909819388534
Position 1460: 0.00042340180641021357
Position 614: 0.0004138051603655429
Position 1285: 0.00037289185028500395
Position 1666: 0.0003705512333909341
Position 1076: 0.0003640944148771045
Position 681: 0.0003397621616243658
Position 836: 0.00032063695771616506
Position 1341: 0.00031199155583640497
Position 777: 0.00027784731495775433
Position 987: 0.000249362301574715
Position 536: 0.00019416431622958894
Position 1546: 0.00019354470527001267
Position 451: 0.00019199339120121896
Position 166: 0.00019192283016552386
Position 2282: 0.00019153164480835877
Position 2217: 0.00017190152936615442
Position 473: 0.00016159217601988997
Position 854: 0.00012294863017735786
Position 648: 0.00010341376704392316
Position 1614: 9.257934435029356e-05
Position 440: 8.347644032886893e-05
Position 1117: 7.869381701929597e-05
Position 1260: 7.708609535950792e-05
Position 1455: 5.6206941271982494e-05
Position 2271: 5.276794675827351e-05
Position 168: 5.0491122270095946e-05
Position 2050: 4.4733276326830483e-05
Position 1086: 3.884390838790364e-05
Position 1241: 3.370442821391951e-05
Position 446: 2.683633092657831e-05
Position 1692: 2.5023608839473816e-05
Position 592: 2.4790126933051043e-05
Position 552: 2.4501236129185078e-05
Position 1450: 2.3816159626001484e-05
Position 1044: 1.4299516633846907e-05
Position 1248: 1.3086962999133084e-05
Position 380: 1.2116027165583828e-05
Position 314: 9.789249087076425e-06
Position 2339: 1.8054959548734043e-06
Position 271: 5.832380200547218e-07
Position 221: 4.2366644639225535e-07
Position 21: 3.123918843288117e-07
Position 23: 3.409870510694642e-08
Position 84: 2.2218736118146988e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 257: 0.8754626835015771
Position 1024: 0.5000091062443232
Position 1382: 0.17776419791476045
Position 1882: 0.008786240155497
Position 735: 0.0063593101234520714
Position 854: 0.004502298658686348
Position 1515: 0.0016464337228402474
Position 302: 0.0015199911350594138
Position 1586: 0.0014444811265286628
Position 335: 0.0014302589221496134
Position 1387: 0.0013059445641610437
Position 1335: 0.0009710564697298225
Position 991: 0.0009515459413625119
Position 1036: 0.0009134366354333053
Position 830: 0.0008055712757469801
Position 2456: 0.0006780821424673755
Position 565: 0.00041807912438504195
Position 1657: 0.00036784095094509066
Position 494: 0.00030280059014988316
Position 1637: 0.0002970638558131576
Position 908: 0.00029038181086460017
Position 344: 0.00025796911821242345
Position 2332: 0.0002546970361386709
Position 1298: 0.00024300361271606597
Position 1700: 0.00021908461494341797
Position 2270: 0.00021854716454866284
Position 488: 0.000185066813150519
Position 2300: 0.00015286120903840482
Position 460: 0.0001367657429339759
Position 1831: 0.00012511456838709844
Position 673: 0.00010015741997743228
Position 1225: 9.495977501798886e-05
Position 1169: 9.40196100556208e-05
Position 761: 9.250153572616651e-05
Position 764: 9.114452429496532e-05
Position 740: 8.838943361946553e-05
Position 435: 8.826178947835194e-05
Position 532: 8.688800872011611e-05
Position 911: 8.109272174557294e-05
Position 795: 7.30324870948918e-05
Position 2228: 7.138338642640367e-05
Position 1256: 2.8784764202473164e-05
Position 2060: 2.86366587967672e-05
Position 648: 2.7489793826974668e-05
Position 1519: 2.2454163141475978e-05
Position 2063: 2.2110819738393715e-05
Position 1614: 2.184560122586686e-05
Position 350: 2.1202517633998607e-05
Position 620: 1.570581825822954e-05
Position 684: 1.4510971475340148e-05
Position 1503: 1.3374711008413256e-05
Position 347: 1.203395762615944e-05
Position 1939: 1.1951516191767049e-05
Position 703: 1.1227455961996727e-05
Position 1039: 9.362416683047093e-06
Position 1567: 5.604526108970072e-06
Position 836: 5.338418860965082e-06
Position 376: 5.26009325732785e-06
Position 536: 3.1574462422291977e-06
Position 707: 2.521699661914329e-06
Position 869: 5.373083283278468e-07
Position 90: 2.5168408433371317e-07
Position 780: 2.44627742833772e-07
Position 645: 2.229178632772626e-07
Position 654: 2.1618618024960776e-07
Position 446: 1.1660279931263188e-08
Position 541: 8.321104602095167e-09
Position 124: 2.6110424222553416e-09
Position 582: 1.911223665290085e-09
Position 602: 1.242030309287222e-09
Position 93: 1.2100233489574453e-09
Position 356: 9.293632006573346e-10
Position 592: 8.317147025610686e-10
Position 641: 1.388445336065484e-10
Position 467: 1.1063756811221262e-10
Position 141: 4.809429716953482e-11
Position 186: 3.929668139373797e-11
Position 159: 7.64254547294332e-12
Position 368: 2.7763584665534487e-13
Position 126: 2.327087828040179e-13
Position 199: 9.3594917588328e-14
Position 358: 9.247500350067235e-15
Position 506: 3.396102957938215e-21
