Gene = Grip71
index = 1202
Annotated 5SS: [ 282  636 1540]
Annotated 3SS: [ 340  697 1594]
SMsplice 5SS: [282 636]
SMsplice 3SS: [ 340 1594]
top_k =  1000
Partition function (log Z): 0.042988258045010275

Sorted 5' Splice Sites (High to Low Probability):
Position 282: 0.9825556690145882
Position 636: 0.9823766414999603
Position 1544: 0.31582396749864117
Position 4: 0.08911438217724905
Position 1550: 0.0318234062306509
Position 844: 0.029159779811089
Position 1228: 0.016897141345646988
Position 1986: 0.01325049130012682
Position 1497: 0.010047466754661146
Position 293: 0.008556326416307318
Position 2205: 0.007053156460947557
Position 873: 0.005668888121948655
Position 1529: 0.005025450403236622
Position 427: 0.00434193684552901
Position 985: 0.003996389420194731
Position 1805: 0.0034856374518781523
Position 2225: 0.0025793173669547385
Position 590: 0.002267485947821875
Position 1348: 0.0022295198306759643
Position 1147: 0.0020861133746616885
Position 1126: 0.0017131129476153312
Position 1223: 0.001262704028750998
Position 975: 0.0009396592371030986
Position 431: 0.00081968564168697
Position 1969: 0.0007310753311427804
Position 1753: 0.0007190439911534544
Position 1200: 0.0006998570470346922
Position 2330: 0.0006746791664750378
Position 66: 0.0005056154127713035
Position 1207: 0.0004960083194851504
Position 879: 0.0004398709461842511
Position 2247: 0.0004264429434313512
Position 2256: 0.00041581292908429317
Position 1177: 0.00041352365606292654
Position 227: 0.0004060250415971596
Position 1071: 0.0003642708195341929
Position 546: 0.0003528594725279232
Position 2050: 0.00029165655941061115
Position 1775: 0.0002464885328192354
Position 1095: 0.0002346783893501185
Position 1509: 0.00022321717146851815
Position 1402: 0.00019587787876226704
Position 1796: 0.00018539135594692097
Position 1080: 0.00017667343372676866
Position 314: 0.00014394792962947717
Position 1462: 0.00013033872625056403
Position 362: 0.0001115265168156529
Position 35: 9.81785806458684e-05
Position 1948: 8.975476478343033e-05
Position 1051: 8.878572819323653e-05
Position 640: 8.061096797968796e-05
Position 991: 7.610685999474392e-05
Position 581: 7.472230837309225e-05
Position 2314: 6.02257240158215e-05
Position 559: 5.926535808294556e-05
Position 1250: 5.850183513424653e-05
Position 655: 5.186500776299639e-05
Position 2148: 4.6890983419174694e-05
Position 848: 4.141541152519267e-05
Position 2306: 3.798278763485419e-05
Position 780: 3.576185407644714e-05
Position 160: 3.418012648087272e-05
Position 1102: 3.4091126387108125e-05
Position 2166: 3.297082021194832e-05
Position 1331: 3.268930802203453e-05
Position 1359: 3.2444206354873466e-05
Position 251: 2.8675320052736242e-05
Position 1689: 2.6223612934334055e-05
Position 440: 2.5868594611170404e-05
Position 1282: 2.553806996983798e-05
Position 445: 2.4337685156629512e-05
Position 1198: 2.2802377900101338e-05
Position 708: 2.0457957656835774e-05
Position 823: 1.9960898966953123e-05
Position 765: 1.8608567804091063e-05
Position 509: 1.7400320963947e-05
Position 687: 1.5891089106587706e-05
Position 1456: 1.5667937426164272e-05
Position 64: 9.827390799754703e-06
Position 2287: 9.28685888745471e-06
Position 98: 9.00892047055973e-06
Position 925: 8.962705863009075e-06
Position 1308: 8.558463899389978e-06
Position 1006: 8.247360395909294e-06
Position 1064: 7.626483847256564e-06
Position 2270: 7.521472666889502e-06
Position 154: 7.496683936782131e-06
Position 1481: 7.444374029072899e-06
Position 1078: 6.849600209288535e-06
Position 396: 5.713410224060882e-06
Position 215: 2.8029219434570234e-06
Position 2344: 2.5989863124006368e-06
Position 318: 1.817098531218375e-06
Position 109: 1.1058921225515231e-06
Position 221: 8.748839755181685e-07
Position 389: 7.773344637979902e-07
Position 443: 6.129267299294177e-07
Position 358: 5.106764812287562e-07
Position 122: 4.576086419364014e-07
Position 1881: 2.0982981281632769e-07
Position 196: 1.4697136515116597e-07
Position 485: 6.904616116341555e-08
Position 1290: 6.049890989708119e-08
Position 164: 5.2616783696300576e-08
Position 771: 5.16211251249946e-08
Position 1104: 5.021708997580646e-08
Position 1113: 2.4591746161674586e-08
Position 391: 2.2634878359917132e-08
Position 1866: 1.9189516765040187e-08
Position 740: 6.423685531337829e-09
Position 514: 4.372505756832954e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.9923303258911617
Position 1594: 0.9581644143361908
Position 697: 0.31033043460339926
Position 79: 0.0714240376593246
Position 785: 0.03811704728995158
Position 1476: 0.029606983454049128
Position 1396: 0.029269203390864106
Position 759: 0.02677162415465602
Position 196: 0.012878972377700922
Position 1308: 0.011120692581263716
Position 2049: 0.006861270205230978
Position 2381: 0.006857822364735092
Position 1857: 0.005067307078329847
Position 2305: 0.004141924301552655
Position 474: 0.003686528242458794
Position 762: 0.003335192959999694
Position 2430: 0.0032488422599074953
Position 811: 0.0026892027751817794
Position 2046: 0.0021136668319659863
Position 154: 0.001922759775922345
Position 2361: 0.0015765670905734744
Position 2287: 0.0015215939513134095
Position 823: 0.0010672653014120593
Position 1107: 0.0010466260801389122
Position 1462: 0.0009312124561855974
Position 172: 0.0009218573018064281
Position 2007: 0.0006841025744427869
Position 2098: 0.0005649973224311097
Position 932: 0.0004432088945978795
Position 1912: 0.00041626796686340624
Position 1268: 0.00033949014204180916
Position 1863: 0.0003186859377344414
Position 1866: 0.00027020395302096103
Position 148: 0.00025123021876179906
Position 1022: 0.00022689263829837132
Position 506: 0.00022589642357506677
Position 896: 0.00020571985184885292
Position 661: 0.00019583469597440737
Position 1203: 0.00015639121680932963
Position 179: 0.000146843100384744
Position 1347: 0.00014379927849465676
Position 1617: 0.00013548631333133355
Position 47: 0.00013180121172873594
Position 1570: 0.00013116170448883996
Position 1126: 0.0001280641235556458
Position 2442: 0.00012368580519952352
Position 816: 8.512245427947042e-05
Position 844: 7.660650141425111e-05
Position 2154: 7.10433395168559e-05
Position 797: 6.427737455629528e-05
Position 1516: 5.8774730482628735e-05
Position 2175: 5.3757148610552745e-05
Position 1142: 5.26377302006006e-05
Position 1604: 5.21474297271009e-05
Position 2025: 4.981931660605298e-05
Position 553: 4.179810694805663e-05
Position 405: 3.322048503907092e-05
Position 418: 2.9429277264312166e-05
Position 1048: 1.6775888059196463e-05
Position 1715: 1.6162246244091377e-05
