Gene = Hf
index = 1210
Annotated 5SS: [112]
Annotated 3SS: [174]
SMsplice 5SS: [112]
SMsplice 3SS: [174]
top_k =  1000
Partition function (log Z): -4.301487788192876

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.6066263604985447
Position 120: 0.3924231299874236
Position 719: 0.016748720124368333
Position 223: 0.00996889095070365
Position 361: 0.007450828897717211
Position 555: 0.006421098963889519
Position 508: 0.0009085887408518247
Position 528: 0.0008602099001967511
Position 265: 0.0007418511929572673
Position 116: 0.0003256448955908494
Position 429: 0.00030381251009643236
Position 716: 0.00023221094149021115
Position 700: 0.0002159541448362553
Position 463: 0.00017602008982487205
Position 196: 0.0001333458001478946
Position 339: 0.00011115282871742214
Position 98: 7.980418350972922e-05
Position 565: 4.8715185996335436e-05
Position 57: 3.9497216920687425e-05
Position 709: 3.617180752843349e-05
Position 244: 1.528990305010692e-05
Position 107: 1.4636949461640874e-05
Position 582: 1.3895073882763007e-05
Position 308: 1.092846942604615e-05
Position 450: 5.88224299884326e-06
Position 124: 5.757429071802693e-06
Position 574: 5.255513121856134e-06
Position 457: 4.920315162252878e-06
Position 605: 4.407400185351919e-06
Position 83: 3.6579278517641902e-06
Position 131: 1.2944291730353138e-06
Position 542: 1.128498421733363e-06
Position 787: 6.784805323069149e-07
Position 50: 5.554155329340119e-07
Position 783: 4.7065784496524716e-07
Position 627: 3.253680019938032e-07
Position 804: 1.7235760982678666e-07
Position 781: 1.2712774616844672e-07
Position 3: 1.8034169741268735e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 174: 0.9948036277408457
Position 771: 0.014416904438814855
Position 286: 0.007402696434641491
Position 636: 0.007248238183560002
Position 814: 0.0033840447544578687
Position 419: 0.0032819650983110797
Position 582: 0.002618204799774186
Position 339: 0.0022382202427207645
Position 494: 0.0017380254849625458
Position 480: 0.0015622059641892659
Position 438: 0.0009765785250293812
Position 627: 0.0008359602991490788
Position 196: 0.00064248686705256
Position 264: 0.0006417818862150751
Position 777: 0.0004105450360966915
Position 909: 0.00031581150227116974
Position 450: 0.0002874169087510417
Position 241: 0.00024105439528282192
Position 507: 0.0001711474957207656
Position 528: 0.00016833268734957896
Position 605: 0.00015539065204129163
Position 600: 8.537025749139979e-05
Position 542: 5.362266223340867e-05
Position 549: 5.103847890458375e-05
Position 933: 3.448701929977076e-05
Position 666: 2.964789014800117e-05
Position 202: 2.9097576258541562e-05
Position 462: 1.9974759748467835e-05
Position 693: 1.7560553730032477e-05
Position 477: 1.6321184486353767e-05
Position 554: 1.569725022211014e-05
Position 386: 1.1977467438278511e-05
Position 645: 1.0790876420908264e-05
Position 842: 7.4869062174322674e-06
Position 781: 6.780412863121651e-06
Position 513: 4.608770213732538e-06
Position 209: 3.7030994791454136e-06
Position 941: 1.0902543095377682e-06
Position 799: 9.058092865724022e-07
Position 705: 5.458919875969728e-07
Position 917: 4.354248598389882e-08
Position 375: 2.031669783308833e-09
Position 348: 3.5649004127775106e-10
Position 116: 5.228303262603504e-11
Position 227: 3.8457266006685934e-11
Position 74: 1.9485967986586608e-11
Position 249: 1.4445124632978281e-11
Position 139: 1.2692044098245163e-11
Position 144: 3.4581715919726986e-12
Position 131: 3.2273903473663565e-12
Position 124: 3.051199212305762e-12
Position 251: 2.540476002547647e-12
Position 56: 1.789128344935774e-12
Position 351: 6.16823783179418e-13
Position 50: 5.988055905224455e-14
