Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  1000
Partition function (log Z): -1.5830036375561498

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9959679889889976
Position 18709: 0.9889683684318693
Position 528: 0.9769690562222342
Position 14071: 0.3898513630997508
Position 3782: 0.3112593174624056
Position 3620: 0.2076060060272109
Position 18978: 0.12943319423593863
Position 16949: 0.09286674197330548
Position 5013: 0.053764350972501984
Position 1603: 0.048583100815827764
Position 1105: 0.04778306628433643
Position 5158: 0.038986975729831744
Position 875: 0.033423832505567824
Position 14397: 0.0285396887214226
Position 4786: 0.02235149577711761
Position 14289: 0.02152490281771151
Position 1195: 0.020204097693065918
Position 3688: 0.011692989831115977
Position 6568: 0.010893516955478631
Position 3204: 0.010246838096759463
Position 2658: 0.008749721540373834
Position 289: 0.00783708478007594
Position 2075: 0.007756383998383677
Position 2445: 0.007449669433437433
Position 5699: 0.0065596402559626645
Position 15102: 0.005816184647931521
Position 2460: 0.005137132330902421
Position 18729: 0.004824888440152014
Position 1607: 0.004710886547936009
Position 7040: 0.004521675952003091
Position 287: 0.0036981184246288453
Position 15131: 0.0036904653779516513
Position 2772: 0.0033688269030732326
Position 6879: 0.0029306921025901494
Position 201: 0.0027721604345887067
Position 80: 0.0027437584809040746
Position 667: 0.002558587952974142
Position 14130: 0.0025497197793676566
Position 5428: 0.0025495563780738575
Position 6939: 0.002483701378945193
Position 3627: 0.0022858102686036264
Position 14121: 0.0019170188050287276
Position 1457: 0.0018945870562428904
Position 3359: 0.0015266191498451585
Position 832: 0.001414851616967526
Position 19041: 0.0013584383300090602
Position 3270: 0.0012602716287525937
Position 18609: 0.0012468626580134578
Position 19215: 0.0012071275755493962
Position 18713: 0.0011632274094163578
Position 479: 0.0011134157221975418
Position 577: 0.00109857517169577
Position 2475: 0.001031978205072025
Position 17906: 0.0009838662547602905
Position 1090: 0.0009712632119103479
Position 307: 0.0009131609260653691
Position 19213: 0.0007752158571052587
Position 296: 0.0007436757304179974
Position 845: 0.0007390112338881839
Position 18694: 0.0006872458839100134
Position 4584: 0.0006252659936501541
Position 19228: 0.0006199547831781524
Position 4581: 0.0005976773896856916
Position 19053: 0.0004949953579110791
Position 1414: 0.0004909488746799977
Position 776: 0.0004906340717821483
Position 3741: 0.0004360484220288376
Position 3643: 0.0003973988863344168
Position 19084: 0.00038035614408724115
Position 219: 0.00034900227888503535
Position 19045: 0.0002820288175054046
Position 19204: 0.0002595503918836278
Position 291: 0.0002391934422697092
Position 2688: 0.00023436627632871345
Position 19387: 0.0002208747177601608
Position 293: 0.00018861763887666706
Position 19409: 0.00018633404302520967
Position 2704: 0.00014693488442339022
Position 1157: 0.00011972702127941565
Position 19002: 0.00011847421010604689
Position 2231: 0.00011002452500296828
Position 311: 0.00010855657439453187
Position 19257: 9.447965200255703e-05
Position 19049: 8.044705396650933e-05
Position 18645: 7.695063717616384e-05
Position 19047: 7.161182770923954e-05
Position 19059: 6.346228396202491e-05
Position 1080: 5.5850194077084206e-05
Position 868: 4.338572808916954e-05
Position 3160: 4.095360129944795e-05
Position 748: 4.002275318644795e-05
Position 863: 3.9721166266771816e-05
Position 19351: 3.8837427434564517e-05
Position 19207: 3.074983356236462e-05
Position 18995: 2.7127672145453082e-05
Position 2249: 2.100724223267389e-05
Position 1255: 1.7629109408965266e-05
Position 571: 1.5361245336496833e-05
Position 2146: 1.515057338499796e-05
Position 332: 1.484545631135667e-05
Position 194: 1.4538573667319322e-05
Position 23: 1.4285821650610358e-05
Position 19150: 1.2361428351233006e-05
Position 486: 1.1867004446473907e-05
Position 714: 1.0880234151172292e-05
Position 18844: 1.0616295161485464e-05
Position 309: 7.837786494365443e-06
Position 1154: 6.947185677826855e-06
Position 2487: 6.859922444568019e-06
Position 19185: 5.825025459127012e-06
Position 476: 4.596413339072547e-06
Position 19412: 4.578608083325384e-06
