Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 31512 32395 33965 34053]
top_k =  1000
Partition function (log Z): 5.8341962022922935

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.9901797356991898
Position 33993: 0.9722187920120912
Position 7644: 0.9305194116592325
Position 32153: 0.8964958853075445
Position 1004: 0.8447151623937084
Position 32486: 0.8242472745910006
Position 31255: 0.7447629833358822
Position 20972: 0.34622324186483383
Position 31361: 0.254561978875618
Position 21261: 0.2259816547205182
Position 33782: 0.18704531312899475
Position 4793: 0.10404943434787436
Position 7615: 0.06799217224279856
Position 2012: 0.06268551206027716
Position 32921: 0.045500902032619084
Position 24058: 0.03759027918475917
Position 1841: 0.032196290809378
Position 1731: 0.028641249242410568
Position 34486: 0.025328587759550672
Position 22081: 0.021483577320554784
Position 32896: 0.018936688324237592
Position 33551: 0.018162081996079608
Position 170: 0.017883353845886976
Position 31995: 0.01675557133344191
Position 32114: 0.015969745111396677
Position 31892: 0.015569019631115812
Position 14874: 0.015319711089810631
Position 3778: 0.014209569721671153
Position 32978: 0.013896313086317594
Position 26168: 0.013324374616206818
Position 10988: 0.013222317612022425
Position 7214: 0.011440789879100629
Position 31989: 0.011189750422102327
Position 6971: 0.010623145282547444
Position 34261: 0.009463005649023044
Position 1975: 0.009456930558070793
Position 2271: 0.009271436809072582
Position 31873: 0.009126214758764245
Position 2920: 0.008884246337403676
Position 22085: 0.008735202421272032
Position 32692: 0.007851760342639204
Position 32490: 0.007713582677997847
Position 1307: 0.007163882971049057
Position 3668: 0.006515461806030861
Position 33440: 0.006492350081965543
Position 20987: 0.006196894308247413
Position 33180: 0.005890122686394997
Position 31365: 0.0058740049349120475
Position 4563: 0.005454162791739963
Position 1120: 0.0054342100810624945
Position 1967: 0.005081527954055354
Position 32207: 0.004947639308471024
Position 32867: 0.004626436593723401
Position 31713: 0.004405527576595459
Position 7210: 0.00432239004483863
Position 6468: 0.004017263113716955
Position 637: 0.0038655729220541933
Position 1213: 0.0034662834296083976
Position 33444: 0.0034008839486859956
Position 15723: 0.002635155913436319
Position 3619: 0.002620277855592423
Position 32499: 0.002597701437009252
