Gene = Sprn
index = 1516
Annotated 5SS: [1049 1562]
Annotated 3SS: [1105 1612]
SMsplice 5SS: [  25  287 1049]
SMsplice 3SS: [  85  360 1105]
top_k =  1000
Partition function (log Z): 0.5666447239345467

Sorted 5' Splice Sites (High to Low Probability):
Position 25: 0.9983177734598977
Position 1049: 0.9196958869391999
Position 287: 0.663481059125072
Position 1351: 0.33890414186270024
Position 1562: 0.2013693330063505
Position 341: 0.0934920035196903
Position 1493: 0.05316012641710499
Position 280: 0.02280690138641285
Position 146: 0.02164567425936282
Position 1271: 0.012690860511449088
Position 1337: 0.012508985937781571
Position 1056: 0.009497333345916358
Position 362: 0.008253434523344929
Position 1498: 0.004924640458057654
Position 1046: 0.004414134658633512
Position 907: 0.003357311454599443
Position 218: 0.0030797902433835917
Position 649: 0.002932225314238302
Position 829: 0.002490409810472177
Position 1868: 0.0020716960205261143
Position 594: 0.001334000368521083
Position 511: 0.0013162790889083762
Position 1845: 0.0012686336111763009
Position 737: 0.0012464712822103108
Position 722: 0.001244003473100273
Position 242: 0.0012422985501845101
Position 745: 0.0011244499710154154
Position 371: 0.001123253269675698
Position 752: 0.0011156588170549118
Position 1675: 0.0009372778267022287
Position 1373: 0.0009120238932711671
Position 496: 0.0009041806755060477
Position 1475: 0.0008855489448164628
Position 1044: 0.0007888367494157137
Position 1516: 0.0007846161542880822
Position 619: 0.000759899743122395
Position 487: 0.0006679288632420469
Position 2003: 0.0006066795594997076
Position 212: 0.0005860793105024813
Position 1378: 0.00047321394100212534
Position 1388: 0.00042787594986338346
Position 641: 0.0002744758821229975
Position 29: 0.0002528332081449946
Position 1906: 0.0001954461463338059
Position 1567: 0.00016579496206233727
Position 600: 0.00016336223062562817
Position 270: 0.00015861504885810422
Position 1619: 0.00015794447189335407
Position 531: 0.00013497122916007574
Position 682: 0.00012317353497914404
Position 923: 0.00010005872122103332
Position 191: 7.821423936281789e-05
Position 235: 7.420817532675963e-05
Position 444: 6.106836891938426e-05
Position 1630: 5.4614300975765086e-05
Position 931: 5.3439680293922724e-05
Position 228: 5.22200847015501e-05
Position 999: 4.3403256270980495e-05
Position 1413: 3.6694694691094646e-05
Position 1503: 3.6254043127368446e-05
Position 1448: 2.7927491595893952e-05
Position 1823: 1.7127379433090044e-05
Position 1393: 1.662155374899655e-05
Position 1248: 1.1952693783862715e-05
Position 51: 1.1809046668283285e-05
Position 1171: 1.0683036632225535e-05
Position 967: 7.79861998063011e-06
Position 1366: 7.060779037352924e-06
Position 36: 5.72959398066148e-06
Position 360: 5.5603980288672535e-06
Position 1933: 2.84188115571534e-06
Position 1895: 1.74319745461311e-06
Position 121: 1.6438634893733421e-06
Position 38: 9.834667087466074e-07
Position 888: 3.4877283576228786e-07
Position 60: 3.153384295325724e-07
Position 157: 3.597281647743471e-08
Position 414: 3.57338050136338e-08
Position 401: 3.05138852700532e-08
Position 399: 1.4610844062127793e-08
Position 394: 1.3809819576626921e-08
Position 860: 9.89555336774852e-09
Position 869: 9.225738795898834e-09
Position 473: 6.600317069737022e-09
Position 312: 3.467805003826119e-09
Position 108: 2.0898061317174025e-09
Position 150: 1.899517734432993e-09
Position 82: 6.010217428316736e-10
Position 152: 5.651252306053203e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 85: 0.97061844367822
Position 1105: 0.9488945041774047
Position 1612: 0.6031732350195429
Position 360: 0.27521561867383354
Position 880: 0.21886692028017363
Position 804: 0.06754399804986803
Position 394: 0.061314368226617386
Position 412: 0.05752482258695469
Position 89: 0.02239345420962328
Position 631: 0.015249619690718844
Position 191: 0.014006723567217737
Position 1437: 0.012961519969096683
Position 869: 0.012594110292214813
Position 832: 0.01212124563169709
Position 694: 0.010459010951544766
Position 905: 0.009462536326895494
Position 456: 0.008320833259000167
Position 737: 0.006802640908189063
Position 1933: 0.006583913876184308
Position 1674: 0.005576861809616025
Position 829: 0.004944891687431894
Position 1009: 0.004639717284069436
Position 634: 0.004291822451314583
Position 1545: 0.004221030293577595
Position 1121: 0.003944976031392631
Position 345: 0.003279777521930287
Position 1413: 0.00315199708116712
Position 682: 0.0024427650757759926
Position 2059: 0.002361937036656659
Position 679: 0.0021928776712446404
Position 414: 0.001920703606679288
Position 1660: 0.0018169986212653371
Position 1508: 0.0017841682645549964
Position 1178: 0.0017822987403335372
Position 531: 0.0017041941487804298
Position 768: 0.00159676924580267
Position 722: 0.001579271121524783
Position 97: 0.0012785644845399891
Position 1496: 0.001222928615739591
Position 463: 0.0010438222102346077
Position 975: 0.0010145049045293376
Position 960: 0.0009422238090603348
Position 577: 0.0008747814230013634
Position 929: 0.0008681717558750856
Position 1151: 0.000672866245961453
Position 1751: 0.0006298200942449556
Position 1171: 0.0005164025508110343
Position 745: 0.0004714770816006582
Position 1182: 0.0004318712569049965
Position 1023: 0.00042737364737528987
Position 484: 0.0004229339159078239
Position 1194: 0.0003611162281243611
Position 121: 0.0003450327891340922
Position 424: 0.00029519169321729036
Position 169: 0.0002747742812665473
Position 911: 0.00023727142607111337
Position 1401: 0.0002224656832820776
Position 1206: 0.00013972791882296275
Position 941: 9.756861770410652e-05
Position 1355: 9.578568712715329e-05
Position 888: 9.463633453927255e-05
Position 1740: 9.312379269862817e-05
Position 697: 6.630359185024253e-05
Position 1617: 5.99765233350669e-05
Position 1457: 5.52920523795152e-05
Position 487: 5.398960833944605e-05
Position 1388: 5.05293963646453e-05
Position 843: 4.8110552279482406e-05
Position 847: 4.392942118353946e-05
Position 1315: 4.156696311073404e-05
Position 1895: 3.944782121900951e-05
Position 1832: 3.646495389972243e-05
Position 426: 3.233035420977485e-05
Position 1028: 2.921604866916399e-05
Position 931: 2.6340405456268026e-05
Position 537: 2.628136619331652e-05
Position 1210: 2.0096455791423574e-05
Position 1520: 1.7325397516925302e-05
Position 1512: 1.5854966868363304e-05
Position 979: 1.5680226916625432e-05
Position 225: 1.1468039886495171e-05
Position 1475: 1.1379713183963714e-05
Position 1716: 1.0808108406233846e-05
Position 1224: 9.674697188713744e-06
Position 265: 8.38231413497364e-06
Position 212: 7.746199775595794e-06
Position 1679: 6.729248343045713e-06
Position 1561: 6.408273178298953e-06
Position 1373: 4.845623302504227e-06
Position 1271: 3.631041473736156e-06
Position 279: 3.2150936246060543e-06
Position 1986: 3.0600566901851414e-06
Position 136: 2.844797270099385e-06
Position 139: 2.475573903389196e-06
Position 208: 1.305688530230685e-06
Position 268: 1.272533164088036e-06
Position 198: 3.1261971186912956e-07
Position 127: 2.2526646471314458e-07
Position 242: 1.253919106062836e-07
Position 171: 1.2362092021488074e-07
Position 249: 7.059213372299068e-08
Position 1288: 6.950317086294687e-08
Position 1056: 3.2958153609683644e-08
Position 1277: 3.28640585949192e-08
Position 291: 2.4854676425052044e-08
Position 441: 1.3675469529443832e-08
Position 1248: 5.76461540417118e-09
Position 150: 2.250250709883745e-09
Position 141: 6.073700847163272e-10
Position 270: 8.293074554880066e-11
