Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  1000
Partition function (log Z): 1.170536664756219

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9841043306955265
Position 400: 0.9394104328172065
Position 1128: 0.7044815011661182
Position 2246: 0.2740018363789682
Position 674: 0.2500352054751111
Position 138: 0.20032326570180445
Position 2327: 0.11246426930810602
Position 2274: 0.05158665695973646
Position 2264: 0.04685037359844422
Position 2283: 0.015163484955700324
Position 716: 0.014584613986818777
Position 2174: 0.014581057660796162
Position 2315: 0.009255606200718306
Position 1885: 0.00918536207966387
Position 2645: 0.0074894324160885385
Position 2250: 0.006795739704729789
Position 2656: 0.006139193285180545
Position 2866: 0.006136381332746051
Position 1647: 0.00458634364991836
Position 1849: 0.00430844142648704
Position 1236: 0.004205015824873459
Position 989: 0.0029723756499596254
Position 1853: 0.002867025182579103
Position 404: 0.00271793144168429
Position 3133: 0.0025462177326071875
Position 3514: 0.0020799063569776222
Position 1138: 0.0014715981751670425
Position 1857: 0.0013757329104662022
Position 1144: 0.0011704022264393463
Position 807: 0.000935281103088878
Position 3583: 0.0008532618909331856
Position 740: 0.0008505184024326275
Position 965: 0.0007890351853555678
Position 3777: 0.0006930821307256003
Position 94: 0.0006641894348983662
Position 1132: 0.0006382879247942625
Position 901: 0.0006071386081677434
Position 370: 0.0005234787098385663
Position 3799: 0.0003984411661610089
Position 107: 0.0003792469835873078
Position 2899: 0.00036525234519465156
Position 795: 0.0003637176287499652
Position 627: 0.00036141960420726823
Position 2021: 0.0003435673546056288
Position 2162: 0.00025971303747252553
Position 142: 0.00024908444086058074
Position 1670: 0.00024887565734973814
Position 2677: 0.00020255051862043137
Position 126: 0.00020023290328820178
Position 1706: 0.00019865188650248903
Position 1551: 0.0001678912513500007
Position 312: 0.00016121923700710466
Position 1468: 0.00013407666152693757
Position 2770: 0.00011762390568110305
Position 1765: 0.00011505951641621196
Position 434: 0.00011089525705887389
Position 1353: 0.00011064360389448691
Position 1902: 0.0001084191388531778
Position 2106: 0.00010713869963669697
Position 3637: 9.878075530574934e-05
Position 3590: 9.414856208359644e-05
Position 3598: 9.29696234114051e-05
Position 2977: 9.028837968646048e-05
Position 701: 8.60775512634326e-05
Position 2138: 7.969788568153546e-05
Position 1218: 7.563041958468902e-05
Position 3563: 6.908626744551663e-05
Position 225: 6.426120871108527e-05
Position 1338: 6.337216357934912e-05
Position 152: 5.6166560501775734e-05
Position 3401: 5.462066943255705e-05
Position 2133: 5.3268663779311375e-05
Position 1362: 4.956714992772848e-05
Position 1479: 4.7581612081121136e-05
Position 578: 4.7500588208042924e-05
Position 914: 4.339902000465125e-05
Position 916: 4.302373566099749e-05
Position 3499: 4.046230671085432e-05
Position 128: 3.895234341413752e-05
Position 2484: 3.7687300351414076e-05
Position 3173: 3.6826024777450175e-05
Position 3065: 3.628546851498778e-05
Position 31: 3.094803780359702e-05
Position 1211: 3.0223398702823122e-05
Position 2658: 3.0169894273577304e-05
Position 3485: 2.657776868081212e-05
Position 1341: 2.4409942543570597e-05
Position 1689: 2.076209892572757e-05
Position 597: 1.939114353399756e-05
Position 469: 1.9292450289124575e-05
Position 3547: 1.8266328134819952e-05
Position 4451: 1.823731506219972e-05
Position 3893: 1.622535542334093e-05
Position 187: 1.494196926870278e-05
Position 3347: 1.4066568490877747e-05
Position 408: 1.3014351250753966e-05
Position 558: 1.1341865907814522e-05
Position 561: 1.0816879976930522e-05
Position 520: 9.154224610001462e-06
Position 1497: 7.013192572562904e-06
Position 28: 6.254225317444484e-06
Position 406: 5.768213531723005e-06
Position 1781: 5.408541102793169e-06
Position 771: 5.23390361523186e-06
Position 4403: 4.5284154862847566e-06
Position 1608: 4.2846627300270855e-06
Position 1724: 3.951041586114836e-06
Position 172: 3.9194018879163735e-06
Position 379: 3.1182040478345723e-06
Position 801: 3.1153187600938033e-06
Position 862: 2.8239650836908236e-06
Position 575: 2.25545090688495e-06
Position 219: 2.231525414919689e-06
Position 240: 2.1952847332010326e-06
Position 773: 1.7094714869900475e-06
Position 34: 1.6187074621362567e-06
Position 563: 1.553690973513157e-06
Position 572: 1.5381222049004869e-06
Position 67: 1.5050293599901981e-06
Position 603: 1.4687967651334113e-06
Position 499: 1.342221355206708e-06
Position 354: 9.056701237185243e-07
Position 315: 8.374040529290588e-07
Position 860: 8.362253270689133e-07
Position 546: 6.657439395957199e-07
Position 892: 5.033609975006523e-07
Position 781: 4.468627944786547e-07
Position 1494: 1.7233044533419953e-07
Position 2888: 1.0257672379931846e-07
Position 3521: 6.203131554773706e-08
Position 3434: 5.195209907135755e-08
Position 3341: 3.33845005001077e-08
Position 3003: 3.154275840272345e-08
Position 2501: 2.6334481848042545e-08
Position 3018: 2.5953841835267515e-08
Position 3085: 2.1592032064461553e-08
Position 2957: 9.903134771041237e-09
Position 2885: 7.284203708445179e-09
Position 2772: 3.903217769245247e-09
Position 2498: 3.38257973879374e-09
Position 3518: 1.296825732424812e-09
Position 2697: 4.772723303383087e-10
Position 2754: 1.0487615008280551e-10
Position 1248: 1.0152164983899747e-10
Position 2783: 1.0695866411514869e-11
Position 1453: 1.5979941178060992e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9798220566811202
Position 1054: 0.9627164482772543
Position 2381: 0.9486058618059311
Position 199: 0.1908704053659738
Position 572: 0.18271136817683448
Position 1776: 0.13930662198128796
Position 1243: 0.042046747761995976
Position 2431: 0.04071135001953684
Position 2173: 0.03150345479373146
Position 2138: 0.02584083401001091
Position 642: 0.019352273134507984
Position 1196: 0.019074259577186666
Position 2737: 0.01749682601904098
Position 621: 0.012277051944181874
Position 541: 0.010892033503961274
Position 2219: 0.010657695612438197
Position 1706: 0.008055873755650353
Position 1805: 0.007227003482411422
Position 3686: 0.004226205916493132
Position 2073: 0.0041195542350054085
Position 1307: 0.003535803123320205
Position 1069: 0.0023853102934347846
Position 3567: 0.002373553362352171
Position 3741: 0.0021489265505593275
Position 1004: 0.0020646243292340616
Position 1310: 0.0020122535502597435
Position 838: 0.001954316023616664
Position 4038: 0.001898066025717695
Position 1516: 0.0017375379288837862
Position 278: 0.0017165724978196073
Position 330: 0.0017086327859426999
Position 341: 0.001583648400439757
Position 3157: 0.001180205304337688
Position 1468: 0.0011146830078746885
Position 300: 0.0008121637412838372
Position 1248: 0.0007266652706630979
Position 2515: 0.0006123080039899887
Position 2443: 0.0005841835108955195
Position 1952: 0.0005767161958355703
Position 237: 0.0005557014170834187
Position 2315: 0.0005310296141405265
Position 627: 0.000524148947341116
Position 4140: 0.0004788758671742671
Position 1670: 0.0004059089127546296
Position 3658: 0.00031538323590245114
