Gene = ND-MLRQ
index = 1304
Annotated 5SS: [ 151  355 2277]
Annotated 3SS: [ 207 2130 6516]
SMsplice 5SS: [ 151  355 1742]
SMsplice 3SS: [ 207 1431 2130]
top_k =  1000
Partition function (log Z): -7.460694584348754

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.959477529126587
Position 151: 0.8345227737074387
Position 1742: 0.4565305122750653
Position 44: 0.17143787270074756
Position 2277: 0.15139141139545165
Position 1961: 0.09145033974335795
Position 2227: 0.06762987572145626
Position 579: 0.04180916387551084
Position 1198: 0.02545142057734792
Position 2580: 0.025412759239980324
Position 1847: 0.022760949062321494
Position 1863: 0.02157169352598822
Position 39: 0.01957450210210039
Position 791: 0.018836467733913335
Position 746: 0.01786799621893162
Position 4947: 0.017748121488391878
Position 1494: 0.014517394837528065
Position 2554: 0.013767056163372296
Position 1521: 0.012953929660864076
Position 4677: 0.009515053795877998
Position 608: 0.008558603099584196
Position 1206: 0.007515101743874424
Position 706: 0.007381492356811652
Position 1954: 0.006956343586663009
Position 968: 0.005974427935468686
Position 1189: 0.005749118549995248
Position 1305: 0.005342582655375501
Position 2756: 0.005085237550272847
Position 34: 0.003280870929407667
Position 1897: 0.003182898122825443
Position 2690: 0.0031270030971705383
Position 1789: 0.0029484271653517553
Position 1578: 0.0026822236850002584
Position 1058: 0.002020916958154224
Position 1697: 0.0016041634567463211
Position 1530: 0.0015797221133829922
Position 4111: 0.00151064537514196
Position 1167: 0.0013544642191421583
Position 333: 0.001258723630024744
Position 6402: 0.0010964296574729885
Position 1004: 0.0009968337442081057
Position 1100: 0.0009640547975172021
Position 3372: 0.0008653900072775026
Position 2744: 0.0007671686516068117
Position 1665: 0.0007644161301692384
Position 1308: 0.0007617910279266001
Position 999: 0.0006898751887367561
Position 1367: 0.000652292305491192
Position 2713: 0.0006488822861688656
Position 619: 0.0005570781590291185
Position 978: 0.0005380806706842261
Position 3063: 0.0005104840593302452
Position 2722: 0.00047091074117942947
Position 3979: 0.0004391960916194493
Position 1724: 0.00039009373678601034
Position 694: 0.0002991286924859541
Position 1605: 0.000298952157353746
Position 3216: 0.00025063714389942537
Position 1736: 0.0002253020938832217
Position 1867: 0.000205499748822432
Position 1872: 0.00018661550491099865
Position 555: 0.00018071683032550663
Position 1478: 0.00017408262509777526
Position 2263: 0.0001526730115250863
Position 1802: 0.00015154833477020154
Position 549: 0.00012532539795708002
Position 423: 0.00012416507944204005
Position 574: 0.00010638306817291351
