Gene = ssp2
index = 1891
Annotated 5SS: [ 190  428 3500 5898 6115]
Annotated 3SS: [ 320 3443 3557 5958 6217]
SMsplice 5SS: [ 190  428 3500 5898 6115]
SMsplice 3SS: [ 241 3329 3557 5958 6217]
top_k =  1000
Partition function (log Z): -1.03750120140861

Sorted 5' Splice Sites (High to Low Probability):
Position 5898: 0.9909713408314355
Position 428: 0.9777089414042597
Position 6115: 0.9567751682710799
Position 190: 0.8319554204236872
Position 3500: 0.8129590410662052
Position 4291: 0.5145224135932274
Position 5628: 0.2661629610484248
Position 2669: 0.23206291843800006
Position 4045: 0.14748556372422106
Position 4803: 0.10250457611975163
Position 649: 0.07499872196220006
Position 6489: 0.051737883104208786
Position 1233: 0.047923341764977104
Position 6356: 0.03405824600354725
Position 6536: 0.030227565136401312
Position 6270: 0.01939702679038556
Position 1910: 0.019342951102526294
Position 6544: 0.014082756693118122
Position 5181: 0.009981001007110059
Position 4281: 0.00792339716872478
Position 5461: 0.00752111668688116
Position 2673: 0.004119481376749559
Position 6449: 0.0034194623868580533
Position 713: 0.0033036196287922195
Position 7602: 0.0031559607812653777
Position 3931: 0.0028725322407837112
Position 1744: 0.002693087576342381
Position 1344: 0.002349799012558494
Position 7201: 0.0021999585159723136
Position 307: 0.0015583931656419304
Position 4098: 0.0015382271283427527
Position 1164: 0.001429185732019236
Position 2448: 0.0011142409227562736
Position 1066: 0.0010517774890600245
Position 1267: 0.0008977301931385441
Position 1365: 0.000783662488044806
Position 6394: 0.0007530524902890378
Position 2981: 0.0007448395570555726
Position 5992: 0.00069225723392988
Position 4089: 0.0006627957662893317
Position 7061: 0.0006278589308352921
Position 5713: 0.0006106221409041484
Position 1060: 0.0005461726649103394
Position 2400: 0.00047632513833161677
Position 6426: 0.00046025642917699736
Position 3929: 0.0004329368795853122
Position 4117: 0.0004231128763249665
Position 6119: 0.00031517106409345135
Position 2878: 0.0002928169147295433
Position 6420: 0.0002897415580929643
Position 3132: 0.00027397032576605043
Position 1688: 0.0002691816900109855
Position 3793: 0.0002512544776307917
Position 706: 0.00022986611907940246
Position 6278: 0.00016974941351953385
Position 29: 0.00015696514238969063
Position 1076: 0.00015321179021516568
Position 6134: 0.00011383086870496563
Position 194: 9.785399227450089e-05
Position 643: 9.062049950209002e-05
Position 1514: 9.021033035994068e-05
Position 6529: 8.8749137454295e-05
Position 6082: 7.962932356646178e-05
Position 637: 6.541961264983461e-05
Position 560: 5.9335475327115105e-05
Position 208: 5.0975198249386334e-05
Position 91: 4.97020273168292e-05
Position 4613: 3.006916990385269e-05
Position 124: 3.0004573992999696e-05
Position 1566: 2.6676210937092476e-05
Position 414: 2.5318028979590243e-05
Position 827: 2.369509474710881e-05
Position 1368: 2.356762949782011e-05
Position 217: 2.190592559396064e-05
Position 1051: 2.1279629408769696e-05
Position 22: 2.09016665048546e-05
Position 3695: 2.0582174787163967e-05
Position 581: 1.94139758391531e-05
Position 102: 1.929861093441601e-05
Position 1766: 1.7687995493097368e-05
Position 2009: 1.300171672321312e-05
Position 104: 1.2816929572731732e-05
Position 4321: 1.012240629801087e-05
Position 6163: 9.195685099910253e-06
Position 223: 9.159515600413269e-06
Position 211: 8.420196844216702e-06
Position 3116: 8.187470164731671e-06
Position 226: 6.71712963831076e-06
Position 1037: 6.419883111861685e-06
Position 6170: 5.910203583695196e-06
Position 3643: 5.20740361665452e-06
Position 974: 3.886521578065815e-06
Position 6074: 2.6558949710727245e-06
Position 72: 2.58458684998947e-06
Position 590: 2.532597473617505e-06
Position 710: 2.319576237930622e-06
Position 1712: 1.7595072867123448e-06
Position 66: 1.298544939245759e-06
Position 6044: 1.1199926571127617e-06
Position 7036: 8.682776278429011e-07
Position 603: 6.277312536557746e-07
Position 6721: 6.105032214507224e-07
Position 229: 4.884825887480076e-07
Position 547: 3.6501146844389057e-07
