Gene = l(2)37Cd
index = 1745
Annotated 5SS: [133 397 584]
Annotated 3SS: [194 453 710]
SMsplice 5SS: [133 397 584]
SMsplice 3SS: [194 453 710]
top_k =  1000
Partition function (log Z): 3.001510302310438

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9987403207694953
Position 133: 0.9733522433527336
Position 584: 0.9659493237077135
Position 933: 0.08864754185619993
Position 1022: 0.02959253323401534
Position 1948: 0.014518686686306351
Position 636: 0.014113501949677594
Position 1465: 0.013155800724800524
Position 1098: 0.006202396056592407
Position 928: 0.0040006696597499666
Position 588: 0.002545980019733616
Position 79: 0.0022560969300163313
Position 877: 0.0018156396757465119
Position 656: 0.0016660925220856437
Position 530: 0.0009394779916048083
Position 1738: 0.0008525957529226506
Position 817: 0.0007028761146038007
Position 150: 0.0006441668680849459
Position 126: 0.0005929853209062622
Position 1943: 0.0005014805081975752
Position 1361: 0.0005004966957359726
Position 1212: 0.00033451467856207475
Position 1200: 0.0003116721915200369
Position 859: 0.00021018964641861604
Position 401: 0.00020904296329704017
Position 961: 0.00016799861585293894
Position 1216: 0.00013972155281350142
Position 1657: 0.00011239499046843734
Position 1909: 0.00010622341372598257
Position 1469: 0.00010423444714484011
Position 124: 8.652952500658498e-05
Position 862: 8.416377389730267e-05
Position 837: 6.426983383076433e-05
Position 408: 5.9108619453307046e-05
Position 1357: 5.862330905451997e-05
Position 826: 4.687922800916958e-05
Position 1044: 3.842927420723255e-05
Position 1869: 3.746440716430981e-05
Position 1900: 3.4768448809359465e-05
Position 867: 3.308155291064113e-05
Position 1102: 2.387420947744426e-05
Position 1383: 1.845525702192223e-05
Position 1745: 1.3726642951902026e-05
Position 1778: 1.1032555964831099e-05
Position 681: 7.557667961370123e-06
Position 780: 7.24762385769526e-06
Position 1279: 6.8699588769617125e-06
Position 76: 5.848542296084715e-06
Position 545: 4.52807682337017e-06
Position 354: 4.164995077045045e-06
Position 360: 3.7977017381371023e-06
Position 63: 3.6787833633772983e-06
Position 831: 2.9037488369553235e-06
Position 309: 2.7895153615381563e-06
Position 1938: 2.711992314563658e-06
Position 499: 2.4271022449925703e-06
Position 362: 2.1630252945528118e-06
Position 612: 2.151586566346421e-06
Position 605: 2.1172035186340534e-06
Position 1878: 1.9490347177708283e-06
Position 54: 6.214985551400475e-07
Position 29: 4.3698945179728e-07
Position 747: 4.085718723423568e-07
Position 685: 1.9547328324163586e-07
Position 3: 1.6987356876158678e-07
Position 195: 1.4166576743873532e-07
Position 224: 1.3185532441187554e-07
