Gene = Arpc1
index = 25
Annotated 5SS: [ 32 396]
Annotated 3SS: [ 97 464]
SMsplice 5SS: [396]
SMsplice 3SS: [464]
top_k =  1000
Partition function (log Z): -5.079589497418439

Sorted 5' Splice Sites (High to Low Probability):
Position 396: 0.9982642445447003
Position 796: 0.007547517549535615
Position 32: 0.004633654869534196
Position 740: 0.0033946057519538995
Position 602: 0.003275651170415385
Position 152: 0.0020629858937680217
Position 400: 0.0015922742586845023
Position 899: 0.0009818973302390512
Position 1056: 0.0006980416983239201
Position 621: 0.00052056887073033
Position 733: 0.00021389016304325425
Position 1172: 0.00013226747306981288
Position 744: 0.0001304209056534245
Position 1073: 0.00012414104939826784
Position 1091: 9.606718579638292e-05
Position 269: 9.58703613440752e-05
Position 1064: 7.777644705532739e-05
Position 712: 6.429530455204617e-05
Position 1597: 6.106032498093817e-05
Position 1037: 5.884864657979657e-05
Position 1572: 3.7892115869960114e-05
Position 1250: 3.469587401761181e-05
Position 670: 3.312456200694665e-05
Position 430: 2.3823997028970745e-05
Position 266: 1.9592418743077805e-05
Position 428: 1.573832096914076e-05
Position 1124: 1.547837649628744e-05
Position 1405: 1.3172735031752539e-05
Position 955: 1.2858107597001302e-05
Position 632: 1.2689141981865042e-05
Position 1560: 1.2652258916855128e-05
Position 1564: 1.2349006674689787e-05
Position 44: 1.1099633109300647e-05
Position 1273: 9.589176910971833e-06
Position 264: 8.615440296402375e-06
Position 658: 8.151215508218717e-06
Position 767: 7.506656447990144e-06
Position 1361: 6.6758925358434335e-06
Position 1183: 6.382638773446486e-06
Position 13: 6.2584911154052955e-06
Position 1646: 5.461208361528079e-06
Position 136: 5.388853309799778e-06
Position 1552: 3.8002745106111854e-06
Position 1641: 2.6792358809026244e-06
Position 1525: 2.007709327506388e-06
Position 707: 1.9676026369416934e-06
Position 563: 1.8135047950409164e-06
Position 674: 1.7065784570844267e-06
Position 1193: 1.59291799577424e-06
Position 836: 1.4251940873887144e-06
Position 1554: 1.4033130629283684e-06
Position 715: 1.3936835479792648e-06
Position 539: 1.368771453824015e-06
Position 1684: 1.3488242351601354e-06
Position 1190: 1.0888704607105938e-06
Position 1209: 1.0056226287061587e-06
Position 800: 9.930624760314092e-07
Position 994: 8.955579489081836e-07
Position 1227: 8.945459426117956e-07
Position 1547: 8.604593385337597e-07
Position 1466: 6.756554425590509e-07
Position 866: 4.636127263853757e-07
Position 1611: 4.380403191252343e-07
Position 64: 4.3274709494020684e-07
Position 1436: 4.2093857065299703e-07
Position 138: 4.1447620425678935e-07
Position 1364: 4.131545001204855e-07
Position 1636: 4.0412603059576703e-07
Position 1397: 3.4851395850998086e-07
Position 1574: 2.665099378459071e-07
Position 769: 2.1754360102640968e-07
Position 1723: 1.645580992789514e-07
Position 802: 2.0776275494892466e-09
Position 781: 1.5472003416949634e-09
Position 609: 1.2448109650099491e-09
Position 1017: 5.520033969788448e-10
Position 1321: 5.027166893729879e-10
Position 905: 5.3483216664353864e-11
Position 1187: 3.294942356159777e-11
Position 634: 2.7509635952095015e-11
Position 1159: 5.418184216184185e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 464: 0.9811652996218171
Position 507: 0.015373971384363829
Position 1321: 0.00497913583330895
Position 97: 0.004374641377763102
Position 925: 0.004162068328247748
