Gene = Gr33a
index = 1197
Annotated 5SS: [  95  596 1146 2098]
Annotated 3SS: [ 158  737 1631 2156]
SMsplice 5SS: [  95  596 1146 2098]
SMsplice 3SS: [ 158  737 1631 2156]
top_k =  1000
Partition function (log Z): 2.983297870855107

Sorted 5' Splice Sites (High to Low Probability):
Position 2098: 0.9942788264983342
Position 596: 0.9189395921849973
Position 95: 0.8373451045255436
Position 1146: 0.7451622192085308
Position 812: 0.3951894206070987
Position 1531: 0.08558581700405747
Position 1196: 0.02214937519566416
Position 600: 0.02152061197563515
Position 495: 0.019952131244933512
Position 50: 0.018484677152747334
Position 489: 0.014980530382064925
Position 1842: 0.014236300415334559
Position 1352: 0.009069616898887247
Position 1559: 0.0035489730157527107
Position 579: 0.0027025477762422988
Position 1756: 0.0024560382560313452
Position 1725: 0.0023529730631800705
Position 116: 0.002286974101914745
Position 1213: 0.0014201929016740495
Position 590: 0.0011951956982188675
Position 504: 0.0011190708577180932
Position 1208: 0.0009104816362257893
Position 1176: 0.0008896969189471597
Position 1846: 0.000618552424759699
Position 17: 0.00036394075679011597
Position 1789: 0.000359829065506789
Position 85: 0.000348801344459746
Position 1361: 0.0003375233267707831
Position 1349: 0.0002712558929310844
Position 227: 0.0002421667730046527
Position 30: 0.00023216896658541597
Position 1395: 0.00021142250758179637
Position 961: 0.0001505774373477656
Position 514: 0.0001443510970296914
Position 318: 0.00011824259636638409
Position 316: 9.754509586864649e-05
Position 1409: 9.732946784594254e-05
Position 552: 8.469412492198836e-05
Position 249: 7.638284337936919e-05
Position 1801: 6.903260046048507e-05
Position 234: 5.680617981452731e-05
Position 1020: 5.6258689626246336e-05
Position 1873: 3.712913807685737e-05
Position 1512: 3.4545082841599454e-05
Position 1609: 3.28488620672503e-05
Position 1217: 3.0738303378960316e-05
Position 2102: 2.964737517868312e-05
Position 921: 2.1762421305132944e-05
Position 43: 2.145691581528343e-05
Position 2160: 2.0753751196645794e-05
Position 125: 1.7280859464365105e-05
Position 835: 1.682725085529492e-05
Position 1974: 1.6370268527316178e-05
Position 159: 1.4037112034657548e-05
Position 831: 1.3101028586746464e-05
Position 2059: 1.304691139225585e-05
Position 976: 1.2448264497121948e-05
Position 919: 1.1902126887037141e-05
Position 471: 1.1460387904711685e-05
Position 1729: 1.1263717648025584e-05
Position 2039: 1.0915145905093139e-05
Position 1220: 9.474481829672894e-06
Position 640: 9.387581233035526e-06
Position 386: 8.019978699869329e-06
Position 419: 6.618690363296921e-06
Position 295: 6.1967119690065476e-06
Position 3: 6.1287126931775665e-06
Position 701: 5.790381166908053e-06
Position 407: 5.462788312990134e-06
Position 607: 4.440553798754551e-06
Position 816: 3.427408716533779e-06
Position 2110: 2.9201992583548205e-06
Position 772: 2.8876874034748255e-06
Position 2067: 2.4381395880256465e-06
Position 2007: 2.116976868476404e-06
Position 450: 1.5453575508603943e-06
Position 516: 1.0395881318857273e-06
Position 1696: 1.0289136230771045e-06
Position 1885: 9.569707741693805e-07
Position 779: 3.7077958266657296e-07
Position 1814: 1.9366088701549958e-07
Position 1713: 1.9286348865691349e-07
Position 2022: 1.7074608399860488e-07
Position 765: 1.3934493614456464e-07
Position 1753: 1.1424429686932271e-07
Position 829: 9.728930621514742e-08
Position 2246: 8.501274680084403e-08
Position 774: 7.043572827802999e-08
Position 1501: 6.502655032187985e-08
Position 2237: 6.110519105821619e-08
Position 1318: 6.10283393768484e-08
Position 1363: 9.344351422114978e-09
Position 704: 5.253873173747557e-09
Position 1623: 1.3346489834490368e-09
Position 731: 8.926717548837778e-10
Position 1939: 1.689978106827532e-12
Position 1295: 1.454146730307629e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9937635677058213
Position 1631: 0.9136689485464652
Position 737: 0.9115672369177686
Position 158: 0.8316161718550226
Position 879: 0.19326737037269556
Position 858: 0.057962244625217624
Position 704: 0.04516233470977092
Position 1657: 0.019816502443740364
Position 1668: 0.019642579039993183
Position 1279: 0.019422126880934122
Position 1276: 0.017327514523416472
Position 2022: 0.016179576729030695
Position 188: 0.011988946943546531
Position 1225: 0.009170421242411795
Position 717: 0.006620465727318299
Position 165: 0.0036287545313106314
Position 800: 0.0034677878633694167
Position 450: 0.002977920670242638
Position 989: 0.0029704520552561163
Position 1587: 0.0028963108105975093
Position 1645: 0.0026643005902248973
Position 779: 0.0025849798074099773
Position 846: 0.002483308220662419
Position 2198: 0.002312126371172465
Position 277: 0.0022333716720671446
Position 1959: 0.002038681036479212
Position 1330: 0.0016592373966772443
Position 933: 0.0016509020224340927
Position 876: 0.0016056575773753068
Position 1318: 0.0015482829024396443
Position 419: 0.0014869467799696076
Position 2007: 0.001427468041452947
Position 1788: 0.0014035182457776273
Position 1020: 0.0013696639940946592
Position 1694: 0.0012276027498857763
Position 1477: 0.001132623023537693
Position 1782: 0.0009759123355247975
Position 316: 0.000882317433317877
Position 888: 0.0008265121941433321
Position 1885: 0.0007447462540814177
Position 404: 0.0006175219897511203
Position 939: 0.0005008465570303613
Position 2037: 0.00041441759854372976
Position 1812: 0.00035407242941821646
Position 458: 0.0003509029386698163
Position 1725: 0.00025912982501482304
Position 326: 0.00018146787963671033
Position 2169: 0.0001793364050189987
Position 1085: 0.0001700997071192066
Position 1389: 0.00015417341569302787
Position 1373: 0.0001450286718309103
Position 1947: 0.00014297504784512374
Position 1530: 0.00013514643975242186
Position 106: 0.00011820921675326244
Position 891: 0.00011539644718527326
Position 2141: 9.258930820692061e-05
Position 1038: 8.266067635279914e-05
Position 1395: 8.197000926247603e-05
Position 1044: 7.903986953549713e-05
Position 1361: 7.38359310447254e-05
Position 1713: 7.263010755693303e-05
Position 1349: 7.086106168783157e-05
Position 810: 5.4586324143356344e-05
Position 2282: 5.379411846306115e-05
Position 855: 5.2502797872780425e-05
Position 583: 4.541046954928333e-05
Position 514: 2.9096807563110984e-05
Position 334: 2.877993131305853e-05
Position 948: 2.6163339054334295e-05
Position 1014: 2.20591660714919e-05
Position 416: 1.7229517204661556e-05
Position 1856: 1.2827417872963299e-05
Position 2164: 9.094643346972773e-06
Position 467: 7.918684527143364e-06
Position 1059: 7.539065359787462e-06
Position 957: 7.361411701386648e-06
Position 951: 6.985483999131693e-06
Position 1293: 6.3440832166049095e-06
Position 1358: 5.929239696910222e-06
Position 623: 2.9284987903458356e-06
Position 2108: 2.1246389815848633e-06
Position 2246: 1.530580923644272e-06
Position 1000: 1.265643740650194e-06
Position 2350: 1.014137006515518e-06
Position 407: 9.278095812983305e-07
Position 630: 2.9070947419569355e-07
Position 331: 2.6876220223864537e-07
Position 2122: 1.433075720292375e-07
Position 2102: 1.231148794591292e-07
Position 60: 1.0677980137566036e-07
Position 2307: 9.321092972329002e-08
Position 494: 6.983307762274559e-08
Position 2300: 3.821306154890495e-08
Position 488: 2.7246602088383168e-08
Position 816: 1.0501987519434249e-08
Position 1047: 1.025329399126668e-08
Position 46: 1.9517027189678423e-09
Position 430: 8.084582149965314e-10
Position 600: 2.028508068824344e-10
Position 50: 4.071867967561556e-11
