Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  1000
Partition function (log Z): -1.9621253350279366

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.988226318228693
Position 1409: 0.8942253976482344
Position 432: 0.6453832277068801
Position 1486: 0.21558666211973676
Position 149: 0.05600018952541981
Position 1923: 0.019688202572460744
Position 1179: 0.018621987167506408
Position 612: 0.0140465256754558
Position 1413: 0.01239282415463081
Position 572: 0.010577408935755426
Position 1803: 0.0052326004688068375
Position 962: 0.004909597683860769
Position 702: 0.004305804758230226
Position 2727: 0.0037954156170667743
Position 1401: 0.0037544987385034825
Position 1017: 0.003059833266847878
Position 2133: 0.00287359693005115
Position 2490: 0.0021878776684523486
Position 1531: 0.0021174485325114244
Position 1380: 0.0020814730728850126
Position 2815: 0.0020360706152534
Position 353: 0.0018178176596680552
Position 3006: 0.0017961389306733818
Position 1781: 0.0013775964909198799
Position 1975: 0.0013320949697676991
Position 294: 0.0012695482725887716
Position 2359: 0.0012205963466155943
Position 2045: 0.0011543396286626262
Position 548: 0.000792913014920242
Position 1371: 0.0007447242684738577
Position 597: 0.0007070537361000891
Position 1742: 0.0006733955201307471
Position 579: 0.0006488459088865594
Position 2455: 0.0005194779986311586
Position 1120: 0.0004975718752408276
Position 1089: 0.0004897608084621965
Position 1980: 0.0004779677599814589
Position 1986: 0.00043089885466584437
Position 3042: 0.0002794348197363888
Position 2758: 0.00023845929489586478
Position 123: 0.00023102508384822688
Position 16: 0.0002115435528950471
Position 1161: 0.00018483430218358475
Position 1094: 0.00017837570367910366
Position 654: 0.00016800922849006533
Position 153: 0.0001509056669922507
Position 1834: 0.00013504686007117955
Position 954: 0.00011989924087788875
Position 2946: 9.720908186077883e-05
Position 161: 9.572119996536215e-05
Position 2151: 7.867903988157402e-05
Position 2325: 6.839074179317708e-05
Position 2613: 6.402995785550077e-05
Position 1382: 5.045655369214733e-05
Position 2991: 4.447416142623957e-05
Position 404: 4.058559462348696e-05
Position 247: 4.007701035301247e-05
Position 1475: 3.375355356562184e-05
Position 680: 2.990368708850085e-05
Position 1535: 2.9624619382499834e-05
Position 1927: 2.952899907233664e-05
Position 397: 2.9519832217143163e-05
Position 1143: 2.7941208253670424e-05
Position 636: 2.43918247990375e-05
Position 2065: 2.3074954096770268e-05
Position 1675: 2.069029979794851e-05
Position 350: 1.854764613907625e-05
Position 33: 1.7470671144337053e-05
Position 237: 1.5572346253454e-05
Position 2285: 1.3430818410277077e-05
Position 1374: 1.0724650689020509e-05
Position 1025: 1.0170452114540204e-05
Position 964: 9.864547028670089e-06
Position 2261: 9.466421452637048e-06
Position 804: 8.6876681360761e-06
Position 2888: 8.590584673825872e-06
Position 2803: 8.510008364354488e-06
Position 493: 7.933053899199352e-06
Position 552: 7.264434629885057e-06
Position 1113: 6.493715993225623e-06
Position 735: 6.402892538016439e-06
Position 652: 6.010863791459085e-06
Position 46: 4.336069850965123e-06
Position 229: 3.716656259966588e-06
Position 135: 3.421970087079155e-06
Position 213: 3.289094800229683e-06
Position 197: 2.7594888805726577e-06
Position 567: 2.736879523437186e-06
Position 102: 2.534704511916348e-06
Position 177: 1.892003099256259e-06
Position 763: 1.4202329036554942e-06
Position 1661: 5.904512308127774e-07
Position 1433: 2.379199078343632e-07
Position 216: 2.0796844589986874e-07
Position 283: 2.0753469917410837e-07
Position 1736: 1.2902722203420774e-07
Position 1533: 8.797727497234779e-08
Position 133: 5.0678013811318637e-08
Position 714: 4.460485483789289e-08
Position 726: 3.625767466971399e-08
Position 9: 3.210955796155606e-08
Position 1027: 3.024592424049362e-08
Position 576: 2.4869537728280955e-08
Position 607: 2.422012172057685e-08
Position 623: 2.0311683926282735e-08
Position 495: 1.700861081032156e-08
Position 556: 8.040829575383156e-09
Position 741: 7.861344796215057e-09
Position 591: 7.76144543825213e-09
Position 716: 4.273491254292987e-09
Position 738: 3.803107609503015e-09
Position 516: 3.4766661096932765e-09
Position 465: 2.678914654275521e-09
Position 843: 2.4416215726343443e-09
Position 896: 7.773704539814341e-10
Position 497: 2.2545832400071787e-10
Position 550: 2.2174546297617535e-10
Position 505: 8.80557217851023e-11
Position 901: 4.8701030918695226e-11
Position 558: 2.8429658205778088e-11
Position 480: 3.5395326392387065e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9698041352809571
Position 1551: 0.8302580039927954
Position 489: 0.6619519272115046
Position 1457: 0.2176900401556234
Position 211: 0.052353915605258546
Position 1607: 0.03796330384122921
Position 1274: 0.0245393488564633
Position 3137: 0.02445441670986192
Position 1579: 0.02287433885632338
Position 2574: 0.021502270374331237
Position 820: 0.0069044121405402925
Position 2529: 0.006754758117107554
Position 2106: 0.004238801044604154
Position 2871: 0.0038880044778877975
Position 1433: 0.0033738192088961848
Position 2189: 0.003288854895549317
Position 1088: 0.003188781792823241
Position 1131: 0.003002455474170002
Position 257: 0.0029340085794416926
Position 2814: 0.0028546364578465287
Position 2784: 0.0026434939406870857
Position 1317: 0.0026141607573624474
Position 1013: 0.0024429516509858738
Position 2844: 0.002183209988548704
Position 1164: 0.0019932243742810675
Position 1472: 0.001607803681915693
Position 2081: 0.0014351813305140426
Position 1531: 0.001374923247006052
Position 886: 0.0012846885091427468
Position 1834: 0.0012010601477278082
Position 2192: 0.0010067360019676802
Position 493: 0.0009546549423401181
Position 1800: 0.0008925895953499143
Position 1729: 0.0007960127514423901
Position 1475: 0.0003637701501136227
Position 251: 0.0003238979642312921
Position 347: 0.0002763688322308854
Position 952: 0.0002365921891354192
Position 1661: 0.0002304357904581802
Position 781: 0.0002286988430511222
Position 2221: 0.00020773938171623265
Position 1252: 0.00020141927822407975
Position 452: 0.0001732764310910551
Position 1694: 0.0001512229361241361
Position 2394: 0.00013621988855181693
Position 465: 0.0001255206277243931
Position 122: 0.00012454623498572002
Position 1204: 8.314658091979288e-05
Position 607: 7.17813368199674e-05
Position 1626: 7.155007322770285e-05
Position 859: 6.602673676976856e-05
Position 1347: 6.160448356505875e-05
Position 927: 6.02467075494353e-05
Position 2877: 5.745900407387903e-05
Position 1803: 5.00463340666946e-05
Position 2285: 4.894516469563873e-05
Position 612: 4.3977995713231975e-05
Position 2758: 4.3546583612862226e-05
Position 1465: 4.312805263629752e-05
Position 1896: 3.424293044460451e-05
Position 1408: 3.398889540749288e-05
Position 565: 3.3396776157524885e-05
Position 2238: 3.150312159833388e-05
Position 748: 2.5187386813918828e-05
Position 994: 2.294963978712258e-05
Position 1860: 1.696447901908373e-05
Position 67: 1.3826663624377223e-05
Position 307: 9.463834743154574e-06
Position 1183: 7.682694848276258e-06
Position 128: 2.322482160232364e-06
Position 264: 1.9877073007896006e-06
Position 1400: 1.926661040831577e-06
