Gene = Mettl14
index = 1277
Annotated 5SS: [183 772]
Annotated 3SS: [254 827]
SMsplice 5SS: [183 772]
SMsplice 3SS: [254 827]
top_k =  1000
Partition function (log Z): -6.0123277561161395

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.8322312131240441
Position 772: 0.8253232158924838
Position 940: 0.061756405851714345
Position 726: 0.051833481822282625
Position 548: 0.037250889048494815
Position 730: 0.010413036223043678
Position 1061: 0.006118200997148569
Position 337: 0.005880635759301368
Position 361: 0.0017881890592368545
Position 484: 0.0009449958519163832
Position 1013: 0.0007234050211100419
Position 539: 0.0006454563403466365
Position 1242: 0.0003939755364218599
Position 925: 0.00038478440226368996
Position 187: 0.0003460218418127217
Position 92: 0.00029064940492855605
Position 295: 0.00024552017788640823
Position 608: 0.00020055846490210565
Position 659: 0.0001273565843738757
Position 776: 5.951842467799018e-05
Position 954: 5.933146271229928e-05
Position 508: 5.551758800848634e-05
Position 490: 3.977858895721565e-05
Position 198: 3.904520939527073e-05
Position 744: 3.88666609205239e-05
Position 1474: 3.534332296410893e-05
Position 44: 3.018011748322188e-05
Position 41: 2.991495211360242e-05
Position 316: 2.8558133874337577e-05
Position 1464: 2.1100009027366234e-05
Position 1253: 1.791309698828557e-05
Position 800: 1.2901376108180022e-05
Position 239: 1.1881551419302658e-05
Position 666: 1.0729156138505483e-05
Position 210: 1.0448295220458721e-05
Position 115: 9.79060654173095e-06
Position 216: 9.657446710795278e-06
Position 1416: 9.22921480730082e-06
Position 1338: 8.909563066446908e-06
Position 221: 7.4260985960262745e-06
Position 513: 7.274423462328874e-06
Position 877: 6.4662155593558845e-06
Position 858: 6.14660613556459e-06
Position 717: 5.0031286780307325e-06
Position 87: 4.733295195361987e-06
Position 1462: 4.332185094980024e-06
Position 58: 3.6893198676797212e-06
Position 160: 2.942305124689362e-06
Position 437: 2.499560717254755e-06
Position 862: 1.9348611119605307e-06
Position 163: 1.8503535692600196e-06
Position 1230: 1.413191867665156e-06
Position 254: 1.1108660061005182e-06
Position 1135: 1.0858255426127214e-06
Position 1100: 1.0769709265580213e-06
Position 783: 6.689915584784543e-07
Position 126: 1.8056302732600775e-07
Position 1213: 1.7807077157791435e-07
Position 474: 1.5738527416500108e-07
Position 270: 1.4809075628666307e-07
Position 1472: 1.414162063878669e-07
Position 96: 1.3400056038241322e-07
Position 639: 5.149417523880704e-08
Position 319: 2.707074064108649e-08
Position 836: 1.5664308918118977e-09
Position 263: 1.1075488711759023e-09
Position 866: 2.963081232111064e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.895417468854451
Position 254: 0.7786637384360118
Position 1124: 0.07412436609298083
Position 617: 0.03957090288040947
Position 406: 0.02313504243312416
Position 428: 0.008220112731128283
Position 1221: 0.003267365607995213
Position 636: 0.0025628871100725056
Position 467: 0.002277765201171593
Position 522: 0.001659587849497892
Position 1010: 0.001131163363494144
Position 497: 0.0007996699838658305
Position 1030: 0.0007919138413647673
Position 287: 0.0006333531192922304
Position 437: 0.0005708774951781591
Position 1241: 0.0005645811960646066
Position 306: 0.0005451928537397643
Position 316: 0.0005363208492811497
Position 488: 0.0004930242453885473
Position 1300: 0.00038544398920233643
Position 1126: 0.00030908757609371883
Position 1521: 0.0002411465087265392
Position 319: 0.0002256881694977844
Position 1472: 0.00014199943127463424
Position 572: 8.781577097790845e-05
Position 1380: 8.659405112427454e-05
Position 1055: 8.630157867400666e-05
Position 994: 8.110839066512687e-05
Position 848: 8.039019588996124e-05
Position 174: 7.867519477749421e-05
Position 1341: 7.384531459836476e-05
Position 644: 6.762306836877895e-05
Position 690: 6.400244408556884e-05
Position 783: 6.203113559038308e-05
Position 326: 4.548426615319759e-05
Position 380: 4.032994141604747e-05
Position 659: 3.1727066295275296e-05
Position 115: 3.0469301703304164e-05
Position 1130: 2.9903048572069098e-05
Position 548: 2.728313093681493e-05
Position 729: 2.6697550755212424e-05
Position 892: 2.2571186696717586e-05
Position 87: 2.2488811768740795e-05
Position 539: 2.2247419781344338e-05
Position 1135: 2.1428075968546045e-05
Position 1496: 2.0565629645503786e-05
Position 1153: 1.1677434458473258e-05
Position 134: 1.0739917933378376e-05
Position 588: 1.057838955955933e-05
Position 350: 1.0344365351246806e-05
Position 1291: 1.0222912970179672e-05
Position 772: 9.684869509146691e-06
Position 979: 8.135379399713616e-06
Position 788: 8.059337008873509e-06
Position 1322: 4.5447416092291854e-06
Position 1385: 3.675598698518255e-06
Position 92: 3.4213688662546637e-06
Position 1502: 3.0631042841918646e-06
Position 703: 2.78456500042909e-06
Position 720: 2.5363907837417087e-06
Position 1132: 2.501384145317696e-06
Position 1143: 2.0522432204258527e-06
Position 1338: 1.8041033847610532e-06
Position 143: 1.6214706749015137e-06
Position 1363: 1.494382799925087e-06
Position 922: 1.3077236328310763e-06
Position 1508: 1.1743902198463756e-06
Position 925: 1.0139779922559542e-06
Position 692: 1.01352298700377e-06
Position 1488: 9.998181091204145e-07
Position 1230: 9.738263687783562e-07
Position 158: 7.063211077163046e-07
Position 536: 6.853552187779318e-07
Position 353: 5.817559077342566e-07
Position 1392: 5.591811369125769e-07
Position 1480: 2.83409085805849e-07
Position 356: 2.6178656894173124e-07
Position 268: 1.9882596441597715e-07
Position 210: 1.4444191335976472e-07
Position 708: 9.578863017072652e-08
Position 146: 5.0126609175212114e-08
Position 207: 4.409614419805164e-09
Position 221: 1.0954065653144698e-09
Position 136: 8.876868911182119e-10
Position 121: 3.971035594459892e-10
Position 187: 4.6988647571902e-11
