Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  1000
Partition function (log Z): 16.959703512265335

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9988625522270282
Position 219: 0.9967637624812922
Position 1841: 0.9967612917994519
Position 799: 0.989508805770636
Position 1042: 0.9767533283811548
Position 2034: 0.5073059679082096
Position 1481: 0.34994289532304373
Position 1465: 0.10867407843242136
Position 1472: 0.09236353132887593
Position 1233: 0.05151987519220794
Position 19: 0.03939253647742497
Position 2202: 0.016532014607570825
Position 529: 0.010917188924529397
Position 2057: 0.008550908252126881
Position 1534: 0.005478197969206367
Position 1245: 0.004947779519621761
Position 3: 0.0025388782568669553
Position 205: 0.0020255883859033835
Position 658: 0.002003546333770101
Position 1413: 0.0019473517058074992
Position 1691: 0.0019297303612565578
Position 8: 0.0019216552542408096
Position 1777: 0.000955457872590376
Position 2170: 0.0007126078281863832
Position 637: 0.000576000288869773
Position 2011: 0.0005436529302990608
Position 2073: 0.0004995948783042854
Position 2387: 0.0004916187972668851
Position 1823: 0.00048582016966124147
Position 466: 0.00045255386925201495
Position 1368: 0.0003799511873071123
Position 2212: 0.0003475356607382613
Position 778: 0.00032201694668507614
Position 2029: 0.0003216931868472069
Position 446: 0.0002962066814607001
Position 1069: 0.00023247919094486315
Position 2146: 0.00022421144832718512
Position 1249: 0.00021833993073366907
Position 22: 0.00021479255799716085
Position 1269: 0.00017291888455617566
Position 199: 0.00016641676510414504
Position 1938: 0.00016425337377153103
Position 2038: 0.00016401169901588978
Position 49: 0.00015786233880055878
Position 2032: 0.00014053712434346723
Position 2595: 0.0001348409339638325
Position 2257: 0.00011674732451370584
Position 2282: 9.668202500186352e-05
Position 2285: 9.468041329105137e-05
Position 1332: 9.298746492397952e-05
Position 589: 8.66111918671584e-05
Position 1845: 8.187695399044014e-05
Position 1635: 7.832239039906832e-05
Position 545: 7.492413871151358e-05
Position 664: 6.952571497759305e-05
Position 1666: 5.0800750269654904e-05
Position 1577: 3.3209314592691e-05
Position 2452: 3.1078023811940277e-05
Position 1910: 2.9468830522367936e-05
Position 1419: 2.8879180612161802e-05
Position 2478: 2.7634587672419777e-05
Position 2419: 2.7261086488581425e-05
Position 781: 2.6554642098211288e-05
Position 1987: 2.1558287766447203e-05
Position 1256: 2.1449671654490923e-05
Position 595: 2.1119448760043332e-05
Position 568: 1.8954811977454947e-05
Position 2580: 1.769603965168291e-05
Position 806: 1.738550093715704e-05
Position 1769: 1.6471794045605007e-05
Position 1529: 1.591846644410041e-05
Position 1095: 1.5255791828741348e-05
Position 674: 1.2165532202571065e-05
Position 551: 1.1787044069708692e-05
Position 803: 1.1063990113661519e-05
Position 413: 1.050150898724394e-05
Position 857: 1.0466815217125446e-05
Position 386: 9.779890961465762e-06
Position 817: 8.16127185643005e-06
Position 2501: 7.187205138616354e-06
Position 2061: 6.896035663845809e-06
Position 2288: 6.71381573749759e-06
Position 2059: 6.627207775884765e-06
Position 208: 6.228819014089432e-06
Position 967: 6.1813944737079116e-06
Position 893: 5.793687345320865e-06
Position 2260: 4.887153156719585e-06
Position 1745: 4.860729399886618e-06
Position 422: 4.442141091230995e-06
Position 2521: 4.274893249042156e-06
Position 2508: 3.6626549424949077e-06
Position 1087: 3.278398263677254e-06
Position 1735: 2.6893390770546845e-06
Position 896: 2.4543665792304647e-06
Position 79: 2.138284397245033e-06
Position 2459: 1.4843773627451442e-06
Position 1873: 1.4526917860451642e-06
Position 472: 1.1769514601007275e-06
Position 887: 1.0656998672801734e-06
Position 1170: 1.030108800727546e-06
Position 67: 1.0275692861759356e-06
Position 82: 9.342278830854142e-07
Position 592: 8.59346243179548e-07
Position 877: 7.677954055497245e-07
Position 765: 5.908323231799009e-07
Position 1259: 4.708967805953409e-07
Position 359: 2.932052359161997e-07
Position 1856: 2.411455571270446e-07
Position 485: 1.6727714708805874e-07
Position 1920: 1.430402490456037e-07
Position 76: 1.1417898562016942e-07
Position 1747: 9.584258406130747e-08
Position 753: 1.6059924825757212e-08
Position 2300: 3.8383023449793774e-09
Position 2096: 2.4228287024163575e-09
Position 2293: 3.2740217635348203e-10
Position 272: 2.742264025642038e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9986094611798807
Position 1898: 0.9973591414131519
Position 297: 0.9958903521757093
Position 857: 0.9537884432061207
Position 1095: 0.7868929893286958
Position 2090: 0.44868559790927653
Position 1532: 0.29676316571746025
Position 1546: 0.2610905535078107
Position 1113: 0.1410037283585928
Position 82: 0.04379988746916458
Position 1680: 0.033793346305488546
Position 2114: 0.03210313932849688
Position 1300: 0.03141492508538059
Position 1100: 0.025895419866268803
Position 2349: 0.02081104155717374
Position 2260: 0.015415969543845871
Position 921: 0.013100178905999326
Position 592: 0.010610360331588674
Position 1572: 0.010604317698006236
Position 939: 0.009167154116694809
Position 2225: 0.008093946526816515
Position 1694: 0.0030348908199555056
Position 301: 0.0028207696285549497
Position 1364: 0.0027344075942538114
Position 1153: 0.002666488420109844
Position 887: 0.002620935020292645
Position 2431: 0.002605960204539799
Position 2557: 0.0023296859503126074
Position 2501: 0.002306205195078986
Position 1764: 0.0016509077085327625
Position 1538: 0.0014479635332264756
Position 732: 0.0014386515118996093
Position 2328: 0.0013296034267436742
Position 2078: 0.0011649011444060556
Position 1179: 0.001006874307696417
Position 628: 0.0009860907878904575
Position 1657: 0.0009789415043040975
Position 750: 0.000842014183462891
Position 2668: 0.0008307673796756593
Position 946: 0.0007784303551056582
Position 1719: 0.0007228616324028507
Position 1908: 0.0006679427389313297
Position 1287: 0.0005155717656144713
Position 2240: 0.00047745964421971025
Position 1118: 0.00045812969685940947
Position 680: 0.00041641689223053914
Position 2449: 0.0002567033926480098
Position 1577: 0.00022560443598487618
Position 1408: 0.00022137920544541584
Position 1008: 0.00021101432822674156
Position 1995: 0.00020960560361337252
Position 1227: 0.00020084534141567685
Position 2521: 0.00019550878588721685
Position 2102: 0.00018428265748762597
Position 1785: 0.000165550227113078
Position 1741: 0.00015484584433054905
Position 346: 0.00015064015153324996
Position 687: 0.00013868905365311106
Position 1735: 0.0001381664727126386
Position 877: 0.00013479367266694306
Position 1335: 0.00013258755738950766
Position 136: 0.00012008660345551353
Position 108: 0.00012000847654290336
Position 1603: 0.00011933853690006457
Position 2654: 0.00011380011616240679
Position 1325: 0.00010258390574669226
Position 2168: 9.909038030123807e-05
Position 777: 9.865489719785957e-05
Position 322: 8.76432564749596e-05
Position 978: 8.185683154500474e-05
Position 729: 7.832089741514889e-05
Position 923: 7.215499765402694e-05
Position 893: 6.993558882072476e-05
Position 372: 5.771129781295795e-05
Position 336: 5.2982653779797845e-05
