Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  1000
Partition function (log Z): 24.44152545939395

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9946849757916896
Position 2537: 0.9946844897920365
Position 3759: 0.9854736712041818
Position 2382: 0.9790701770691536
Position 1267: 0.9627631719539995
Position 4541: 0.9490438326739297
Position 1866: 0.879476670362259
Position 4112: 0.8664659846416055
Position 2994: 0.7577465450900426
Position 746: 0.6617589522686986
Position 858: 0.38591495130214
Position 2960: 0.19461811068365695
Position 4084: 0.059179806670219534
Position 4463: 0.033446110766724116
Position 117: 0.032992466625211235
Position 2756: 0.031538735872676124
Position 2070: 0.025093050842394344
Position 4040: 0.024929676016401413
Position 652: 0.023974895065667856
Position 174: 0.02228357763211573
Position 1793: 0.021553209310082144
Position 2781: 0.01791028175179324
Position 736: 0.01693104678125455
Position 4646: 0.016724472004478817
Position 2862: 0.01564905275585219
Position 762: 0.015228857057840548
Position 733: 0.0136155018846462
Position 3433: 0.01230807716572458
Position 4066: 0.01223938290653712
Position 2787: 0.01156373145691634
Position 2147: 0.011436941644441556
Position 1841: 0.009551496714209401
Position 2204: 0.007897561903434916
Position 514: 0.007321900039312898
Position 3255: 0.006509756198647187
Position 2927: 0.006279855609711236
Position 74: 0.0054225437575877375
Position 3969: 0.005293836649527859
Position 963: 0.004570653896731294
Position 3559: 0.003261051933422968
Position 2345: 0.0030422024498294527
Position 7: 0.0030308888363037847
Position 922: 0.0028982596547346847
Position 3742: 0.002761809057498788
Position 4892: 0.002652760225304061
Position 4076: 0.002289703878056502
Position 356: 0.0021789655164019908
Position 3377: 0.0020365412479325363
Position 2832: 0.0016780377741294305
Position 333: 0.001557803436234366
Position 1262: 0.001490863171940559
Position 1356: 0.0014632259487863584
Position 2801: 0.001400195983990633
Position 1218: 0.00139637865917689
Position 4359: 0.0012117903984753139
Position 2254: 0.0011967357514196335
Position 3380: 0.0009813861849537542
Position 4374: 0.0009405052542675635
Position 3014: 0.0008925925139306455
Position 842: 0.0008879845496686968
Position 2910: 0.0008192657554435805
Position 4477: 0.0007169507530643182
Position 4957: 0.0007157299956016603
Position 1271: 0.0007015578268552759
Position 1668: 0.0006836970565745998
Position 2308: 0.0005451451087515695
Position 3963: 0.0005428837011976508
Position 3733: 0.0005258986969058712
Position 2790: 0.0005020506586957744
Position 2804: 0.0005018353561123224
Position 4170: 0.0004690053452391127
Position 3849: 0.00046353701479264983
Position 3771: 0.00045842793528503455
Position 3177: 0.00044244639507182143
Position 4512: 0.0004375797228524458
Position 2818: 0.0004317293114582424
Position 1440: 0.00041663196109387207
Position 328: 0.00038397609478675127
Position 2027: 0.0003724167011336669
Position 181: 0.0003431749214152238
Position 4175: 0.00032100927788040855
Position 3681: 0.00031444546680319864
Position 2097: 0.0003042807725616062
Position 2153: 0.00030383507072613753
Position 33: 0.000296685817661928
Position 4748: 0.0002673236633111361
Position 247: 0.00026597178966300295
Position 299: 0.0002364419235501652
Position 2386: 0.00022643487509256996
Position 4788: 0.00022465456536590236
Position 1166: 0.00021999179012527912
Position 4436: 0.0002159560312902619
Position 2323: 0.00021279455540959221
Position 785: 0.00020697789363514796
Position 2349: 0.00020478750649832912
Position 3537: 0.00019453261263183965
Position 4074: 0.0001941260267799597
