Gene = ND-B17
index = 1300
Annotated 5SS: [357 529]
Annotated 3SS: [ 426 1226]
SMsplice 5SS: [357 529]
SMsplice 3SS: [ 426 1226]
top_k =  1000
Partition function (log Z): 1.618387996161422

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9865976881804841
Position 529: 0.9788966841955936
Position 891: 0.19290573413294976
Position 862: 0.057797764682894597
Position 533: 0.009159450318002893
Position 1424: 0.008969626528588884
Position 370: 0.006693720967279631
Position 772: 0.003243529415395015
Position 878: 0.0030929125236488805
Position 330: 0.002226394581638273
Position 516: 0.0020470462846411096
Position 802: 0.0014018603539352505
Position 264: 0.001324583593511263
Position 1027: 0.0013021797073944604
Position 624: 0.0012808964001201233
Position 1401: 0.0011606707060397364
Position 704: 0.001137948223492698
Position 1415: 0.0008937370339620103
Position 374: 0.000892310704371546
Position 642: 0.0007636376905310776
Position 147: 0.0005243727584992657
Position 1536: 0.00046619241756785484
Position 553: 0.0004505056675228702
Position 812: 0.0004407427958786367
Position 582: 0.0004007381732060931
Position 570: 0.00039171331367652743
Position 1014: 0.0002702359653095365
Position 960: 0.0002480750812785576
Position 1005: 0.00017561078846828153
Position 1045: 0.0001289060481723172
Position 595: 0.00011976285592474349
Position 735: 8.048099286344733e-05
Position 610: 7.830591393642153e-05
Position 361: 7.373356289388539e-05
Position 937: 7.050146839702477e-05
Position 1530: 7.026948676862235e-05
Position 1036: 6.526266402880979e-05
Position 1163: 6.144377817580235e-05
Position 1173: 5.660149012511563e-05
Position 1664: 5.047749482113271e-05
Position 175: 4.521523507830266e-05
Position 381: 4.4862970423634704e-05
Position 339: 3.728367793222208e-05
Position 540: 3.2541588567667225e-05
Position 604: 3.1069753485624734e-05
Position 1635: 3.07496185167567e-05
Position 105: 2.8001293554103306e-05
Position 1305: 2.3309797345985556e-05
Position 1677: 2.319327514502995e-05
Position 1088: 2.1901589974118532e-05
Position 165: 2.0129066024295043e-05
Position 1165: 1.9847335041131416e-05
Position 1030: 1.861494459518103e-05
Position 982: 1.823248358065725e-05
Position 900: 1.670503495312715e-05
Position 928: 1.4551458364255068e-05
Position 29: 1.411332603526418e-05
Position 800: 1.3093198331876955e-05
Position 1612: 1.1803947433346576e-05
Position 50: 5.43205022481371e-06
Position 1574: 4.840941363532248e-06
Position 1094: 4.566861889970955e-06
Position 1056: 4.4465675746274695e-06
Position 969: 4.39689015111467e-06
Position 974: 4.203234774321792e-06
Position 1274: 4.091016839795618e-06
Position 364: 3.282269232621567e-06
Position 1502: 3.1401330358984833e-06
Position 790: 2.591490069886317e-06
Position 1207: 2.111514249050648e-06
Position 80: 2.07944299917819e-06
Position 224: 1.868286812410355e-06
Position 1355: 1.8438946835127244e-06
Position 1576: 1.7761499629845136e-06
Position 1384: 1.1494268503141238e-06
Position 628: 8.87913757309617e-07
Position 135: 7.889642378830289e-07
Position 115: 5.53516077233995e-07
Position 12: 4.985397397883846e-07
Position 367: 4.347603855053249e-07
Position 351: 4.124301667906474e-07
Position 112: 3.400211452646849e-07
Position 1495: 2.09351899279285e-07
Position 56: 1.9060871208556123e-07
Position 7: 1.4625224863702516e-07
Position 448: 7.358756424637264e-08
Position 95: 6.233760751318857e-08
Position 66: 5.166800155499254e-08
Position 646: 3.3032784667835536e-08
Position 441: 2.885254979962189e-08
Position 644: 1.634161489934587e-08
Position 23: 1.0789567013114984e-08
Position 1200: 5.16908600543746e-09
Position 389: 3.4828008878226617e-09
Position 194: 7.455721024569113e-10
