Gene = fs(2)ltoPP43
index = 1709
Annotated 5SS: [ 312 1269 2628]
Annotated 3SS: [ 807 2448 2692]
SMsplice 5SS: [ 312 1269 2628]
SMsplice 3SS: [ 807 2448 2692]
top_k =  1000
Partition function (log Z): 5.584538616721278

Sorted 5' Splice Sites (High to Low Probability):
Position 2628: 0.9988644962682554
Position 1269: 0.9845481456127865
Position 312: 0.7065389685353032
Position 735: 0.6878836565712237
Position 554: 0.34237828388867175
Position 2953: 0.03632352785044419
Position 728: 0.00908863678287143
Position 1842: 0.008295171671343976
Position 1282: 0.005995840082972186
Position 340: 0.005138759135891346
Position 696: 0.0027194374094335746
Position 1543: 0.0022118835332174593
Position 1582: 0.0015812235341476886
Position 438: 0.0011901568266344579
Position 287: 0.0008176412053424373
Position 645: 0.0007580100750337892
Position 2187: 0.0005777055836649913
Position 1729: 0.0005606023454071622
Position 1527: 0.0005473332892071295
Position 40: 0.0005099417703467388
Position 1641: 0.0004929042157681511
Position 1411: 0.0004443801903340132
Position 1782: 0.00041790128665315367
Position 623: 0.0004118177594925564
Position 723: 0.00039041732985082835
Position 593: 0.00038528752400136985
Position 2258: 0.0003514059114613752
Position 2617: 0.00026284740914676256
Position 1719: 0.00023780651388114566
Position 1323: 0.00022358024744234352
Position 640: 0.0002061302576558156
Position 1423: 0.00019714816548316018
Position 1437: 0.00018941505898267558
Position 1417: 0.00018478088584288058
Position 1639: 0.0001763392865139668
Position 249: 0.00017332081432363066
Position 515: 0.00016542885789072253
Position 2596: 0.00016088180390588387
Position 2023: 0.00014239126239394526
Position 364: 0.00014015026084268547
Position 1427: 0.0001284362998157428
Position 567: 0.00011909021454676337
Position 2583: 0.00010138653850697537
Position 1431: 9.746044371958231e-05
Position 1944: 7.642086071563501e-05
Position 408: 7.237255316220973e-05
Position 279: 7.076426585153088e-05
Position 1421: 6.833309646313683e-05
Position 1901: 6.806245152421956e-05
Position 1376: 6.028762472278279e-05
Position 412: 5.791830718900661e-05
Position 965: 5.733528222185944e-05
Position 976: 5.5070556310197066e-05
Position 1186: 5.295258499503857e-05
Position 1415: 4.061923667582466e-05
Position 2268: 3.854348644680219e-05
Position 908: 3.823793330493422e-05
Position 2281: 3.592033332050649e-05
Position 2637: 3.516222368934867e-05
Position 1299: 3.4033832822537425e-05
Position 237: 3.186321573691932e-05
Position 57: 3.1277014063657254e-05
Position 1040: 2.921276462263778e-05
Position 1546: 2.1325830299171085e-05
Position 871: 1.8909804937615363e-05
Position 1112: 1.803024765873239e-05
Position 597: 1.7739361864293397e-05
Position 1007: 1.7189148711544483e-05
Position 2882: 1.673520620470791e-05
Position 824: 1.5044016035701074e-05
Position 225: 1.4951520798409404e-05
Position 1384: 1.1082565703626826e-05
Position 616: 8.220938986390077e-06
Position 77: 7.845213728348755e-06
Position 444: 7.574036003231955e-06
Position 2639: 6.209586388523332e-06
Position 28: 5.285551109963311e-06
Position 1836: 5.066733406421814e-06
Position 863: 4.801797861406817e-06
Position 2790: 4.615043270296388e-06
Position 74: 4.3818335835752e-06
Position 2646: 4.044353399675621e-06
Position 569: 2.6018999966323554e-06
Position 2599: 2.1119077945809144e-06
Position 600: 1.0936015338329575e-06
Position 114: 9.960253716173376e-07
Position 117: 9.101972080021055e-07
Position 2761: 8.096637172870581e-07
Position 973: 6.557524497509489e-07
Position 84: 6.318556871355412e-07
Position 791: 6.130706731497535e-07
Position 162: 3.155284792407575e-07
Position 421: 2.7161640051021946e-07
Position 633: 2.447678412508731e-07
Position 390: 2.1479317551936337e-07
Position 1457: 2.1381135962164906e-07
Position 1047: 1.4845525126204388e-07
Position 1441: 1.4378148689701525e-07
Position 2803: 1.0458598944925172e-07
Position 1403: 4.8130778595708555e-08
