Gene = SCAR
index = 1461
Annotated 5SS: [ 299 1935 2210 2942 4341 4657]
Annotated 3SS: [1125 2107 2860 3672 4406 4714]
SMsplice 5SS: [ 197 1935 2942 4341 4657]
SMsplice 3SS: [1125 2860 3672 4406 4714]
top_k =  1000
Partition function (log Z): 3.533320936410122

Sorted 5' Splice Sites (High to Low Probability):
Position 4657: 0.9978034507389738
Position 4341: 0.9873397993785513
Position 197: 0.8299612405631692
Position 1935: 0.7414557024192154
Position 2942: 0.7248582941935722
Position 2581: 0.40709269985222096
Position 2192: 0.17527319294489016
Position 2012: 0.16328063975146
Position 2206: 0.10948849748913907
Position 2210: 0.08560420614325978
Position 2664: 0.06416885754332655
Position 4994: 0.05536520909223938
Position 2975: 0.031263399753059154
Position 2459: 0.031178754111512923
Position 1041: 0.028651603740899815
Position 1033: 0.022874286882334904
Position 442: 0.022515124415734347
Position 3195: 0.02225774351364643
Position 3161: 0.020222622468048904
Position 3200: 0.017688146905447094
Position 2415: 0.015593401028147848
Position 1463: 0.012000513671050875
Position 27: 0.011827561394610697
Position 3599: 0.010082650257087588
Position 3529: 0.00946101560824767
Position 4063: 0.009185930986440511
Position 739: 0.008487930233635142
Position 4947: 0.008309364083956878
Position 1454: 0.007493981319247789
Position 821: 0.0074228452648178594
Position 651: 0.007085031410873412
Position 220: 0.0065630263871419535
Position 1967: 0.006166076410751849
Position 1030: 0.005849560049924453
Position 393: 0.005532067420090923
Position 203: 0.004525863739075499
Position 733: 0.004324570631942667
Position 1353: 0.004134412703244295
Position 3135: 0.0040082167669714275
Position 603: 0.0038811878142329882
Position 826: 0.0038004968469212506
Position 2678: 0.0037392468805634207
Position 3562: 0.0036683532202409198
Position 1511: 0.002962058669512187
Position 154: 0.0027767663112843923
Position 2063: 0.002729806601056168
Position 299: 0.002490145652517672
Position 688: 0.0024173277391378763
Position 2016: 0.00227790837600216
Position 3633: 0.0022517717321377763
Position 831: 0.0022295676007142535
Position 446: 0.0019458898561300075
Position 185: 0.0019091613400506985
Position 5116: 0.0016252345246445844
Position 4276: 0.0016022389646020948
Position 4661: 0.0015526122014945221
Position 215: 0.0015073082352426244
Position 692: 0.0014955773823343787
Position 3407: 0.0014766139545502996
Position 523: 0.0014588313595796305
Position 2355: 0.0014561207494024721
Position 655: 0.0014085234233640433
Position 3460: 0.0013022054216398724
Position 1052: 0.0011606682723373579
Position 2711: 0.0011171883882880418
Position 2906: 0.0011063246752455373
Position 2585: 0.001081677521507792
Position 2866: 0.0010619099514464422
Position 618: 0.0010170334910291825
Position 504: 0.0009924436941391019
Position 4908: 0.0009576130122790732
Position 1976: 0.0007557876638309506
Position 2484: 0.0007534081534794915
Position 670: 0.000730364834510418
Position 5100: 0.0006376905705254288
Position 494: 0.0006196841693183436
Position 297: 0.0005980943321203618
Position 2648: 0.0005931965781904567
Position 4991: 0.0005626160897164481
Position 5542: 0.0005079629294360519
Position 13: 0.00046694861625955577
Position 1983: 0.0004656851921801182
Position 471: 0.0004620487717623107
Position 1348: 0.0004618272790024093
Position 2188: 0.0004481772129436421
Position 2336: 0.0004333633483116598
Position 225: 0.0004100831413441817
Position 314: 0.00040426166094972106
Position 939: 0.00038965144717940405
Position 234: 0.0003526632858596663
Position 5237: 0.000331212467926708
Position 773: 0.00031952364498163895
Position 805: 0.0002671026191727416
Position 1151: 0.00025402490746938636
Position 436: 0.00024461088409171296
Position 2228: 0.00023646648520141066
Position 4018: 0.00022284741470379905
Position 5087: 0.00021419976375660867
Position 1939: 0.00019701283240702148
Position 810: 0.0001783803785718231
Position 515: 0.00016925849166164451
Position 4677: 0.00015061115469870893
Position 696: 0.00014935941206461852
Position 438: 0.00014302001124225495
Position 778: 0.00012749110456494224
Position 1910: 0.00012345854688449172
Position 187: 0.00011952265351755452
Position 866: 0.00011836373057560636
Position 164: 0.00011215244015693884
Position 397: 0.0001116216001526753
Position 1965: 0.00010901969040595183
Position 665: 0.00010888154755718536
Position 1576: 0.0001029620302240342
Position 4189: 9.821969449495046e-05
Position 2553: 9.455410105753241e-05
Position 2270: 8.209959641473024e-05
Position 1635: 8.057635081900374e-05
Position 4978: 7.700412535451195e-05
Position 5558: 7.689968300493536e-05
Position 683: 7.400925463327893e-05
Position 1370: 7.189353436624864e-05
Position 1433: 7.180968724674857e-05
Position 467: 6.568536191687649e-05
Position 4740: 5.8220413005416394e-05
Position 536: 5.602182691995206e-05
Position 750: 5.12551430993483e-05
Position 2185: 5.074664784079697e-05
Position 2429: 5.0538950073063336e-05
Position 5274: 4.8751279685374735e-05
Position 5073: 4.4355455647152887e-05
Position 428: 4.423030315113218e-05
Position 158: 4.380345948018144e-05
Position 919: 3.7828439442712793e-05
Position 41: 3.754434338869705e-05
Position 3787: 3.720249752950672e-05
Position 1346: 3.421579707588154e-05
Position 5390: 3.2895414109933894e-05
Position 1672: 3.263674608983087e-05
Position 325: 3.188673665300433e-05
Position 350: 2.9963337677284125e-05
Position 4827: 2.5289571741737072e-05
Position 456: 2.5174572207469775e-05
Position 161: 2.3686182928861186e-05
Position 5270: 2.3125582910334845e-05
Position 5259: 2.267970097843994e-05
Position 141: 2.2115666757361753e-05
Position 4727: 1.989888036539245e-05
Position 316: 1.9722094536118132e-05
Position 336: 1.920239570995757e-05
Position 368: 1.8960390419811604e-05
Position 5267: 1.629861627405489e-05
Position 3860: 1.5360165907182834e-05
Position 5243: 1.5145013154080616e-05
Position 672: 1.0631093970516026e-05
Position 98: 9.825350844067313e-06
Position 440: 9.777894501123191e-06
Position 201: 9.380730731268055e-06
Position 1173: 8.956506066789054e-06
Position 1811: 8.290578178208944e-06
Position 1959: 8.138878037172357e-06
Position 539: 7.56526801449798e-06
Position 318: 6.756705241963865e-06
Position 2005: 5.95020656064133e-06
Position 1758: 5.8787628758404545e-06
Position 2990: 5.494028788296976e-06
Position 232: 5.4469879726191825e-06
Position 3057: 5.315557031686384e-06
Position 1501: 4.320049715068888e-06
Position 1240: 4.0213970776286615e-06
Position 1853: 3.930889484417826e-06
Position 675: 3.4602184958780286e-06
Position 344: 2.1464864018559274e-06
Position 411: 2.131924750115266e-06
Position 629: 1.7504499018256912e-06
Position 962: 1.6602676072756604e-06
Position 450: 5.968022110301579e-07
Position 4573: 4.5210061721130507e-07
Position 29: 2.89001061211363e-07
Position 4732: 2.2085651013542109e-07
Position 4715: 9.929081916780598e-08
Position 888: 4.352491111909718e-08
Position 69: 2.1325909145770426e-08
Position 4805: 1.753607490732838e-08
Position 2368: 1.0400932475864792e-08
Position 252: 5.126850501803879e-09
Position 660: 5.039704993756889e-09
Position 5125: 2.373090089456906e-09
Position 380: 1.0692929968205161e-09
Position 375: 1.7576581150768731e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4406: 0.9949131415612421
Position 4714: 0.9869933059436805
Position 1125: 0.8564500926391219
Position 2860: 0.8087519499716777
Position 3672: 0.5600114356608291
Position 2107: 0.5147137430416884
Position 2251: 0.2284766485171992
Position 3322: 0.16993198277293078
Position 3066: 0.06503113028354864
Position 2001: 0.06158337115915908
Position 3028: 0.059746703832497236
Position 3051: 0.05377184118225639
Position 5168: 0.0345615662594745
Position 2545: 0.029635122080616007
Position 1525: 0.027728849962956402
Position 2484: 0.02589925020255897
Position 1214: 0.020568811323545506
Position 5143: 0.02009060323736914
Position 4270: 0.018688193762751923
Position 2941: 0.016478673078072666
Position 4306: 0.016232041059104824
Position 1249: 0.014653702064570057
Position 2501: 0.013115007511474604
