Gene = SrpRbeta
index = 1522
Annotated 5SS: [188 580]
Annotated 3SS: [272 636]
SMsplice 5SS: [188 580]
SMsplice 3SS: [272 636]
top_k =  1000
Partition function (log Z): 1.1164014362133772

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9852429562529065
Position 580: 0.9632197843917942
Position 451: 0.0641008291507417
Position 184: 0.008137503568987807
Position 416: 0.0037529488225992026
Position 33: 0.003708870484786204
Position 1123: 0.0016756569642169905
Position 201: 0.0005615631682477969
Position 734: 0.0003994140271134733
Position 1106: 0.00038745232663936084
Position 206: 0.0002943776592079689
Position 949: 0.00021175493300699315
Position 803: 0.0001866412119087434
Position 852: 0.000183538745344647
Position 351: 0.00014905349932249962
Position 479: 0.00014658639883079815
Position 192: 0.00013092398936463947
Position 770: 0.0001224526450436663
Position 597: 8.622693023788394e-05
Position 955: 8.573846706802047e-05
Position 336: 7.078921557678281e-05
Position 8: 5.281476982376135e-05
Position 1181: 4.9067113790154914e-05
Position 1072: 3.0907092485041456e-05
Position 16: 2.7397323974293744e-05
Position 1116: 2.6016669869370405e-05
Position 6: 2.4078522663567474e-05
Position 545: 2.123442124680797e-05
Position 227: 1.0896480491594302e-05
Position 998: 7.630020501187946e-06
Position 726: 6.9277633919514355e-06
Position 65: 6.011320908203543e-06
Position 613: 5.9919754655775365e-06
Position 889: 4.0871039224317105e-06
Position 584: 3.1071681689845685e-06
Position 60: 3.0647316139598987e-06
Position 1069: 2.713753693120144e-06
Position 754: 2.6378302864160655e-06
Position 1053: 2.6122157641170233e-06
Position 157: 2.5254183636752104e-06
Position 490: 2.3796476846470525e-06
Position 72: 1.9733832673810462e-06
Position 572: 1.9100092634289427e-06
Position 39: 1.5075796430737939e-06
Position 643: 1.3853911385557162e-06
Position 536: 1.3614980362930828e-06
Position 1169: 1.3490819384696677e-06
Position 455: 8.031810376006006e-07
Position 281: 7.362084293671149e-07
Position 533: 5.939940332541342e-07
Position 442: 5.702050831870152e-07
Position 239: 5.699008913112031e-07
Position 683: 5.196570810890095e-07
Position 306: 4.563037235429512e-07
Position 1187: 4.31727197472228e-07
Position 37: 2.71893854102927e-07
Position 527: 1.1857890082725789e-07
Position 67: 1.0248691538163517e-07
Position 259: 8.975135702418481e-08
Position 663: 8.239716393523532e-08
Position 689: 7.381902281008506e-08
Position 513: 6.286996918753558e-08
Position 628: 4.604483342114705e-08
Position 1219: 2.72176085818212e-08
Position 251: 1.168852396231012e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9826861876198357
Position 636: 0.9464414868780633
Position 659: 0.03510605877919561
Position 520: 0.03015213321726401
Position 477: 0.007062244174686995
Position 1180: 0.006043154140111808
Position 880: 0.004513180264421563
Position 367: 0.0031990098609891928
Position 689: 0.002233235973240019
Position 294: 0.002186298366009033
Position 76: 0.001984450502565709
Position 409: 0.0016092787375302032
Position 706: 0.0015704543732974535
Position 111: 0.0015132292594437803
Position 663: 0.0014380036492461067
Position 336: 0.0010317953596635178
Position 559: 0.000951860745282771
Position 1058: 0.0009157626050616431
Position 1209: 0.0005394718069961567
Position 607: 0.0005077723309330803
Position 412: 0.0004070871457417453
Position 770: 0.00020001740611733286
Position 351: 0.00018869690805232224
Position 1226: 0.00014445614993587912
Position 1262: 8.18739360994325e-05
Position 313: 7.123360577661823e-05
Position 703: 5.716380901266917e-05
Position 578: 4.7392653546006615e-05
Position 184: 4.7217075502042226e-05
Position 157: 3.867242901453274e-05
Position 754: 3.567276171320278e-05
Position 889: 3.5047878450320086e-05
Position 786: 2.8220249406347518e-05
Position 450: 2.0415341880081794e-05
Position 783: 1.2703149090588957e-05
Position 733: 7.762748678609915e-06
Position 744: 7.3366583832485245e-06
Position 490: 5.996665903916695e-06
Position 120: 4.758935399032976e-06
Position 724: 4.558526830433016e-06
Position 1034: 4.511186986043541e-06
Position 844: 4.430229330509115e-06
Position 1088: 3.7852661970203564e-06
Position 117: 3.7367861982553657e-06
Position 499: 3.345800583452125e-06
Position 172: 3.073150946876034e-06
Position 455: 1.2780055531387167e-06
Position 910: 1.2638932757126306e-06
Position 980: 1.1106969172379027e-06
Position 848: 7.63081105800318e-07
Position 972: 7.228764833809182e-07
Position 438: 6.911802341996705e-07
Position 1006: 6.160790336901143e-07
Position 899: 4.3599433095325846e-07
Position 814: 3.688615720261069e-07
Position 1239: 1.6919491932183048e-07
Position 822: 1.351570493501146e-07
Position 1106: 1.3181210982867945e-07
Position 1231: 1.1948568168472092e-07
Position 126: 6.407501869016448e-08
Position 223: 5.606036433729895e-08
Position 1011: 5.4198486235201584e-08
Position 422: 2.99030078638625e-09
Position 227: 3.1621748805345367e-10
Position 133: 8.619926305805694e-12
Position 206: 8.152915619495278e-14
Position 192: 4.206189531871388e-15
Position 135: 8.716412889938128e-17
