Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  1000
Partition function (log Z): -7.63595242487423

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.7929461518258447
Position 1996: 0.6257827426934129
Position 1656: 0.5406475007656232
Position 2284: 0.5211872877988568
Position 3136: 0.1874630258585683
Position 2282: 0.17154352820227925
Position 3589: 0.12007788678009126
Position 1243: 0.11751841764915336
Position 4335: 0.08983697680159505
Position 1947: 0.0787050819084783
Position 758: 0.07295849032553346
Position 3410: 0.03585734515682098
Position 2394: 0.026235572363736942
Position 5088: 0.0244643364886718
Position 2719: 0.020304830021442462
Position 5065: 0.016448106625958258
Position 1428: 0.013706551779748995
Position 433: 0.013085378039403869
Position 3322: 0.01190273184838481
Position 3754: 0.01168750948691348
Position 3307: 0.010169492323721312
Position 2925: 0.009970354370544407
Position 3140: 0.009295503514876104
Position 3963: 0.008156602518322498
Position 4339: 0.007990505276312003
Position 1677: 0.007907512204450974
Position 2974: 0.006499789528986081
Position 925: 0.004961628898250976
Position 1247: 0.004067820965352205
Position 2288: 0.003429088379895913
Position 1660: 0.003423474845021144
Position 1020: 0.0034156379412503468
Position 4426: 0.0034002947222658594
Position 5698: 0.0033762928730134522
Position 2317: 0.003182560470416715
Position 3593: 0.0029316300643333687
Position 147: 0.0020883815057473254
Position 3557: 0.0020828481053242094
Position 996: 0.0018403693474222604
Position 125: 0.0015859411123750626
Position 1665: 0.0010389286296692078
Position 111: 0.0010124747132277214
Position 3005: 0.0009867066764957593
Position 1147: 0.0009801672774992264
Position 198: 0.0009613335306878078
Position 1910: 0.000863762728785968
Position 1138: 0.0008581304278279584
Position 2844: 0.0008505955331779797
Position 592: 0.0006080707546992555
Position 2985: 0.0005779196127100295
Position 1339: 0.0005762366138695023
Position 1964: 0.0005529653367095281
Position 2512: 0.000545546237477502
Position 164: 0.0005018965119055401
Position 1891: 0.000485197422433451
Position 1510: 0.00045324463179428263
Position 1680: 0.0004470817667437754
Position 863: 0.00038135773612613886
Position 1284: 0.00037202530564183075
Position 585: 0.00037132477596228924
Position 1253: 0.00033352866764492874
Position 1760: 0.0003256170868569177
Position 1441: 0.0002952899361372287
Position 1417: 0.00024652063271170065
Position 932: 0.0002458554545061085
Position 1298: 0.00024464957385780627
Position 1683: 0.00023429975392138728
Position 1636: 0.00020865168977450996
Position 2535: 0.00019495976285121864
Position 762: 0.0001938788938751857
Position 3008: 0.00018014106496310825
Position 566: 0.00017877182761527765
Position 5729: 0.00015476783720871608
Position 1617: 0.00015467484879836364
Position 2348: 0.0001534336878020564
Position 891: 0.00014471127620551116
Position 481: 0.00014191046194739798
Position 670: 0.00013056138679657216
Position 2007: 0.00013045455831706514
Position 1697: 0.00011906233534830681
Position 1194: 0.00011328533132669237
Position 3074: 0.00011113006817812539
Position 999: 0.0001094607684993367
Position 1393: 0.00010549367664287121
Position 1445: 0.00010247597385445434
Position 1397: 9.531795069647765e-05
Position 128: 9.32202636941276e-05
Position 1925: 8.632521328560748e-05
Position 310: 7.58290911635055e-05
Position 1877: 7.42523878521931e-05
Position 1713: 6.608250106354929e-05
Position 662: 6.298978482200886e-05
Position 2360: 5.366934864564108e-05
Position 1593: 3.520487293338683e-05
Position 2553: 3.299710915392099e-05
Position 664: 2.980362156817381e-05
Position 281: 1.9002461541053543e-05
Position 1694: 1.850495765785717e-05
Position 1032: 1.7194876304419435e-05
Position 1905: 1.6705625688825434e-05
Position 1202: 1.5951399393417675e-05
Position 1313: 1.4353117644801673e-05
Position 1204: 1.4313784451253926e-05
Position 682: 1.013307161326274e-05
Position 1842: 9.527070869878737e-06
Position 1113: 9.10313765009342e-06
Position 666: 8.013215132257077e-06
Position 680: 7.634415878821159e-06
Position 678: 6.216224577143921e-06
Position 297: 5.640030151765244e-06
Position 1869: 5.548640934251276e-06
Position 94: 5.065726283077068e-06
Position 486: 3.640150539075023e-06
Position 3774: 2.5888742263287587e-06
Position 443: 2.4857750001147128e-06
Position 465: 2.3388232033642275e-06
Position 583: 2.1561885706382055e-06
Position 674: 2.0112183777510285e-06
Position 731: 1.8481380971956834e-06
Position 342: 1.5696679802037896e-06
Position 808: 1.4407288766667985e-06
Position 357: 1.2510062251355649e-06
Position 676: 1.2125182550369246e-06
Position 2059: 1.0995473158074306e-06
Position 7: 9.464752793340013e-07
Position 947: 8.827481077713205e-07
Position 422: 8.772972074044255e-07
Position 596: 7.350259189307407e-07
Position 577: 7.169152084524528e-07
Position 783: 4.771490270294011e-07
Position 745: 4.6314248693773855e-07
Position 604: 4.38850492386349e-07
Position 594: 1.632322633043245e-07
Position 386: 8.634644244769742e-08
Position 654: 2.5533359948231083e-08
Position 668: 1.2187473018545348e-08
Position 2358: 1.1423346274733294e-08
Position 599: 1.1030285132862686e-08
Position 607: 5.390400875602808e-09
Position 722: 2.27585137248682e-09
Position 686: 9.115053916126368e-10
Position 724: 2.972722520094464e-10
Position 940: 2.6024071180144054e-10
Position 684: 1.2992278094742347e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8609950477040037
Position 5597: 0.7827720450113943
Position 1813: 0.4940104868096693
Position 1481: 0.3118761839978218
Position 3206: 0.2279455237734523
Position 1798: 0.14679643529404357
Position 2654: 0.09236682249515235
Position 4256: 0.07167221186526138
Position 993: 0.06470057895562413
Position 1084: 0.059587395256004955
Position 2627: 0.05499628319654871
Position 1581: 0.04680365998942601
Position 1759: 0.03959640059784767
Position 3054: 0.0378831339726515
Position 1774: 0.035771448849549456
Position 4843: 0.027314678820593935
Position 4485: 0.026312533553835383
Position 1456: 0.02335060449050694
Position 3465: 0.02101307477906997
Position 1319: 0.020968144470185825
Position 1173: 0.020296708561816142
Position 3674: 0.017599081809308515
Position 1384: 0.014936658786446799
Position 2355: 0.012484049299801025
Position 1122: 0.009678040609492379
Position 2898: 0.008704381054598523
Position 4602: 0.0077251790236604065
Position 5448: 0.006213097375959759
Position 1465: 0.004797209831036087
Position 2699: 0.00474949498779372
Position 1301: 0.003870567513306898
Position 1284: 0.0037887844364595724
Position 3008: 0.0036778738724109633
Position 5752: 0.00357060070054948
Position 816: 0.0032933679567234515
Position 1534: 0.0032781027915414675
Position 1497: 0.003227780082813686
Position 689: 0.0026844175638415365
Position 891: 0.0026458172249688404
Position 328: 0.0024752775743444666
Position 3350: 0.0020613660493005973
Position 1731: 0.0020091880447026984
Position 1431: 0.0018878888388811164
Position 715: 0.0014329632309339974
Position 3918: 0.0013067556100711283
Position 4622: 0.001274816195356433
