Gene = Rbfox1
index = 1410
Annotated 5SS: [   534  25152  87194  89835  92743  93077  94000  95064  95913  98918
 104128 106276 106485 107320 108105 108979]
Annotated 3SS: [ 24657  86716  89636  92037  93022  93906  95008  95870  98896 103403
 106214 106430 107247 107943 108914 109108]
SMsplice 5SS: [   534  25152  87194  92743  93077  94000 108105 108979]
SMsplice 3SS: [ 24657  86716  92037  93022  93935 107943 108604 109108]
top_k =  1000
Partition function (log Z): -109.5750129550655

Sorted 5' Splice Sites (High to Low Probability):
Position 534: 0.9999999999999717
Position 25152: 0.9999998157146336
Position 11903: 6.870773455078602e-15
Position 1042: 8.941702128009712e-16
Position 8250: 8.40763621903792e-16
Position 1226: 6.896223096636766e-16
Position 8649: 5.449801441536955e-16
Position 1158: 5.24217912915691e-16
Position 7407: 5.0463497465531055e-16
Position 1393: 3.9103909305708308e-16
Position 866: 2.729500057322501e-16
Position 78: 1.2733619776169207e-16
Position 1680: 1.25075439202638e-16
Position 1726: 7.130182546301658e-17
Position 309: 6.915541421249515e-17
Position 1413: 5.466438605828667e-17
Position 1616: 5.129698095831933e-17
Position 5092: 3.68010490518172e-17
Position 758: 3.3628457644629516e-17
Position 6122: 2.875547044254572e-17
Position 73: 2.6729821096408628e-17
Position 730: 2.6020848459692087e-17
Position 348: 2.5536295596461653e-17
Position 23: 2.5334873430662968e-17
Position 1204: 2.2834482319960266e-17
Position 6118: 1.520875771198364e-17
Position 5255: 9.199908740103841e-18
Position 4727: 7.59189248334034e-18
Position 221: 7.041319642942926e-18
Position 477: 5.358312786576337e-18
Position 801: 2.772036176874159e-18
Position 1056: 2.5548650131349103e-18
Position 313: 2.299785618192706e-18
Position 5088: 2.2327574094947843e-18
Position 1210: 1.9926812399514783e-18
Position 794: 1.694579232716843e-18
Position 449: 1.3340141615619325e-18
Position 1190: 1.324224022965234e-18
Position 333: 9.84514818134654e-19
Position 234: 7.209718789207804e-19
Position 4747: 5.582553390252787e-19
Position 571: 5.265426079917074e-19
Position 215: 4.791348838161144e-19
Position 2387: 4.748924481645803e-19
Position 148: 4.467404379410508e-19
Position 525: 3.952360439442366e-19
Position 1005: 3.592616804251022e-19
Position 462: 2.9987952681443116e-19
Position 4672: 2.6545880283624994e-19
Position 180: 2.2147651122122547e-19
Position 2758: 2.0796162546792117e-19
Position 91: 2.0443892848794592e-19
Position 352: 1.8839716891463823e-19
Position 773: 1.8209306943407096e-19
Position 335: 1.6370677365460864e-19
Position 89: 1.3601973119843666e-19
Position 4237: 9.064800892556498e-20
Position 223: 8.850796444720523e-20
Position 133: 8.186628768137931e-20
Position 1975: 6.623050149741032e-20
Position 453: 6.456327376566643e-20
Position 1424: 5.452580977471509e-20
Position 106: 5.3179984088621006e-20
Position 307: 4.75283907825396e-20
Position 2713: 4.716127633492024e-20
Position 756: 3.841231215437491e-20
Position 247: 3.718727602621071e-20
Position 2186: 3.1353169848616834e-20
Position 592: 3.04122681136712e-20
Position 1011: 2.801660730619568e-20
Position 236: 2.775760623430754e-20
Position 15: 2.6419117227005517e-20
Position 225: 2.3476848562344826e-20
Position 1433: 2.3367815553908317e-20
Position 1351: 1.8528256844197917e-20
Position 205: 1.7132023324739454e-20
Position 1269: 1.7055773742568e-20
Position 1375: 1.5094604626260928e-20
Position 825: 7.031156784895221e-21
Position 623: 5.456771818818182e-21
Position 207: 5.3988856926279234e-21
Position 343: 3.832050249138701e-21
Position 245: 3.5748212452453945e-21
Position 457: 2.4983239666440274e-21
Position 257: 1.7909105563152523e-21
Position 238: 1.715532684443977e-21
Position 703: 1.6990097721596458e-21
Position 254: 1.6881847158925915e-21
Position 340: 1.1582557500175417e-21
Position 345: 1.09143298106388e-21
Position 382: 8.021597078440624e-22
Position 413: 5.335178714598934e-22
Position 1979: 4.232866563036249e-22
Position 2002: 3.8906318822570263e-22
Position 464: 3.3148959810081678e-22
Position 451: 2.8784289868318996e-22
Position 2336: 2.0628313163434485e-22
Position 466: 1.9393743689343468e-22
Position 1549: 7.86158916081206e-23
Position 398: 6.828494819822492e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 24657: 0.9999999998577067
Position 38199: 0.9785584742163166
Position 34472: 0.021440931740835337
Position 25716: 2.3537857213928434e-07
Position 25218: 1.7437892242521076e-07
Position 19820: 1.2575625387285573e-10
Position 18376: 1.0304526202007005e-11
Position 17360: 3.2153059470088927e-12
Position 16293: 2.066225866000963e-12
Position 15884: 5.333397681396961e-13
Position 15117: 2.0792053280347318e-13
Position 13513: 6.120362751780937e-14
Position 14193: 5.3947902827467757e-14
Position 12471: 3.7246773307071484e-14
Position 11633: 1.344781048342278e-14
Position 12520: 9.033503780036034e-15
Position 11676: 7.700282240806371e-15
Position 8329: 5.036465881685976e-15
Position 11847: 3.483488473338241e-15
Position 11563: 2.9915401085891862e-15
Position 8173: 1.836681972986965e-15
Position 11080: 1.4152629799983413e-15
Position 847: 1.1019158103243259e-15
Position 583: 1.0840954432846926e-15
Position 9214: 8.070313666503825e-16
Position 5823: 7.304247094535807e-16
Position 8714: 6.320879383366318e-16
Position 1101: 5.184431761774642e-16
Position 7225: 4.628552150742417e-16
Position 9234: 4.1374857679177284e-16
Position 608: 3.2526777263288487e-16
Position 9788: 3.21134611445053e-16
Position 9127: 2.659741404988164e-16
Position 9473: 1.6904644745057952e-16
Position 9051: 1.3840800401852545e-16
Position 8842: 1.0699687993701887e-16
Position 8067: 8.972806340815003e-17
Position 4602: 8.928382179728243e-17
Position 8138: 7.869801531569749e-17
Position 8037: 7.575956993722473e-17
Position 8562: 7.040324971113069e-17
Position 133: 6.506447670525328e-17
Position 6187: 4.396422815452993e-17
Position 7229: 4.3626152736802087e-17
Position 7155: 4.3258896138947786e-17
Position 8089: 4.077542737338913e-17
Position 1035: 2.909072604179824e-17
Position 1269: 2.8903406670555636e-17
Position 5072: 2.874297367471906e-17
Position 4940: 2.1797661768713572e-17
Position 895: 2.120002292810673e-17
Position 5013: 2.085532339530478e-17
Position 6784: 1.9046905736938973e-17
Position 1533: 1.9043098523645648e-17
Position 406: 1.8215429455349073e-17
Position 592: 1.8035415720113926e-17
Position 98: 1.7493032373782586e-17
Position 5707: 1.638096884910908e-17
Position 6744: 1.611956660220855e-17
Position 4793: 1.58285462116349e-17
Position 1257: 1.454353230964249e-17
Position 5244: 1.4188916374485385e-17
Position 5375: 1.2972633038500695e-17
Position 148: 1.2733923880982227e-17
Position 6371: 1.0643148641472679e-17
Position 2487: 9.257130144927437e-18
Position 5733: 9.031930138833834e-18
Position 3443: 8.258836198679793e-18
Position 1340: 7.980940442505081e-18
Position 4013: 7.911324460426438e-18
Position 1527: 6.978358504932936e-18
Position 5965: 6.63187284817618e-18
Position 2656: 5.839611634970054e-18
Position 3212: 5.7819443605275614e-18
Position 901: 5.283935651815665e-18
Position 1328: 4.784347067480996e-18
Position 4877: 4.705740182120444e-18
Position 1563: 3.893913742726189e-18
Position 6078: 3.612096198269113e-18
Position 5147: 3.494849572220981e-18
Position 6103: 3.3785046545352516e-18
Position 3289: 3.1558171214463647e-18
Position 4899: 2.2054921489540685e-18
Position 5000: 2.1994347217915944e-18
Position 279: 1.8645138984044168e-18
Position 5619: 1.7510445850543615e-18
Position 1040: 1.490843901052594e-18
Position 5842: 1.4849798598351413e-18
Position 4029: 1.3758591602357918e-18
Position 3269: 1.2846764745559707e-18
Position 2499: 1.2100997453157508e-18
Position 2441: 1.2046990521413737e-18
Position 623: 1.0007404769002093e-18
Position 477: 9.839653524748872e-19
Position 5316: 8.547557843660867e-19
Position 4472: 7.952191051671032e-19
Position 1488: 7.899025166081307e-19
Position 3544: 7.059004379149913e-19
Position 413: 6.768188458371975e-19
Position 4310: 6.745331594775007e-19
Position 1852: 6.650553951656035e-19
Position 391: 5.758936028552453e-19
Position 435: 5.658314221961666e-19
Position 317: 5.435615063061437e-19
Position 2811: 5.099537639161712e-19
Position 809: 4.906216165124341e-19
Position 4410: 4.56658217230352e-19
Position 1787: 3.728455666337259e-19
Position 3494: 2.793165212946926e-19
Position 735: 2.6965499389299364e-19
Position 942: 2.284669657910412e-19
Position 853: 1.97406207033087e-19
Position 1811: 1.7026286559057174e-19
Position 2536: 1.6905285826610585e-19
Position 3576: 1.5625325025518053e-19
Position 2783: 1.3763628779860386e-19
Position 199: 1.338882678792114e-19
Position 2695: 1.1791029430114769e-19
Position 3372: 1.175265545709922e-19
Position 3248: 9.957397782770307e-20
Position 276: 8.703509632926916e-20
Position 2113: 5.6856426358194e-20
Position 489: 5.273410254431952e-20
Position 2372: 4.626581077312658e-20
Position 2081: 4.104299345114626e-20
Position 422: 3.6276801892005456e-20
Position 1536: 3.434515135012181e-20
Position 2597: 2.840679649073106e-20
Position 2178: 2.6011604419012862e-20
Position 2283: 2.5717845479574672e-20
Position 869: 2.4320350527305097e-20
Position 1615: 2.2328956018377e-20
Position 2046: 1.972443211743943e-20
Position 560: 1.3992655957188442e-20
Position 519: 9.036198063932596e-21
Position 205: 8.928151490647705e-21
Position 1042: 5.647960465888253e-21
Position 73: 2.7302924592748226e-21
Position 1171: 7.502120652199816e-22
Position 333: 1.4745897525103292e-22
Position 1204: 7.216166792652556e-23
Position 521: 7.050441652732478e-23
Position 326: 6.399286619133624e-23
Position 1210: 4.080898594736984e-23
