Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  1000
Partition function (log Z): 13.85015386771482

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9976542400199653
Position 12204: 0.9928523756436056
Position 12524: 0.9857483565929517
Position 15363: 0.9791348240192804
Position 9118: 0.9601515428376372
Position 7630: 0.9506208616389341
Position 9344: 0.9026709372980756
Position 5520: 0.8030579127149222
Position 1175: 0.7727205586238481
Position 13667: 0.7000956633533371
Position 9747: 0.2100394645267866
Position 12874: 0.19685627139734954
Position 15567: 0.18899657107785647
Position 821: 0.164821470045827
Position 15002: 0.11558170426593614
Position 8438: 0.1027765150655815
Position 14073: 0.09201446908890595
Position 14919: 0.08361341312019212
Position 6233: 0.07680236470911003
Position 15594: 0.07541577930664659
Position 179: 0.06295470656493363
Position 13402: 0.04732724865772854
Position 5124: 0.045488919841566194
Position 9656: 0.04467429916547638
Position 8842: 0.041518303169376686
Position 5003: 0.03930801992658041
Position 14648: 0.0391446277610746
Position 31: 0.03864997453573566
Position 8458: 0.038599935077353556
Position 13489: 0.038135175155842145
Position 9372: 0.03541736905101702
Position 11986: 0.03474147708014285
Position 15832: 0.03228370703710794
Position 9787: 0.029185425874041184
Position 167: 0.028030471192116792
Position 13691: 0.026766453634648423
Position 11411: 0.02623178338312615
Position 25: 0.022369293221535715
Position 16844: 0.020238158666255383
Position 3574: 0.019635358628772415
Position 16848: 0.016655608454655434
Position 5303: 0.016637677564872253
Position 14664: 0.01640837303773443
Position 10974: 0.01570158821753436
Position 12857: 0.01564277868709143
Position 15746: 0.013590823051531142
Position 115: 0.013460712513727768
Position 12762: 0.01320679626984443
Position 10295: 0.012611296569081791
Position 5005: 0.011734681013695502
Position 6261: 0.011613837613172532
Position 15359: 0.011177446902020143
Position 14462: 0.011140104783643804
Position 2886: 0.009757246571989031
Position 1192: 0.009261995913875642
Position 13484: 0.00919587751402503
Position 999: 0.00903551789815212
Position 13951: 0.008568880344745977
Position 719: 0.00849132583960024
Position 2200: 0.0068931331656726475
Position 14644: 0.006829983032931246
Position 14825: 0.00659413514606026
Position 137: 0.006203075150234314
Position 12038: 0.006179065100541794
Position 9114: 0.006177479278641427
Position 13693: 0.005909077313412985
Position 14512: 0.0053597771744590015
Position 14642: 0.00529819425648604
Position 1238: 0.004945689840181302
Position 6085: 0.004582456492162137
Position 16860: 0.00428963063189666
Position 1563: 0.004265316415505388
Position 7149: 0.004214535278607814
Position 6294: 0.004041213668686154
Position 206: 0.004018833360100229
Position 10894: 0.003924011904980855
Position 268: 0.0036179257765009106
Position 13089: 0.003539025599103658
Position 10612: 0.0035100211496604037
Position 2354: 0.003488859967501774
Position 104: 0.003353330447081593
Position 4346: 0.003288670912460168
Position 1015: 0.003251691828284137
Position 9767: 0.0030968425415481603
Position 13671: 0.0030783166987338696
Position 14566: 0.0029495140002118864
Position 7746: 0.0027883044632149865
Position 9229: 0.00273058613251644
Position 12013: 0.002687905786560813
Position 17372: 0.0026526113556770738
Position 898: 0.0026435781559115182
Position 14503: 0.00261916287961074
Position 8450: 0.002506715187616712
Position 3177: 0.0024477809953408415
Position 8321: 0.0024445906778328987
Position 5177: 0.0024252882751303107
Position 9791: 0.002389299384534375
Position 9111: 0.0023530079800061603
Position 16033: 0.0022047297361699257
Position 1077: 0.0020265517071438393
Position 13837: 0.0020141430687346017
Position 14638: 0.001979572782296307
Position 3741: 0.0019325666559481243
Position 14672: 0.001845155789612785
Position 13939: 0.0018004038723376556
Position 482: 0.0017337445967408808
Position 11997: 0.0017212550332981315
Position 13971: 0.0016438508674825134
Position 15805: 0.001621050587875079
Position 8343: 0.0015981777362341718
Position 7090: 0.001530607174548828
Position 1103: 0.001458227004056495
Position 16243: 0.0014497282334559214
Position 14085: 0.001435144569803087
Position 11772: 0.0014014162556717895
Position 804: 0.001362574343981827
Position 11738: 0.0013498260467390648
Position 15502: 0.001346298109033355
Position 13123: 0.0013425502886430676
Position 4665: 0.0013080001656342415
Position 5420: 0.0012934127698434736
Position 10230: 0.0012930998456898437
Position 183: 0.001289306604009105
Position 8420: 0.0012852533865844243
Position 5187: 0.0012723990767602067
Position 2563: 0.0012723072936848784
Position 16525: 0.0012537460773000154
Position 4054: 0.0011531282261159322
Position 8807: 0.0011484247550955459
Position 15561: 0.0011277777330804609
Position 2160: 0.0011176583165218661
Position 13737: 0.0011124770841914775
Position 215: 0.0010556106274092435
Position 7004: 0.0010486248775943045
Position 6409: 0.0010454907854763335
Position 13753: 0.0010412342045838178
Position 13265: 0.0010211178643804188
Position 14668: 0.0010116249656383083
Position 12939: 0.0009958697626018928
Position 15717: 0.0009956311513240963
Position 14761: 0.0009781718814583507
Position 3024: 0.0009624922171429355
Position 11989: 0.0009071770025038116
Position 3522: 0.0008858916304362199
Position 921: 0.000860952591003025
Position 14948: 0.0008249216262151279
Position 276: 0.0008028172960359685
Position 785: 0.0007972637489059225
Position 15672: 0.0007879245359970883
Position 2181: 0.0007816137873481873
Position 16346: 0.0007501242054065943
Position 14814: 0.0007250478240384765
Position 9024: 0.0006954386914126641
Position 9852: 0.0006825864439159005
Position 14684: 0.0006368973081802079
Position 12319: 0.000636261526622016
Position 11963: 0.0005997437553197897
Position 620: 0.0005842322828017557
Position 667: 0.0005575092967177134
Position 14287: 0.0005494327992728986
Position 1064: 0.0005462059529486038
Position 11796: 0.0005451198633674686
Position 13726: 0.0005427724056541721
