Gene = lilli
index = 1758
Annotated 5SS: [  650  4988 59864 61507 62102 62217 65183 65454 65628 65877 66099]
Annotated 3SS: [ 3744 59100 60779 61679 62159 62275 65261 65540 65710 65947 66159]
SMsplice 5SS: [  650  4988 60730 61507 62102 62217 65183 65454 65628 65877 66099]
SMsplice 3SS: [ 4447 60517 60779 61679 62159 62275 65261 65540 65710 65947 66159]
top_k =  1000
Partition function (log Z): -52.55408196090223

Sorted 5' Splice Sites (High to Low Probability):
Position 4988: 0.9999999985035117
Position 650: 0.5975636463278989
Position 532: 0.102452668465233
Position 326: 0.07164300944328303
Position 320: 0.06745624041382639
Position 314: 0.04802395751394176
Position 351: 0.042258799298203545
Position 205: 0.03490965736974621
Position 1008: 0.003770148012195503
Position 1066: 0.003635773384141752
Position 308: 0.0035585582676853416
Position 1004: 0.0035328212365152035
Position 304: 0.003383942693168909
Position 536: 0.003177927342633332
Position 943: 0.0030817215156634247
Position 542: 0.0020501767972437674
Position 696: 0.0009433839628007731
Position 1419: 0.0007922747635294089
Position 403: 0.0007553013489670314
Position 1016: 0.000691961757435934
Position 1018: 0.0006221623649693505
Position 530: 0.0005740928265138283
Position 1020: 0.0005129938241918074
Position 260: 0.0005112012387527014
Position 1012: 0.0004632167379256558
Position 1022: 0.0004174410705872363
Position 285: 0.00039183017702926226
Position 300: 0.00038164106876938065
Position 107: 0.00037095246465729937
Position 264: 0.0003322180022931125
Position 2389: 0.0003193253640185474
Position 1014: 0.0003147445687361754
Position 268: 0.0002834118221963102
Position 1416: 0.00028180893764223657
Position 1186: 0.00028177990692376966
Position 1032: 0.00025923521839244575
Position 21477: 8.326988409675126e-06
Position 21342: 5.7851551847767464e-08
Position 4106: 3.8572752701127755e-08
Position 4795: 1.756792112371127e-08
Position 4291: 1.2448863233573884e-08
Position 5305: 6.798106387470204e-09
Position 5841: 6.049960452585262e-09
Position 4375: 4.458405329326271e-09
Position 13843: 3.24222492051262e-09
Position 13195: 3.185063086711358e-09
Position 13539: 3.1368996044819583e-09
Position 3938: 2.998877254627301e-09
Position 7225: 2.508445996613054e-09
Position 17913: 1.9274841398761312e-09
Position 18389: 1.4967203514235393e-09
Position 17253: 1.369337181686494e-09
Position 21473: 9.076709652763726e-10
Position 2670: 8.097997472097685e-10
Position 2311: 5.537512393623124e-10
Position 4207: 2.2358591822721828e-10
Position 4124: 1.836490076721468e-10
Position 3504: 1.533766796785999e-10
Position 4110: 1.4150519983527528e-10
Position 3953: 8.162261380811479e-11
Position 4142: 7.141860813348138e-11
Position 12547: 4.752296971227114e-11
Position 12052: 3.015966603946193e-11
Position 12114: 2.7242486586597466e-11
Position 13390: 1.6091259891734582e-11
Position 172: 1.3814673935145997e-11
Position 58: 1.1109904786385114e-11
Position 10347: 1.1103525211999139e-11
Position 11286: 8.93352943271439e-12
Position 330: 7.62246985381749e-12
Position 7948: 7.30511382890206e-12
Position 345: 7.0280960622512485e-12
Position 7309: 6.705770462957814e-12
Position 149: 5.080782697220689e-12
Position 550: 4.542382593489871e-12
Position 276: 3.420895433833732e-12
Position 1475: 3.32183911061093e-12
Position 355: 3.201447302609486e-12
Position 256: 3.03324663110424e-12
Position 548: 2.984206504555415e-12
Position 8: 2.9431911861445947e-12
Position 5115: 2.7902840799643043e-12
Position 324: 2.362868804734284e-12
Position 1826: 2.0897119306428007e-12
Position 254: 2.0418550180986996e-12
Position 5098: 2.0397285029090833e-12
Position 1436: 1.928737879656692e-12
Position 302: 1.8879112418847456e-12
Position 318: 1.6591909153205811e-12
Position 272: 1.5720094910967503e-12
Position 446: 1.4325265204503234e-12
Position 2005: 1.200169533793023e-12
Position 5145: 9.942991398653446e-13
Position 6143: 7.940344017240249e-13
Position 560: 6.351634724761834e-13
Position 5090: 5.945482015291031e-13
Position 292: 5.662445968448711e-13
Position 6: 5.458566409394476e-13
Position 1002: 4.555823523770881e-13
Position 312: 3.9997705233324996e-13
Position 1480: 3.5015548912939936e-13
Position 6068: 3.3535936445056563e-13
Position 248: 2.2694277402784559e-13
Position 6627: 1.814209393199615e-13
