Gene = aos
index = 1610
Annotated 5SS: [  970 11830 12071]
Annotated 3SS: [11275 11898 12138]
SMsplice 5SS: [  970 11830 12071]
SMsplice 3SS: [11275 11898 12138]
top_k =  1000
Partition function (log Z): 6.162933997933553

Sorted 5' Splice Sites (High to Low Probability):
Position 12071: 0.9991272525912953
Position 11830: 0.998989321208771
Position 970: 0.9883310914672321
Position 11449: 0.17325461019662738
Position 12783: 0.15741881947514463
Position 5512: 0.07579392796939649
Position 12935: 0.054749192798081055
Position 12329: 0.04891723678401173
Position 14: 0.04844200588066546
Position 12759: 0.04060815974032895
Position 2985: 0.03419594986669284
Position 10215: 0.015527685394112523
Position 8170: 0.0127128139438802
Position 10129: 0.012427618134625583
Position 335: 0.011515521134658835
Position 12634: 0.008488901687173719
Position 2122: 0.007472752865487045
Position 1794: 0.007096677482595947
Position 11045: 0.005519965877078219
Position 11029: 0.004845518681373477
Position 785: 0.004340156500503085
Position 228: 0.0043199266814825795
Position 2259: 0.0031392281410209995
Position 964: 0.0031050322303312937
Position 11435: 0.002779887105625905
Position 13055: 0.0021999237890520354
Position 7641: 0.0021680695959731405
Position 12280: 0.0020072613324575665
Position 178: 0.001831080951292438
Position 361: 0.0017015298996668159
Position 2162: 0.0016260617205952892
Position 6457: 0.0015795338876870904
Position 10534: 0.0015126216850000992
Position 10364: 0.0013936463470540625
Position 12418: 0.0013890137982654673
Position 4227: 0.00129758368549111
Position 2233: 0.0012548964646666406
Position 9259: 0.0010674941133441108
Position 9275: 0.001048253049196392
Position 53: 0.000971422134398672
Position 169: 0.0009099717186061587
Position 12352: 0.0009035564761784079
Position 183: 0.0008119846787224311
Position 101: 0.0007595247030475171
Position 820: 0.000722149932956639
Position 790: 0.0006608111112083591
Position 176: 0.0006051855399681834
Position 12181: 0.00045655662029408687
Position 12403: 0.0003935620465154483
Position 558: 0.00035326566197763554
Position 12909: 0.00034583464234132097
Position 720: 0.0003400779180501414
Position 12479: 0.0002777717279511764
Position 667: 0.0002617190844878338
Position 12075: 0.00025826261793436897
Position 12211: 0.00023783990654547025
Position 323: 0.00023243048469776762
Position 13103: 0.000191849298501672
Position 307: 0.00018270277907896058
Position 325: 0.0001738921233742392
Position 91: 0.00017200300031796178
Position 321: 0.00015363512855711623
Position 4263: 0.00013057181187763547
Position 12700: 0.00012062979728750461
Position 13108: 0.00012029301785878666
Position 12469: 0.00011778492276337034
Position 1464: 0.00011743473890394206
Position 8588: 0.00011014518717801919
Position 713: 9.922268587343742e-05
Position 18: 9.564364341441423e-05
Position 775: 9.229537227795702e-05
Position 8576: 8.672698595524362e-05
Position 7162: 8.48541421379619e-05
Position 12624: 7.539931604331228e-05
Position 254: 7.129020103870396e-05
Position 12920: 6.91314364093908e-05
Position 946: 6.641212258771368e-05
Position 12567: 6.436179919838064e-05
Position 985: 6.412085069660644e-05
Position 2923: 5.663014309412195e-05
Position 12296: 5.3081816212561584e-05
Position 2358: 5.228182415702674e-05
Position 2913: 4.678976058834892e-05
Position 12680: 4.6609876542204265e-05
Position 12673: 4.5301745340893116e-05
Position 11639: 4.311241716120004e-05
Position 11505: 4.190395603377921e-05
Position 669: 3.7835163834529764e-05
Position 448: 3.718100402102085e-05
Position 2933: 3.523921310706884e-05
Position 12900: 3.4384995820409404e-05
Position 12804: 3.382317515241174e-05
Position 2681: 3.356150897248171e-05
Position 1452: 3.032669492673066e-05
Position 3699: 2.9933008345438923e-05
