Gene = WDR79
index = 1600
Annotated 5SS: [ 166  874 1121]
Annotated 3SS: [ 221  931 1179]
SMsplice 5SS: [ 166  874 1121]
SMsplice 3SS: [ 221  931 1179]
top_k =  1000
Partition function (log Z): 2.423685886801179

Sorted 5' Splice Sites (High to Low Probability):
Position 1121: 0.9993196943394611
Position 874: 0.9890634384075756
Position 166: 0.8083502430250434
Position 142: 0.010852126194252935
Position 689: 0.007759472070152675
Position 278: 0.0019941427703276367
Position 1006: 0.0013925370824136643
Position 1010: 0.0011281329278770569
Position 414: 0.000994032815101617
Position 835: 0.0008973000974157649
Position 1551: 0.0008561685771305472
Position 517: 0.0006724763296160677
Position 679: 0.0006244213931768752
Position 338: 0.0005781144611659827
Position 1423: 0.0004371994614113658
Position 479: 0.0002486137732840726
Position 170: 0.00021074858564953052
Position 716: 0.0001464275666962098
Position 1574: 0.00013315843100575978
Position 200: 0.00012120834971519243
Position 601: 0.0001185576355931201
Position 695: 9.39111859412776e-05
Position 596: 8.316647087622788e-05
Position 1472: 6.714633168901187e-05
Position 577: 5.975979991513048e-05
Position 148: 5.74970005814515e-05
Position 794: 4.7528571574092746e-05
Position 1381: 3.879164494813814e-05
Position 878: 3.825179539546779e-05
Position 1029: 3.216548528663601e-05
Position 1506: 2.8825985762473682e-05
Position 381: 2.684956357806465e-05
Position 322: 2.4915188120224162e-05
Position 175: 2.4685568883047205e-05
Position 1142: 1.9569109846350208e-05
Position 664: 1.89155127271888e-05
Position 1441: 1.7157738670852395e-05
Position 299: 1.5860649747330406e-05
Position 1568: 1.584717023802973e-05
Position 488: 1.5101596766295956e-05
Position 1607: 1.3944004065250866e-05
Position 304: 1.3495749456923522e-05
Position 1306: 1.3333443523106536e-05
Position 1213: 1.288443029758353e-05
Position 131: 1.2733225921012107e-05
Position 1323: 1.1871525344545101e-05
Position 1188: 1.0540504943197778e-05
Position 1410: 6.2078364375892885e-06
Position 1125: 5.956723912116534e-06
Position 932: 5.798339682726177e-06
Position 21: 5.733242405520486e-06
Position 485: 5.458438300672911e-06
Position 251: 4.2648040463709275e-06
Position 1405: 4.108124936001607e-06
Position 625: 3.5924868668658294e-06
Position 569: 3.257297642278201e-06
Position 1477: 3.1579982012383977e-06
Position 755: 2.4362621300024284e-06
Position 224: 1.9784073647424536e-06
Position 8: 1.8821897777376874e-06
Position 968: 1.817358215153945e-06
Position 830: 1.7210623059191954e-06
Position 1490: 1.6053600804417357e-06
Position 395: 1.4443820024376567e-06
Position 1020: 1.3794670943573634e-06
Position 372: 1.3224163378938016e-06
Position 123: 1.1858309094397083e-06
Position 732: 1.1495154390877382e-06
Position 818: 8.127949485436959e-07
Position 53: 6.911652132013018e-07
Position 416: 5.499970196905883e-07
Position 787: 5.285552423651781e-07
Position 82: 3.933757003149585e-07
Position 800: 3.424111309395835e-07
Position 1396: 3.0326630785095676e-07
Position 1176: 2.8740275192453103e-07
Position 1640: 2.0805520276959617e-07
Position 985: 8.781654919207141e-08
