Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  1000
Partition function (log Z): -5.537126140939843

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9997292652153591
Position 1798: 0.00986037672363109
Position 1185: 0.005289290341394384
Position 729: 0.00420176874959634
Position 948: 0.0029742805993742383
Position 1455: 0.0022177645647170996
Position 110: 0.0014215173229664363
Position 980: 0.0010701107170907292
Position 633: 0.0009079291692488372
Position 498: 0.000603859434212183
Position 621: 0.0005687671362207911
Position 628: 0.000520567539437338
Position 1314: 0.0004088448267717341
Position 1084: 0.0003936010032640077
Position 841: 0.000384006453174529
Position 1927: 0.0003790558496627932
Position 704: 0.00029800606689539007
Position 1018: 0.0002715302449185624
Position 787: 0.00021544841048075467
Position 1347: 0.00015718011681077235
Position 595: 0.00015679783580371508
Position 836: 0.00015240494158854856
Position 314: 0.00014071388609634752
Position 611: 0.00012962389761759957
Position 1585: 0.00010561800481595992
Position 1623: 8.370737927878128e-05
Position 584: 7.706806488800403e-05
Position 522: 6.895750143735705e-05
Position 1955: 5.715276501823466e-05
Position 1967: 4.77523754350921e-05
Position 1588: 4.328143939482727e-05
Position 995: 3.753858335304302e-05
Position 1915: 3.139705909731544e-05
Position 941: 2.869370579841399e-05
Position 180: 2.7353251595543546e-05
Position 152: 2.183564042562835e-05
Position 1329: 2.1730702175960934e-05
Position 865: 1.9279923505253182e-05
Position 1672: 1.6833627380612898e-05
Position 844: 1.6231708280046596e-05
Position 1173: 1.6190379475030947e-05
Position 958: 1.5541234022919284e-05
Position 1921: 1.5256444841916654e-05
Position 281: 1.2166562382198629e-05
Position 97: 1.0201534682433121e-05
Position 542: 9.397874044177165e-06
Position 791: 9.111025248544327e-06
Position 476: 7.924968630974297e-06
Position 1788: 7.147674987851857e-06
Position 1241: 6.917638038276111e-06
Position 1162: 6.4927549898368686e-06
Position 63: 1.8227299068763983e-06
Position 82: 1.6518216956046414e-06
Position 906: 1.6137468535914453e-06
Position 348: 1.1549672691462819e-06
Position 208: 4.1065055881020914e-07
Position 51: 2.922752216552948e-07
Position 217: 2.451213162084422e-07
Position 271: 2.1394967071342332e-07
Position 166: 1.501899989937104e-07
Position 33: 8.226640769680595e-08
Position 1733: 5.0973875093015004e-08
Position 847: 3.5688686456197865e-08
Position 482: 3.490758910559915e-08
Position 900: 3.044793630301116e-08
Position 283: 2.0962793919443283e-08
Position 377: 2.029472959319704e-08
Position 821: 1.904900364935658e-08
Position 1217: 4.793185213446911e-09
Position 384: 4.745879114705832e-09
Position 467: 1.60530718894739e-09
Position 1148: 1.4911005593678303e-11
Position 1220: 5.539033579282098e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9433832140832259
Position 476: 0.02178545218540879
Position 676: 0.01132866072662153
Position 1853: 0.010939303141489162
Position 1824: 0.006293194635496824
Position 1715: 0.005468247667860858
Position 1788: 0.005119585068950962
Position 800: 0.00420706754161536
Position 1541: 0.0033381618246221528
Position 1045: 0.0030915502026316725
Position 991: 0.002474382638870139
Position 656: 0.002349863361298365
Position 569: 0.0017821068539504087
Position 1549: 0.0017453871949968736
Position 920: 0.0016497533568184178
Position 1940: 0.0011178854681047064
Position 2011: 0.0010821906152776433
Position 166: 0.0009928442330614643
Position 865: 0.0009134852287807693
Position 704: 0.0006514511270131929
Position 2016: 0.00044706098553227666
Position 1300: 0.00040285205675923754
Position 1794: 0.00028861126252160957
Position 198: 0.00021244759049128233
Position 1251: 0.0002101722867149029
Position 1346: 0.00019497547939262335
Position 1471: 0.00017498753079848092
Position 201: 0.00014667370793671093
Position 608: 0.00014087043282439172
Position 1529: 0.00013319908369538257
Position 566: 0.00011702110864971081
Position 829: 0.00011444801092136704
Position 1255: 0.00011274386700354239
Position 186: 7.690592178166193e-05
Position 2031: 7.37561687724247e-05
Position 482: 5.904441419686715e-05
Position 1507: 5.528818750204627e-05
Position 1637: 5.424880242674433e-05
Position 628: 4.581884233783266e-05
Position 542: 4.548328725926243e-05
Position 712: 4.536980963911634e-05
Position 774: 3.952903948792009e-05
Position 1955: 3.88803482910582e-05
Position 1184: 3.717851880052135e-05
Position 1241: 3.2276024672215186e-05
Position 1485: 2.715627430268262e-05
Position 768: 2.6979440705190654e-05
Position 261: 2.1062627887150214e-05
Position 1021: 1.994574783409802e-05
Position 1568: 1.8590005172179413e-05
Position 1102: 1.6648984293871907e-05
Position 1224: 1.3643817131748207e-05
Position 1208: 1.2529267278881542e-05
Position 1604: 1.2507350186799792e-05
Position 1188: 1.1386846746574404e-05
Position 1100: 1.028620974161658e-05
Position 1611: 1.0039664147755926e-05
Position 372: 9.801709927200197e-06
Position 303: 6.715612166364361e-06
Position 1121: 5.721450038147361e-06
Position 965: 5.670069186316792e-06
Position 1693: 5.38292366278371e-06
Position 332: 5.377197595515867e-06
Position 595: 5.335834489891984e-06
Position 268: 4.091352389231583e-06
Position 578: 3.7271519424890514e-06
Position 1362: 3.5156407581040564e-06
Position 1562: 2.7988099541850366e-06
Position 1864: 2.4189857541361252e-06
Position 1310: 2.0779043297442895e-06
Position 1258: 1.9135783806747576e-06
Position 611: 1.0992987934825847e-06
Position 245: 9.478296860278888e-07
Position 133: 1.2384272170052137e-07
Position 313: 8.407219430418295e-08
Position 94: 7.592751421189944e-08
Position 125: 2.7707787790061472e-08
Position 335: 1.281909239793059e-08
Position 1018: 8.76403020767547e-09
Position 584: 4.3174833275754646e-09
Position 680: 3.870618344603388e-09
Position 82: 3.17311320981265e-09
Position 109: 2.9375265247500256e-09
Position 527: 2.284259680539081e-09
Position 832: 6.941211423004046e-10
Position 958: 8.400618413542515e-11
Position 497: 6.054884753866852e-11
Position 377: 8.902225043604362e-12
