Gene = Hpd
index = 1214
Annotated 5SS: [ 101  345  796 1508]
Annotated 3SS: [ 317  411  853 1571]
SMsplice 5SS: [ 345  796 1508]
SMsplice 3SS: [ 411  853 1571]
top_k =  1000
Partition function (log Z): 2.4010249331372577

Sorted 5' Splice Sites (High to Low Probability):
Position 796: 0.9973740510701846
Position 1508: 0.9540493943061714
Position 345: 0.9486371812184597
Position 101: 0.11982639200990958
Position 270: 0.05709081205249145
Position 1268: 0.03881725704757092
Position 25: 0.008127419086707898
Position 359: 0.007928508501394515
Position 1033: 0.006332700446477522
Position 141: 0.0038985160925874805
Position 1198: 0.00317146060314464
Position 133: 0.0031632312352783383
Position 125: 0.0011932452127482803
Position 122: 0.000864486899210846
Position 136: 0.0007438058034869502
Position 155: 0.0005451476746615931
Position 180: 0.0005082434159773842
Position 1066: 0.0004290961487708192
Position 1382: 0.0003707550872185618
Position 349: 0.0003585160965844424
Position 989: 0.0002633810832967955
Position 800: 0.00024453471949912605
Position 892: 0.00022553324353895851
Position 209: 0.00019453335366364082
Position 86: 0.0001473952665721062
Position 772: 0.00013773498222724732
Position 1142: 0.00012529147735289693
Position 92: 0.00012497826644765233
Position 1484: 0.00012387277506877115
Position 1207: 8.3855931331353e-05
Position 58: 3.422748291390332e-05
Position 986: 2.9870267539773718e-05
Position 1221: 2.7018515276351133e-05
Position 1118: 2.563913533986717e-05
Position 457: 2.0654627765691158e-05
Position 1393: 1.3042954729823687e-05
Position 1224: 1.0465054285038442e-05
Position 679: 8.877183418521922e-06
Position 377: 6.615190714535499e-06
Position 591: 4.3587623811121975e-06
Position 1183: 4.314517901037273e-06
Position 1202: 3.8111846645747274e-06
Position 656: 3.2612588788798603e-06
Position 23: 2.4279792677715354e-06
Position 1546: 1.4470058606714641e-06
Position 804: 9.600703099659889e-07
Position 1318: 6.096151238151826e-07
Position 667: 5.990703078423006e-07
Position 938: 5.689555710429568e-07
Position 733: 5.665202564920892e-07
Position 1051: 5.142613523228282e-07
Position 1070: 5.12505078834968e-07
Position 925: 4.931983608002822e-07
Position 1022: 4.167735972049344e-07
Position 658: 2.3919345660216425e-07
Position 1297: 2.036545253894241e-07
Position 1111: 1.966958915598281e-07
Position 565: 1.4571331234088287e-07
Position 853: 1.3718629501376329e-07
Position 1226: 7.555619227969973e-08
Position 730: 1.0720922159145358e-08
Position 583: 6.006456421550918e-09
Position 719: 5.031934564327506e-09
Position 878: 2.1845935240336666e-09
Position 595: 1.4830163003135308e-09
Position 712: 2.1317638128232722e-11
Position 589: 7.420770059788605e-12
Position 714: 5.305890843191083e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 853: 0.9843744836012847
Position 411: 0.9681796365026004
Position 1571: 0.9596406194924921
Position 317: 0.13125677015247547
Position 1336: 0.03336128875815649
Position 246: 0.022958926309630496
Position 191: 0.017399583566289345
Position 1342: 0.008710679995354631
Position 922: 0.007303018820927651
Position 178: 0.003884217625878885
Position 525: 0.002588500919517511
Position 1084: 0.002317579154805203
Position 155: 0.002046971673644406
Position 147: 0.0020074720018499106
Position 1438: 0.0012743939389783432
Position 269: 0.0011742544327614766
Position 1339: 0.0008123784413814126
Position 220: 0.0007013453494676497
Position 1327: 0.0006889866452676913
Position 1051: 0.0005917157253422806
Position 967: 0.00044681806260247483
Position 1189: 0.0004168561471047227
Position 1012: 0.0004016518821822614
Position 1000: 0.00035151565213515273
Position 256: 0.00031220152185536346
Position 322: 0.00029382546283833916
Position 1363: 0.00027970913853696657
Position 1264: 0.00020924220939347887
Position 474: 0.00019524615174388866
Position 573: 0.00017968772052389645
Position 1393: 0.00011814970355466812
Position 935: 0.00010872293708603172
Position 1353: 9.763777258419576e-05
Position 1282: 9.598851714011785e-05
Position 336: 5.3852419268500145e-05
Position 92: 5.157559716236134e-05
Position 579: 3.387082737722836e-05
Position 1138: 3.214905822786636e-05
Position 1459: 3.200581551763798e-05
Position 1183: 3.095989294134485e-05
Position 345: 2.763196114849235e-05
Position 902: 2.6827374244239645e-05
Position 1595: 2.432489006685646e-05
Position 471: 2.105332177820969e-05
Position 1450: 1.9610550966852983e-05
Position 1180: 1.8784682866329717e-05
Position 730: 1.6280222287036885e-05
Position 829: 1.502051931669465e-05
Position 1464: 1.4792843233288296e-05
Position 434: 1.4579006205894941e-05
Position 418: 1.0425273311125221e-05
Position 1195: 1.004714171061618e-05
Position 1390: 9.230228379722538e-06
Position 1540: 9.227858602839027e-06
Position 1484: 7.773333755959918e-06
Position 1166: 7.703239348839397e-06
Position 532: 4.116819311440494e-06
Position 180: 3.856253958136092e-06
Position 1135: 3.6632929827603106e-06
Position 1369: 3.530760420532557e-06
Position 1018: 3.324144363009653e-06
Position 684: 3.13306834821055e-06
Position 1289: 2.0148851789806323e-06
Position 1147: 1.5744428275829867e-06
Position 558: 1.5112450468509617e-06
Position 1626: 1.3560993028859031e-06
Position 663: 1.3502403438815446e-06
Position 1231: 1.3371839717824762e-06
Position 357: 1.0454126021016121e-06
Position 750: 9.644827751918374e-07
Position 1546: 9.196100947000568e-07
Position 1631: 6.59894485622679e-07
Position 670: 3.3456325869067497e-07
Position 375: 3.119166407487104e-07
Position 679: 2.5927087642843643e-07
Position 792: 1.8070002215942584e-07
Position 349: 1.4369752763298772e-07
Position 1512: 1.0467552670342928e-07
Position 482: 6.139172169150174e-08
Position 621: 3.414281712679657e-08
Position 534: 1.6042541784814578e-08
Position 1635: 9.902654696050454e-09
Position 109: 4.282181242087187e-09
Position 67: 2.962398792507949e-09
Position 765: 1.4563812611903957e-09
Position 86: 1.1184987078581645e-09
Position 69: 3.3153639276974994e-10
Position 883: 3.238651456485982e-10
