Gene = Ip259
index = 1234
Annotated 5SS: [35]
Annotated 3SS: [386]
SMsplice 5SS: [35]
SMsplice 3SS: [423]
top_k =  1000
Partition function (log Z): -6.299113571089651

Sorted 5' Splice Sites (High to Low Probability):
Position 35: 0.936175441479716
Position 270: 0.09623654452397364
Position 360: 0.016145046783612983
Position 188: 0.004715321359734007
Position 378: 0.0028958379909491735
Position 881: 0.0014387811256853023
Position 537: 0.0008766381475304208
Position 631: 0.0006389218236239945
Position 48: 0.0003753407441797992
Position 781: 0.0003347112834358986
Position 759: 0.0001694341723069004
Position 69: 0.00016787705181237758
Position 909: 0.0001441367021894503
Position 105: 7.872146906556638e-05
Position 74: 6.826855111435743e-05
Position 274: 5.893589752037555e-05
Position 121: 4.645627318596818e-05
Position 814: 4.323447669927716e-05
Position 352: 3.689847746749961e-05
Position 1061: 3.565582811642292e-05
Position 245: 3.364050286292536e-05
Position 286: 3.303334402413013e-05
Position 1166: 2.5292318579154364e-05
Position 392: 1.932996495227012e-05
Position 1141: 1.7920947641800945e-05
Position 805: 1.5983404181326014e-05
Position 39: 1.4374546832151232e-05
Position 652: 1.4336510336795158e-05
Position 917: 1.405523218939661e-05
Position 1099: 1.1183105421924694e-05
Position 1048: 9.685204517016959e-06
Position 227: 7.534028608894133e-06
Position 792: 5.092772990996823e-06
Position 712: 4.785458503870151e-06
Position 180: 4.221445925872301e-06
Position 153: 4.188707044826608e-06
Position 135: 3.5194894046151865e-06
Position 51: 1.7203952647749782e-06
Position 1094: 1.1219687654886896e-06
Position 1066: 7.652060828667109e-07
Position 108: 3.931821292104431e-08
Position 300: 5.800782103533564e-09
Position 453: 4.332219965572747e-09
Position 293: 3.98483056077123e-09
Position 503: 1.873125837592148e-09
Position 429: 1.1020892209028467e-09
Position 21: 6.473918626592448e-10
Position 877: 5.034690876497578e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 423: 0.665841595300636
Position 386: 0.25315408472077716
Position 108: 0.035742393271713156
Position 269: 0.0314857366847111
Position 105: 0.021061654041327912
Position 450: 0.018774186355428248
Position 180: 0.014954383746693353
Position 313: 0.004181145213578654
Position 399: 0.004134520492871374
Position 293: 0.0034850867759008766
Position 689: 0.0024949284647365058
Position 325: 0.0013772333376492292
Position 970: 0.0009831087628213216
Position 951: 0.000696409296572312
Position 594: 0.000614581109817558
Position 948: 0.0003512255984174875
Position 600: 0.0002180204453046971
Position 900: 0.00016750075205910413
Position 1222: 0.0001543284058334557
Position 1140: 0.00012430619285887592
Position 909: 9.291589707743374e-05
Position 735: 8.839407978701672e-05
Position 220: 6.373019562220074e-05
Position 843: 6.0863685700755965e-05
Position 606: 4.5405540058799266e-05
Position 837: 4.23250469972934e-05
Position 274: 3.589847479966792e-05
Position 868: 3.4758480137426015e-05
Position 732: 3.300410316418498e-05
Position 1011: 2.9898776192451066e-05
Position 492: 2.8398704957696396e-05
Position 603: 2.5763071291885746e-05
Position 135: 2.5702429018609303e-05
Position 1180: 2.498059815345784e-05
Position 1059: 2.2144040280830636e-05
Position 1014: 2.1953912271266133e-05
Position 570: 2.0639903883914852e-05
Position 495: 1.8027023160871508e-05
Position 814: 1.7532591032625918e-05
Position 781: 1.7527144218939105e-05
Position 201: 1.4877029411553391e-05
Position 642: 1.4693155324167925e-05
Position 1224: 1.4114158372080333e-05
Position 831: 1.3615913480787382e-05
Position 1117: 1.2108038960228242e-05
Position 792: 1.1797364399345753e-05
Position 822: 1.1357900912292093e-05
Position 627: 8.912126535196797e-06
Position 513: 7.559166004783129e-06
Position 1075: 6.822611441220821e-06
Position 1156: 6.524905942075141e-06
Position 651: 6.279664516693957e-06
Position 573: 5.512560922597471e-06
Position 885: 5.432402194303665e-06
Position 711: 5.329443349163782e-06
Position 691: 3.99056838259296e-06
Position 612: 3.982743817760337e-06
Position 979: 3.6347255744301453e-06
Position 588: 3.4760810298459358e-06
Position 630: 2.9384033262422913e-06
Position 169: 2.576863160385626e-06
Position 796: 2.3186976598812196e-06
Position 738: 1.9485168826967605e-06
Position 520: 1.5087713275953406e-06
Position 704: 1.506645597183878e-06
Position 429: 1.2988461477892661e-06
Position 804: 1.2614612105203919e-06
Position 699: 1.214555598915683e-06
Position 477: 1.1464943367061838e-06
Position 315: 1.270212681209839e-08
Position 639: 5.094073013762615e-10
Position 645: 4.2029443698822736e-10
Position 552: 1.23410899205901e-10
Position 63: 2.17663825038875e-11
Position 528: 1.4336176178909434e-11
Position 74: 3.4940586346675217e-12
Position 499: 2.944067774717619e-15
