Gene = hid
index = 1727
Annotated 5SS: [  850 12595 13582]
Annotated 3SS: [12086 13268 15549]
SMsplice 5SS: [  850 12595 13582]
SMsplice 3SS: [12086 13268 15549]
top_k =  1000
Partition function (log Z): -3.284086626781935

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9901247017127319
Position 12595: 0.9752856896628196
Position 13582: 0.9750680567013018
Position 4574: 0.1451613404265872
Position 15884: 0.12233397789379262
Position 4469: 0.07153062566598102
Position 3427: 0.06642057452611694
Position 11959: 0.06438329571054871
Position 1036: 0.06278329243679287
Position 17033: 0.0603050958950439
Position 2727: 0.035971859668689085
Position 1653: 0.03561315429216474
Position 10405: 0.03497468411938692
Position 1133: 0.03250132536933962
Position 28: 0.023434332152565046
Position 2226: 0.023209732538269037
Position 1504: 0.02037234616249456
Position 16284: 0.020287802133731842
Position 8756: 0.01891410570239518
Position 15388: 0.01402310710401366
Position 15646: 0.013200218225373499
Position 14713: 0.012892650556505927
Position 14654: 0.010316710043740681
Position 15206: 0.009342534687699607
Position 5357: 0.009205332268999255
Position 1458: 0.008494396583802539
Position 10696: 0.00813295995905494
Position 14060: 0.007765446835475738
Position 8712: 0.007485256222036722
Position 9136: 0.007260541522265458
Position 1175: 0.005485126558239863
Position 818: 0.005366830268272235
Position 15844: 0.004871506390143265
Position 1127: 0.004682497911130048
Position 14782: 0.004630380889658226
Position 2902: 0.0036596035351620275
Position 13645: 0.0032461253897992518
Position 4462: 0.003140652790533218
Position 4019: 0.0030302150149421896
Position 14666: 0.0029690811383471754
Position 15941: 0.0029145505679695058
Position 4090: 0.002705520025310202
Position 322: 0.0026200891680213836
Position 13631: 0.0026036998061088525
Position 14002: 0.0024369533276249475
Position 14926: 0.002322761054248149
Position 6797: 0.0021994204706211077
Position 1032: 0.0021336400323060845
Position 2463: 0.002015416416911287
Position 15204: 0.0019408428744143915
Position 5721: 0.0019356739067694826
Position 15664: 0.001841342004905677
Position 5695: 0.0017571314627329634
Position 1810: 0.0016429492628582528
Position 17279: 0.0015916243272854084
Position 3778: 0.0013959025314584878
Position 13919: 0.0012384608645784499
Position 15108: 0.001228343770301159
Position 7147: 0.0011864882698370467
Position 1704: 0.0011114415371607958
Position 3385: 0.0009532314049652931
Position 9957: 0.000749173883974696
Position 369: 0.0007031048306464691
Position 13904: 0.0006298692267436688
Position 900: 0.0005722234572551314
Position 14066: 0.0004935365572206
Position 14099: 0.00044851613475150454
Position 14869: 0.0004425584595771861
Position 15896: 0.0003620896784698441
Position 14072: 0.00035728726566848447
Position 3985: 0.0003354920415520483
Position 2656: 0.00031072367531406514
Position 256: 0.00030566847824481147
Position 4004: 0.00027368201481313057
Position 13543: 0.00026346647946549033
Position 12212: 0.0002521978797166372
Position 15707: 0.00022447605248321407
Position 14699: 0.0002129574222262746
Position 12847: 0.00019327423390579933
Position 14484: 0.0001915364443829098
Position 1481: 0.00018548832519667304
Position 14125: 0.000175849299749518
Position 1146: 0.0001688470128942899
Position 13487: 0.00016268223619903013
Position 194: 0.00012981435149783893
Position 977: 0.00012904542759378644
Position 15791: 0.00011099204064346555
Position 15824: 0.0001075172026506102
Position 13672: 0.00010200143174561075
Position 12405: 8.946944685211394e-05
Position 15710: 7.972987445776284e-05
Position 16218: 7.622174972598193e-05
Position 16473: 7.613891654169511e-05
Position 59: 6.868743635636917e-05
Position 13966: 6.86316293364692e-05
Position 15721: 6.490412724246228e-05
Position 70: 6.336028162379551e-05
Position 15644: 5.358088148512781e-05
Position 259: 5.0535516984523675e-05
Position 16381: 4.869970290718014e-05
Position 4860: 4.711806164815268e-05
Position 3491: 4.271371358536195e-05
Position 2253: 3.931150105185297e-05
Position 150: 3.899925949658933e-05
Position 13861: 3.400509164619516e-05
Position 847: 3.315969076399765e-05
Position 1893: 3.2311538886487865e-05
Position 157: 2.79563283985816e-05
Position 35: 2.6212826282467472e-05
Position 254: 2.224218514295753e-05
Position 904: 2.1751312626228784e-05
Position 3471: 1.8545950643004718e-05
Position 77: 1.8244629529324693e-05
Position 1884: 1.824126330285095e-05
Position 1781: 1.4159386049995215e-05
Position 13714: 1.2737847234779736e-05
Position 1292: 1.2556569482283597e-05
Position 822: 1.0376163825534624e-05
Position 1400: 9.276286510020623e-06
Position 1838: 9.024771725761552e-06
