Gene = Oscillin
index = 1346
Annotated 5SS: [ 327  827 1015 1624]
Annotated 3SS: [ 721  886 1081 2357]
SMsplice 5SS: [  85  327  827 1015 1624]
SMsplice 3SS: [ 146  721  886 1081 2357]
top_k =  1000
Partition function (log Z): 8.616568579430462

Sorted 5' Splice Sites (High to Low Probability):
Position 827: 0.9928229472772929
Position 1015: 0.9635225525302529
Position 85: 0.8275780262313412
Position 327: 0.7124380134912858
Position 1624: 0.6131947242768991
Position 671: 0.2962304503150282
Position 643: 0.10356217718785143
Position 2133: 0.0982510663163708
Position 1996: 0.044846563406353714
Position 1330: 0.030661220277171324
Position 1706: 0.02744182962404451
Position 1600: 0.025379248716905972
Position 1685: 0.02009459461736439
Position 1991: 0.01750618465195757
Position 1011: 0.017407484402500756
Position 75: 0.014804689985475489
Position 1677: 0.013401850846865444
Position 278: 0.012631353722799898
Position 2029: 0.011891279809337648
Position 1396: 0.0116799944177775
Position 1511: 0.01094543321988842
Position 1007: 0.008711794815431146
Position 2293: 0.008602851272486937
Position 1787: 0.007746518105074522
Position 2080: 0.007663295353945629
Position 1450: 0.00724234814295964
Position 969: 0.005510939680376239
Position 980: 0.00423691145777465
Position 1695: 0.0040467089295401475
Position 1784: 0.00397426813687099
Position 1712: 0.0035726859780894327
Position 20: 0.003199826839871294
Position 1531: 0.0025780789501680212
Position 1708: 0.0024414862248544403
Position 648: 0.0012313048975747059
Position 1825: 0.0012288407326138885
Position 1262: 0.0007803837095579076
Position 1513: 0.0007311136666998519
Position 1246: 0.0007130742598770076
Position 1215: 0.0006614392022561717
Position 1859: 0.0005951665924335174
Position 1609: 0.0005622580113529499
Position 1769: 0.0003944158166447274
Position 2122: 0.0003435174123808477
Position 1791: 0.0003299523408484443
Position 339: 0.00031161122671011774
Position 42: 0.0002767479362674863
Position 1796: 0.00027035534321516637
Position 1491: 0.0002654646024795838
Position 1315: 0.0002599546244906677
Position 1845: 0.0002148484523400319
Position 1370: 0.00020893405688221156
Position 1417: 0.00018912446926150242
Position 1653: 0.0001752925778220602
Position 1432: 0.0001345845749895275
Position 1758: 0.00012474945460818672
Position 1848: 0.00012129472549926339
Position 1864: 0.00011395515105554961
Position 2060: 9.663445036748981e-05
Position 261: 9.140014557208672e-05
Position 1165: 7.768277525324203e-05
Position 14: 7.461103123797603e-05
Position 539: 7.162339424639031e-05
Position 2203: 5.9443111925522276e-05
Position 48: 5.756037542419519e-05
Position 454: 5.36738004496144e-05
Position 817: 5.317801056333e-05
Position 1871: 5.072096478170935e-05
Position 389: 5.0322578518915895e-05
Position 1198: 4.907269161590743e-05
Position 570: 4.601528517634665e-05
Position 370: 3.904989796699892e-05
Position 762: 3.895807818321914e-05
Position 222: 3.659692214512394e-05
Position 984: 3.6072378868632786e-05
Position 496: 3.370506582588102e-05
Position 650: 3.154297089237919e-05
Position 1254: 3.1305253600839336e-05
Position 331: 2.8303738555340823e-05
Position 770: 2.2967860178800982e-05
Position 351: 1.83521056551495e-05
Position 1019: 1.7605576700187305e-05
Position 1535: 1.7362344248048396e-05
Position 579: 1.4684963330655086e-05
Position 401: 1.4216684981213688e-05
Position 1206: 1.2178168958364973e-05
Position 932: 9.912835592509213e-06
Position 1524: 8.657665157705569e-06
Position 439: 8.333741736479027e-06
Position 1122: 5.545129572931277e-06
Position 786: 4.772862044304657e-06
Position 24: 3.667626003973759e-06
Position 1035: 3.022314947781518e-06
Position 318: 2.3522898925528615e-06
Position 304: 2.3214540637555877e-06
Position 2405: 2.075681136875577e-06
Position 316: 2.0288829825678785e-06
Position 866: 1.948943289805994e-06
Position 616: 1.3822440694186909e-06
Position 597: 1.0737632934461915e-06
Position 950: 5.445183102844566e-07
Position 403: 1.8339756719636535e-07
Position 1317: 1.8166974677392195e-07
Position 194: 1.4730869340716713e-07
Position 216: 9.286707042199529e-08
Position 1423: 6.191095891101079e-08
Position 738: 7.07370013653305e-09
Position 1055: 1.2383398381040817e-11
Position 1062: 4.618398014447819e-12
Position 1048: 1.4380725399172694e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 886: 0.9910699118317725
Position 1081: 0.9903117681285258
Position 721: 0.986522379085607
Position 2357: 0.8950886743160321
Position 146: 0.8381960559621817
Position 389: 0.06243752402699533
Position 1930: 0.05885459501632747
Position 471: 0.03215305904185549
Position 401: 0.013668937979457214
Position 1749: 0.009111317414030842
Position 579: 0.007562528600495262
Position 639: 0.007351481356107237
Position 1851: 0.007198824283730181
Position 216: 0.005411363101248765
Position 370: 0.005182147590615218
Position 1407: 0.0046035078227976995
Position 754: 0.003756748146802166
Position 454: 0.0036612863618610825
Position 2288: 0.0035248562198622736
Position 2049: 0.0034374789959786285
Position 326: 0.002948646404978277
Position 872: 0.0021851661648601968
Position 1791: 0.0015719443565484787
Position 1836: 0.0015405362997625387
Position 1693: 0.001425402728620569
Position 492: 0.0009840557835223153
Position 590: 0.0008802980034696812
Position 2381: 0.0008157900847627951
Position 1043: 0.0006495470045879622
Position 2068: 0.0005376780732162061
Position 656: 0.0004776602937617536
Position 2203: 0.00043514640448395444
Position 171: 0.00038875441987449753
Position 2251: 0.00037846383990995045
Position 1449: 0.00026402271586310907
Position 2218: 0.0002522962314300408
Position 1656: 0.0002471881580930728
Position 1752: 0.00024185717461499518
Position 812: 0.00022007208792788473
Position 496: 0.00017006144212802695
Position 1705: 0.0001698267014292774
Position 1395: 0.00016191950830320072
Position 2018: 0.00015559940184541464
Position 1497: 0.00012324261296399024
Position 1884: 0.00010866086860618875
Position 1446: 9.436846267849665e-05
Position 1755: 9.363461648037279e-05
Position 334: 6.917789524407285e-05
Position 675: 5.894276340370056e-05
Position 1535: 5.6034349748740236e-05
Position 222: 5.177940087824079e-05
Position 1189: 5.033152327229641e-05
Position 2029: 4.3595341580442396e-05
Position 1941: 4.336416324589446e-05
Position 980: 4.263379247497049e-05
Position 1471: 3.582913117396214e-05
Position 1140: 3.54533766701326e-05
Position 301: 2.7620231731158825e-05
Position 226: 2.6466915974124603e-05
Position 962: 2.432309900418633e-05
Position 84: 2.1761124595927092e-05
Position 733: 1.8430294750666533e-05
Position 1548: 1.5289156791570455e-05
Position 671: 1.3175242842001464e-05
Position 2388: 1.0767303579105263e-05
Position 2414: 9.200690649151735e-06
Position 939: 8.83988761366983e-06
Position 331: 7.703822827982765e-06
Position 229: 6.883622514002862e-06
Position 2100: 4.784315434014606e-06
Position 2481: 4.4098041552608095e-06
Position 1623: 3.6778612727412623e-06
Position 298: 2.7922203850752363e-06
Position 1796: 2.747696232424466e-06
Position 2132: 2.7232023445866394e-06
Position 258: 2.5136344915640704e-06
Position 246: 2.3342549059792726e-06
Position 959: 2.039177764730539e-06
Position 75: 1.4602505786987807e-06
Position 1093: 1.4253088699971075e-06
Position 1091: 1.414859376752735e-06
Position 2423: 7.926836208529596e-07
Position 770: 7.249101758313533e-07
Position 826: 5.046992084931821e-07
Position 1347: 4.5122723880634544e-07
Position 968: 4.507717597250385e-07
Position 261: 3.655854843663849e-07
Position 255: 3.490983820679046e-07
Position 1161: 2.368647286157874e-07
Position 339: 2.1598169361348876e-07
Position 1545: 2.034007842689976e-07
Position 845: 2.0225508861783203e-07
Position 1479: 1.5496826215497403e-07
Position 1227: 2.2011883773535867e-08
Position 950: 1.620152241674102e-08
Position 1007: 1.0421936823713007e-08
Position 1104: 1.0123192678268689e-08
Position 278: 7.095565262683673e-09
Position 817: 6.4679448193641536e-09
Position 1221: 1.9133322661692948e-09
Position 1215: 3.4646455361536483e-10
Position 267: 4.707206374735621e-13
