Gene = Schip1
index = 1473
Annotated 5SS: [  37 1125 1642 1795 1921 2313 2645]
Annotated 3SS: [ 523 1184 1705 1853 1980 2375 2705]
SMsplice 5SS: [  37 1125 1642 1795 1921 2313 2645]
SMsplice 3SS: [ 523 1184 1705 1853 1980 2375 2705]
top_k =  1000
Partition function (log Z): 22.77466937398076

Sorted 5' Splice Sites (High to Low Probability):
Position 1921: 0.9993085303121135
Position 1795: 0.9931178315392872
Position 1642: 0.9922913988623996
Position 1125: 0.9901750641586944
Position 2313: 0.9165090748128714
Position 37: 0.9030931705175141
Position 2645: 0.7996271149762346
Position 402: 0.270996225007536
Position 1376: 0.1462190251546846
Position 712: 0.1422418983168458
Position 2262: 0.04303679644321158
Position 330: 0.038549379272838406
Position 2307: 0.03558476328945059
Position 252: 0.018981739291117405
Position 283: 0.010736544830243408
Position 150: 0.009212350860831189
Position 475: 0.00845128424586595
Position 1799: 0.00500098559521927
Position 1402: 0.004750658348207423
Position 1289: 0.004422564524958858
Position 456: 0.003834914785152406
Position 2649: 0.0036234154300578358
Position 1635: 0.0035981074613898423
Position 1361: 0.002739897939262406
Position 1132: 0.0025609230833799623
Position 772: 0.0024215588267403883
Position 846: 0.0021884851446036142
Position 461: 0.0019695846678605745
Position 2194: 0.0017326522226511223
Position 1342: 0.0014831084225690235
Position 385: 0.0010995040373334136
Position 2062: 0.0010130790706644518
Position 1545: 0.0007258057599469249
Position 305: 0.0006249170125447043
Position 271: 0.0006163137979584897
Position 2067: 0.0005359894768801255
Position 445: 0.0004702446216626268
Position 2092: 0.0004172252871895082
Position 1328: 0.00032860857400957564
Position 1421: 0.00032224664778063045
Position 1774: 0.0003165567699956069
Position 388: 0.0002876568960294562
Position 376: 0.0002861866065213263
Position 1129: 0.00028102704445313463
Position 608: 0.0002701044148587832
Position 371: 0.0002387031915871448
Position 1607: 0.00023069422489754466
Position 2496: 0.00022574933544193564
Position 41: 0.00020918629065159655
Position 481: 0.00019592001335563727
Position 478: 0.00012032985592034132
Position 869: 0.00011847137289948615
Position 266: 0.0001144969502522375
Position 1305: 0.0001096915018912209
Position 1258: 0.00010540891920110922
Position 268: 9.68272235993258e-05
Position 256: 9.169019149743512e-05
Position 2517: 8.417533829811564e-05
Position 390: 7.960822857801887e-05
Position 178: 6.177740530186687e-05
Position 91: 5.785167929612912e-05
Position 224: 5.200039842093072e-05
