Gene = Cpr64Ac
index = 1096
Annotated 5SS: [54]
Annotated 3SS: [115]
SMsplice 5SS: [54]
SMsplice 3SS: [115]
top_k =  1000
Partition function (log Z): -5.334461435531309

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.9983328994318095
Position 717: 0.03337433036733911
Position 311: 0.011012413510388714
Position 341: 0.009261540023684631
Position 277: 0.009203223135442314
Position 714: 0.007064560318780326
Position 214: 0.0010614709303397784
Position 388: 0.00048683535042226865
Position 657: 0.00048647210352494204
Position 789: 0.0003477391478380404
Position 682: 0.00034455609479318343
Position 645: 0.00034190140230363456
Position 524: 0.00028441080576729937
Position 376: 0.0002831791624526687
Position 414: 0.00016951803959611088
Position 121: 0.00010582915638401086
Position 725: 9.646071210653099e-05
Position 326: 8.590459656564715e-05
Position 395: 4.915184411218623e-05
Position 503: 2.9724795180965127e-05
Position 443: 2.5828421994252307e-05
Position 651: 2.4734513763268887e-05
Position 762: 2.1148822019364918e-05
Position 728: 8.958595276235454e-06
Position 58: 6.4139720244983e-06
Position 736: 6.005577071556502e-06
Position 569: 5.653526654656186e-06
Position 142: 3.3969797820908527e-06
Position 596: 2.9726284330904655e-06
Position 71: 2.67369731932881e-06
Position 605: 2.578913785914101e-06
Position 455: 2.4498136833329204e-06
Position 545: 2.031058267581981e-06
Position 452: 1.31957396895595e-06
Position 560: 2.9255946313446307e-07
Position 149: 2.6171439417513236e-07
Position 542: 2.5755569472184247e-07
Position 332: 2.520042599902805e-07
Position 83: 2.4968750347388227e-07
Position 793: 8.452757523079417e-08
Position 766: 6.362674182799716e-08
Position 152: 2.4759856427084258e-09
Position 125: 1.8213595515101072e-09
Position 347: 2.6642827854363626e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 115: 0.9348633417773606
Position 376: 0.06344231843490977
Position 766: 0.05568372977215797
Position 310: 0.007969283734103683
Position 427: 0.004633017927885017
Position 381: 0.0016298037464660205
Position 785: 0.0012290971399168708
Position 842: 0.001226907364316041
Position 502: 0.00037166504363140814
Position 465: 0.0002737189317789245
Position 214: 0.0002631894711024111
Position 424: 0.00020696941349667257
Position 340: 0.0001995021449849879
Position 433: 0.00015646283951375678
Position 523: 9.253400242686098e-05
Position 622: 8.014309869815618e-05
Position 553: 6.42605170701116e-05
Position 856: 3.600583410845966e-05
Position 867: 2.730198116970993e-05
Position 430: 2.561886684655243e-05
Position 714: 1.643219724429206e-05
Position 942: 1.2877057455204659e-05
Position 911: 9.337443344307708e-06
Position 556: 9.209580443504987e-06
Position 670: 5.11839831949853e-06
Position 587: 4.420546267674951e-06
Position 736: 3.140804204660474e-06
Position 720: 2.85508750921192e-06
Position 550: 1.1275734979625885e-06
Position 583: 2.3037189560800915e-07
Position 395: 6.753155683576465e-08
Position 919: 6.462764379481704e-08
Position 436: 9.181381515426534e-13
Position 355: 3.4315730197810354e-14
Position 452: 2.8078344188415445e-15
