Gene = Bet1
index = 48
Annotated 5SS: [262]
Annotated 3SS: [318]
SMsplice 5SS: [214]
SMsplice 3SS: [318]
top_k =  1000
Partition function (log Z): -4.869586212964577

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9246326901401235
Position 262: 0.066970101876307
Position 716: 0.004768938163739232
Position 170: 0.00454742974183114
Position 605: 0.004298338784265792
Position 185: 0.0020769871468745526
Position 700: 0.0017328245424094904
Position 706: 0.0009866733379575142
Position 271: 0.0009441348458052483
Position 643: 0.0005791012720060565
Position 518: 0.0005725706742960696
Position 627: 0.00036461181981766274
Position 232: 0.00035375776220511885
Position 864: 0.0002303502774015265
Position 630: 0.0002298048478951298
Position 945: 0.00020717551957477148
Position 602: 0.00019806998902931614
Position 817: 0.00015416589505871044
Position 769: 0.00014145134534750592
Position 146: 0.00010777652070778644
Position 240: 9.875550714420902e-05
Position 668: 8.373389525304708e-05
Position 712: 7.809317623230498e-05
Position 226: 5.796833489822122e-05
Position 709: 3.9968013435878516e-05
Position 673: 3.939838960596058e-05
Position 97: 3.917214689536895e-05
Position 652: 3.6260840101756304e-05
Position 791: 2.3801541541603083e-05
Position 463: 2.301885566561569e-05
Position 83: 2.0617449173874093e-05
Position 354: 1.9839175355082987e-05
Position 201: 1.594554348218633e-05
Position 747: 1.1811207017013186e-05
Position 238: 1.0697152357938455e-05
Position 139: 7.94424329654386e-06
Position 905: 7.432563900030626e-06
Position 671: 5.776999402404299e-06
Position 759: 5.717729915091411e-06
Position 835: 5.646401053220591e-06
Position 573: 4.60400410656996e-06
Position 35: 4.308034746530135e-06
Position 779: 3.908709284974891e-06
Position 157: 3.0115848004706433e-06
Position 752: 2.3658763131476053e-06
Position 490: 2.2237408981697385e-06
Position 772: 1.633936355006102e-06
Position 376: 1.432967603048772e-06
Position 88: 1.2321548905785376e-06
Position 951: 1.2232069411578345e-06
Position 109: 4.51285489806907e-07
Position 874: 4.2323008019803893e-07
Position 868: 1.86781635981618e-07
Position 757: 1.9071059359291294e-10
Position 297: 1.332436971738181e-10
Position 762: 1.560678258833866e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 318: 0.9958799474602529
Position 757: 0.004857166719263915
Position 897: 0.0030314787204525745
Position 883: 0.002211317924381219
Position 851: 0.002017673578118986
Position 996: 0.0016733874981576145
Position 768: 0.0008495673744523008
Position 382: 0.0008280560751491322
Position 404: 0.0006386332856201122
Position 835: 0.0005266066972802559
Position 509: 0.0004949998509030243
Position 354: 0.0004039558905759779
Position 762: 0.0003378495199395871
Position 817: 0.0002190065521852203
Position 928: 0.000173810989252675
Position 874: 0.00016539475969235722
Position 394: 0.0001299563933694315
Position 529: 0.00010645900209042595
Position 700: 3.911916683758244e-05
Position 918: 3.8892567500327594e-05
Position 855: 2.3198323614789684e-05
Position 905: 1.822850204556519e-05
Position 169: 1.5555890848696958e-05
Position 198: 1.491425339163167e-05
Position 709: 1.2636833550114661e-05
Position 859: 1.0675596291797969e-05
Position 912: 9.177879012273296e-06
Position 622: 7.485409506456211e-06
Position 144: 3.410079922523435e-06
Position 100: 3.3197940814138353e-06
Position 157: 3.2651822788175765e-06
Position 535: 2.7061718759427313e-06
Position 939: 2.4440382658515095e-06
Position 921: 9.73481223248766e-07
Position 436: 6.562652704952816e-07
Position 138: 6.196299421475763e-07
Position 944: 5.504068925675935e-07
Position 451: 4.793162739925968e-07
Position 951: 4.6566562164035464e-07
Position 517: 3.439199546336092e-07
Position 97: 3.0648398187824057e-07
Position 351: 3.0257891863975614e-07
Position 490: 1.460110366301059e-07
Position 472: 1.4598797505810285e-07
Position 83: 1.3411660420229712e-07
Position 706: 1.0424872542151539e-07
Position 109: 1.750106130290442e-08
Position 183: 9.721065960383043e-09
Position 180: 3.984955494310627e-09
Position 475: 1.3300376875002568e-09
Position 257: 3.695840551902514e-10
Position 460: 1.866564081720983e-10
Position 102: 8.455083824634696e-11
Position 218: 8.168836018004815e-11
Position 448: 7.60616814495001e-11
Position 469: 7.26779230511574e-11
Position 463: 9.858620989998407e-12
Position 175: 6.4862327385024495e-12
Position 573: 3.809592572125948e-12
Position 266: 1.0557174943015451e-14
Position 420: 1.3238997037190494e-18
