Gene = MED24
index = 1263
Annotated 5SS: [ 209 2007 2223 3135 3563 4438]
Annotated 3SS: [1919 2064 2291 3201 3619 4580]
SMsplice 5SS: [ 209 2007 2223 3135 4438]
SMsplice 3SS: [1919 2064 2291 3201 4505]
top_k =  1000
Partition function (log Z): 8.708839569423247

Sorted 5' Splice Sites (High to Low Probability):
Position 2223: 0.9995210327304501
Position 2007: 0.9992901012250847
Position 3135: 0.9973959820833019
Position 4438: 0.7454895766181882
Position 659: 0.5999307697771601
Position 3563: 0.17644146062177107
Position 249: 0.15586287885709565
Position 3338: 0.07947308147264849
Position 849: 0.07113759344052584
Position 3894: 0.05532937476891115
Position 3567: 0.044645389866805496
Position 187: 0.036156338741614384
Position 4402: 0.025760375767282923
Position 3666: 0.025358135086122034
Position 270: 0.02239296048913358
Position 288: 0.0220729159627575
Position 415: 0.01748996057510152
Position 603: 0.014247481710547752
Position 3362: 0.01148947263652675
Position 948: 0.011448496076677835
Position 3662: 0.011098883635701468
Position 1284: 0.010822127794490799
Position 1550: 0.01055127951349156
Position 3326: 0.009320460998813248
Position 1692: 0.00882799110830513
Position 1104: 0.007529887714620261
Position 1469: 0.006660553398096762
Position 3887: 0.006406777027101389
Position 593: 0.006230687062524189
Position 2393: 0.0047225174429349325
Position 4756: 0.004721834698770732
Position 1045: 0.004697881255423758
Position 1340: 0.0045838463853692755
Position 5231: 0.004540764023979118
Position 801: 0.004446579149796554
Position 1648: 0.003961531698232831
Position 1749: 0.0038216562995285557
Position 1864: 0.003486603307541862
Position 965: 0.0034785810948023254
Position 931: 0.003077439077232291
Position 1089: 0.002957509017064755
Position 1097: 0.0023848006166450513
Position 1112: 0.0023245919362572657
Position 3508: 0.0019508472202406418
Position 663: 0.0019316960657868964
Position 3762: 0.001770179233850387
Position 2484: 0.0016391143746190317
Position 4517: 0.0015940028734500284
Position 495: 0.001534018818225643
Position 3299: 0.0012489756737139401
Position 1839: 0.0011785493012427995
Position 3542: 0.0010688372525957317
Position 1671: 0.0010679524135406022
Position 86: 0.0009461239631794139
Position 539: 0.0009421083107778602
Position 898: 0.0008653684050926089
Position 3620: 0.0008398066437442362
Position 1121: 0.0008000049328932926
Position 3464: 0.0007720756628502685
Position 1811: 0.0007574617592020794
Position 1433: 0.0007087708351217459
Position 3639: 0.0006807607178833938
Position 50: 0.0006614954613706732
Position 3732: 0.0006242577385924684
Position 3284: 0.0006139522046183014
Position 3112: 0.0006137107545917034
Position 3491: 0.0005671332960436003
Position 4118: 0.0005294198128961296
