Gene = DIP2
index = 1125
Annotated 5SS: [ 402  825 1306 1741 2141 2792 3258 4641 5120 5261 5416 5843 6565 7078
 7284]
Annotated 3SS: [ 752  897 1360 2049 2238 2916 3317 4958 5178 5310 5472 5903 6628 7134
 7340]
SMsplice 5SS: [ 402  825 1306 1741 2141 2792 3258 3468 4641 5261 5416 5843 6565 7078
 7284]
SMsplice 3SS: [ 752  897 1360 2049 2238 2842 3317 3910 4958 5310 5490 5903 6628 7134
 7340]
top_k =  1000
Partition function (log Z): 13.642007718463017

Sorted 5' Splice Sites (High to Low Probability):
Position 3258: 0.9926790493403559
Position 7284: 0.9920761730788684
Position 5416: 0.9794146963245549
Position 402: 0.9266164770426338
Position 2792: 0.9149397737229731
Position 4641: 0.8929268688895443
Position 5261: 0.8708537597032066
Position 2141: 0.8673606286154497
Position 7078: 0.84659139570164
Position 6565: 0.7751344984314302
Position 825: 0.728515789848091
Position 1741: 0.6887154354131261
Position 1306: 0.5882011954634222
Position 5120: 0.5027231977560014
Position 5843: 0.46291872726342087
Position 3468: 0.4187244085071264
Position 1984: 0.30130232421795494
Position 3401: 0.17240469799049712
Position 6142: 0.13507003997442388
Position 2170: 0.08341250964913824
Position 6140: 0.07470863918768661
Position 3636: 0.05814017292385403
Position 7441: 0.04628436199598592
Position 7612: 0.03725731488557738
Position 6479: 0.030751476552053042
Position 6393: 0.025429912644431108
Position 5195: 0.017385438376458263
Position 3866: 0.017108464480318376
Position 3831: 0.014820967834281622
Position 6340: 0.014524141895775855
Position 2796: 0.011537345197434889
Position 1978: 0.011227355271189485
Position 623: 0.010071423103607209
Position 7046: 0.009913380281522263
Position 1745: 0.009475330175439714
Position 1275: 0.009064280382225239
Position 6970: 0.008846889768352559
Position 2932: 0.007776030660827841
Position 6713: 0.007173714911519506
Position 2145: 0.006935656467381817
Position 3863: 0.006851341447089606
Position 1683: 0.00596266568072673
Position 2800: 0.00496566257195727
Position 3407: 0.004757378245501356
Position 1187: 0.004670141730027237
Position 6067: 0.004655624029191727
Position 1542: 0.004504023423557767
Position 7561: 0.00427440416997971
Position 3011: 0.004145661060057838
Position 5124: 0.003964955829449185
Position 237: 0.0034427025819165043
Position 2940: 0.0033998566659586824
Position 4895: 0.00325284985530844
Position 3423: 0.0031364441375314397
Position 2637: 0.003064789406669443
Position 5824: 0.002989885852030826
