Gene = fmt
index = 1703
Annotated 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3764]
Annotated 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3937]
SMsplice 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3004 3764]
SMsplice 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3075 3952]
top_k =  1000
Partition function (log Z): 21.810174032851343

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9992486975322163
Position 1899: 0.9988028813266326
Position 1524: 0.9985421673450984
Position 1149: 0.9847780722440704
Position 2653: 0.9823939776341164
Position 504: 0.9172099847873773
Position 3764: 0.9118972501140631
Position 1725: 0.9072895922964609
Position 770: 0.634170153944867
Position 121: 0.5997792558685547
Position 3004: 0.4860561985734677
Position 754: 0.30844796038227734
Position 2052: 0.26278407415753985
Position 4137: 0.19958886521520441
Position 4982: 0.18791004557941263
Position 3264: 0.08569001652919414
Position 3000: 0.08199666897342069
Position 3788: 0.044527554101956905
Position 2152: 0.01856806484112015
Position 281: 0.018338618843620237
Position 253: 0.01758529462394347
Position 94: 0.017578410873462742
Position 4164: 0.014593365038288487
Position 3753: 0.013755811806288216
Position 3014: 0.0127296865544563
Position 908: 0.009578324234427704
Position 3784: 0.00908834381122729
Position 3031: 0.008899807662992377
Position 881: 0.007264772632705085
Position 2059: 0.0066143812953067625
Position 203: 0.00530471646924095
Position 294: 0.004758672138162641
Position 8400: 0.004564671199326622
Position 3024: 0.0040729573602601215
Position 3432: 0.004051801626818485
Position 2104: 0.004031783987697254
Position 4814: 0.0032878495831606346
Position 276: 0.003282911757893903
Position 198: 0.0025529457329487915
Position 266: 0.0024056830393524137
Position 431: 0.0022557102662225373
Position 2844: 0.0022227956424136497
Position 3034: 0.002140110695441412
Position 5552: 0.0021237518813722613
Position 5663: 0.0017561575967765491
Position 287: 0.0016435063759493124
Position 4683: 0.0013755623568219922
Position 7274: 0.0013001627778847498
Position 3358: 0.001297945995583838
Position 1019: 0.0012158011664085522
Position 730: 0.0011814617411504177
Position 3792: 0.0010591902454443471
Position 3382: 0.0010019513756822907
Position 508: 0.0009072901320931116
Position 127: 0.0008753167199993249
Position 125: 0.0007777589437089416
Position 2951: 0.0007749348604782678
Position 5195: 0.000641563796420817
Position 4: 0.0005961330070284116
Position 983: 0.0005786375518132038
Position 2056: 0.0005773798971357547
Position 292: 0.0005701888610008686
Position 3871: 0.0005544408736874244
Position 1671: 0.0005432382094715402
Position 52: 0.0005274351838598975
Position 2216: 0.0004258748323946206
Position 2898: 0.0004178542542323246
Position 55: 0.0003625591623568057
Position 2657: 0.0002969273187646842
Position 285: 0.000286292546533109
Position 108: 0.0002718118791415409
Position 1662: 0.00026604400257845877
Position 82: 0.0002572438490298619
Position 64: 0.00025645677297410466
Position 1120: 0.00023536792984723084
Position 3691: 0.00023383622230133125
Position 2537: 0.00022407872289449617
Position 1256: 0.00020582270633245244
Position 201: 0.00019429646074452768
Position 2347: 0.00018573847112969265
Position 359: 0.00018340159772997955
Position 989: 0.00018112475942736085
Position 666: 0.0001768607956639543
Position 2806: 0.0001618250499014085
Position 681: 0.00015956273847577898
Position 209: 0.00014779294454899514
Position 3157: 0.0001464433365259798
Position 35: 0.0001390789394053776
Position 1438: 0.00013477792667426612
Position 3768: 0.00010877277161302038
Position 1528: 0.00010315618026373592
Position 4053: 0.0001003706478467306
Position 722: 9.77753881513897e-05
Position 2782: 9.193965334806699e-05
Position 2830: 8.204317445438948e-05
Position 1903: 8.186551474894298e-05
Position 1492: 7.911680073903138e-05
Position 1489: 6.710627563099203e-05
Position 1057: 6.55520993555045e-05
Position 348: 6.448488273205148e-05
Position 4497: 5.9095990476702944e-05
Position 926: 5.8113261668411044e-05
Position 2993: 5.701540661861333e-05
Position 335: 5.545801790527183e-05
Position 264: 5.149943346135681e-05
Position 3370: 4.604717131920293e-05
Position 2173: 3.088063510864155e-05
Position 2432: 2.7288432937369535e-05
Position 714: 2.511666529683693e-05
Position 2425: 2.4188403662826397e-05
Position 642: 2.2625570228351548e-05
Position 2861: 2.1874072874686826e-05
Position 1431: 1.7627704211824636e-05
Position 2166: 1.7624462392902216e-05
Position 1540: 1.7239335727242273e-05
Position 658: 1.458997754178956e-05
Position 2420: 1.4469725285326787e-05
Position 2076: 1.2983849124037457e-05
Position 1698: 1.2836947739098326e-05
Position 1231: 1.2378646526577135e-05
Position 1359: 1.23339482608782e-05
Position 2725: 1.2179376202546052e-05
Position 4875: 1.1239039998242705e-05
Position 3533: 1.1225323749809295e-05
Position 1165: 1.0158374895096834e-05
Position 2272: 9.492062499864257e-06
Position 3800: 9.378835700309648e-06
Position 435: 8.546647167532164e-06
Position 3865: 8.159618492405653e-06
Position 1843: 7.627557715378016e-06
Position 1325: 6.9522976074523705e-06
Position 1153: 6.880979358220647e-06
Position 1001: 6.817852585611576e-06
Position 3179: 6.410751720094209e-06
Position 3612: 5.4249978983347715e-06
Position 749: 5.308646692073814e-06
Position 3591: 4.710668151296873e-06
Position 1650: 3.592936345164164e-06
Position 2254: 3.4843506865841127e-06
Position 460: 3.43670720407144e-06
Position 676: 3.3855915753846104e-06
Position 944: 3.140896188328963e-06
Position 2698: 2.9305451106470892e-06
Position 532: 2.6635114521027223e-06
Position 1974: 2.4894217201597973e-06
