Gene = Spindly
index = 1513
Annotated 5SS: [ 550  780 1062 1262 1501]
Annotated 3SS: [ 613  845 1119 1401 1560]
SMsplice 5SS: [ 550  780 1062 1501]
SMsplice 3SS: [ 613  845 1119 1560]
top_k =  1000
Partition function (log Z): 6.68326937316114

Sorted 5' Splice Sites (High to Low Probability):
Position 1501: 0.9959004774109288
Position 550: 0.9934015607216814
Position 1062: 0.988644585932
Position 780: 0.9651019496830863
Position 1262: 0.20651693411868446
Position 1359: 0.1138449382575116
Position 1354: 0.038996146408701776
Position 783: 0.026554769003962482
Position 1223: 0.00949175463505596
Position 1940: 0.008137961968899692
Position 1865: 0.006389939577559256
Position 2735: 0.005697185332635455
Position 1992: 0.00530136199823482
Position 2477: 0.005177949442374905
Position 2252: 0.0045533643341672285
Position 1706: 0.004339656923799856
Position 1313: 0.002504010013708436
Position 405: 0.0024996535073599476
Position 2745: 0.002422884178005082
Position 728: 0.0016295184935538143
Position 417: 0.0013253791627337028
Position 1066: 0.001245906582329378
Position 343: 0.0011536836806290288
Position 2042: 0.0008554627113789602
Position 2732: 0.0008363139044171703
Position 535: 0.0005857818087409972
Position 641: 0.0004762297350736509
Position 1340: 0.00047179457535546183
Position 2292: 0.00041685007589332355
Position 501: 0.0003843095673935023
Position 476: 0.0003359744812447346
Position 1916: 0.0002509889583807192
Position 1959: 0.00022981490261227096
Position 1798: 0.00022969377623190107
Position 1712: 0.00019395656050563877
Position 1083: 0.0001848577925812183
Position 569: 0.00017681454759552312
Position 2690: 0.0001647883656038633
Position 1281: 0.0001578394383213292
Position 1922: 0.00013975659002550894
Position 1227: 0.00011181596119471079
Position 1660: 0.0001065526535122257
Position 1268: 0.00010237620261566934
Position 1087: 9.357215976964802e-05
Position 2129: 8.41218020967027e-05
Position 2673: 7.632368472058749e-05
Position 1023: 7.05729123644293e-05
Position 2297: 6.187870593487622e-05
Position 2217: 5.362057233883439e-05
Position 1041: 5.1164714003992215e-05
Position 978: 4.885892602636684e-05
Position 1710: 3.892465073960477e-05
Position 2175: 3.6604952309853754e-05
Position 2727: 3.003788363814029e-05
Position 288: 2.9762852310389905e-05
Position 2578: 1.9919700005381504e-05
Position 1826: 1.7784937629687618e-05
Position 1481: 1.7278012505260956e-05
Position 2853: 1.6289769007617794e-05
Position 84: 1.4120145254190029e-05
Position 2257: 1.3045448501586855e-05
Position 2421: 1.0808356702502722e-05
Position 281: 8.378279000446513e-06
Position 2225: 8.270717124046767e-06
Position 711: 7.047760795807442e-06
Position 1868: 6.479277760230948e-06
Position 195: 4.7755540989840225e-06
Position 33: 4.6145243808050595e-06
Position 11: 4.094768205946806e-06
Position 449: 3.7917121148102257e-06
Position 1108: 3.1093017651821138e-06
Position 224: 2.4951265545092307e-06
Position 76: 1.761194213885715e-06
Position 995: 1.526675050073532e-06
Position 316: 7.385630826136278e-07
Position 875: 5.350580098374799e-07
