Gene = Jon74E
index = 1240
Annotated 5SS: [254 578]
Annotated 3SS: [314 664]
SMsplice 5SS: [254 578]
SMsplice 3SS: [314 664]
top_k =  1000
Partition function (log Z): 4.538226365225777

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9970417057684523
Position 578: 0.9967705288148506
Position 448: 0.013741795370824319
Position 955: 0.005945668025143444
Position 611: 0.0018440185778617884
Position 153: 0.0011901110194807514
Position 950: 0.001135766746086396
Position 557: 0.0005862333033955646
Position 608: 0.0002951650982026101
Position 394: 0.0002787368873709349
Position 319: 0.00018521144848093778
Position 885: 0.00014336178906419826
Position 258: 0.00010001823219766979
Position 830: 6.926869906447894e-05
Position 797: 3.513476139994991e-05
Position 194: 3.205206315862464e-05
Position 185: 3.0297138309118978e-05
Position 246: 2.704997271385258e-05
Position 823: 2.3256646185995543e-05
Position 728: 2.1848138117218327e-05
Position 265: 1.5945113909294815e-05
Position 476: 1.3785371336028342e-05
Position 157: 1.1385005341320228e-05
Position 25: 8.217546728772895e-06
Position 65: 8.191670841863574e-06
Position 205: 7.135673485535457e-06
Position 474: 6.91128216210976e-06
Position 277: 3.5632794115952776e-06
Position 913: 2.907085980776726e-06
Position 286: 1.4241308848841716e-06
Position 865: 8.231653152632557e-07
Position 538: 5.114420533648572e-07
Position 346: 3.2908010647011297e-07
Position 838: 3.0545488827335995e-07
Position 88: 2.1109746165013202e-07
Position 140: 1.563119241289251e-07
Position 54: 1.525029256152269e-07
Position 964: 8.613197970644782e-08
Position 122: 6.722915731149934e-08
Position 498: 5.712256381166971e-08
Position 36: 2.0694679548010774e-08
Position 709: 1.5506558937303322e-08
Position 196: 7.713490774071728e-09
Position 692: 4.630159693073287e-09
Position 697: 3.520631025746729e-09
Position 981: 2.1809258103980864e-10
Position 975: 4.505473220998363e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.99913945833043
Position 314: 0.958246780835733
Position 369: 0.03609250872845041
Position 505: 0.015101650575845497
Position 1012: 0.007085247817155262
Position 394: 0.0011033693537871407
Position 460: 0.001009708767938663
Position 322: 0.0006787413385150691
Position 843: 0.0003765288809297762
Position 949: 0.0001609693131217886
Position 885: 0.00015906650816195053
Position 316: 0.00015431767960172527
Position 425: 0.0001180576852667807
Position 527: 6.654865412792525e-05
Position 205: 3.1444214702232785e-05
Position 723: 1.681809159218648e-05
Position 830: 1.0947301747654367e-05
Position 153: 9.212543427684033e-06
Position 978: 3.1995233917178137e-06
Position 462: 3.066380511215624e-06
Position 981: 2.5916639964627167e-06
Position 102: 2.5007504642088984e-06
Position 784: 1.2470390515187888e-06
Position 954: 1.071189249960098e-06
Position 805: 8.431847419723113e-07
Position 140: 7.979643146894875e-07
Position 518: 7.892305890224307e-07
Position 122: 7.523847402402747e-07
Position 900: 3.599188129106043e-07
Position 346: 3.1103880831310486e-07
Position 286: 1.389694231775822e-07
Position 814: 1.2369827156693946e-07
Position 608: 9.078981271631623e-08
Position 277: 8.54598236365473e-08
Position 265: 5.184357989964894e-08
Position 1044: 2.8861190960091524e-08
Position 254: 1.0380072845750663e-08
Position 270: 3.796515779423985e-09
Position 964: 3.143177783244839e-09
Position 132: 2.229149672637327e-09
Position 986: 2.3897925515215297e-10
Position 170: 2.0303128166581784e-10
Position 582: 2.0561611250540458e-11
Position 173: 2.0035239528062973e-12
Position 163: 1.8590100959926696e-12
Position 258: 8.275216237943159e-13
