Gene = sNPF
index = 1862
Annotated 5SS: [  415 26307 26822 27195]
Annotated 3SS: [26161 26363 26963 27260]
SMsplice 5SS: [  415 26307 26822 27195]
SMsplice 3SS: [26161 26440 26963 27260]
top_k =  1000
Partition function (log Z): -8.321859892131936

Sorted 5' Splice Sites (High to Low Probability):
Position 26307: 0.9962390665881544
Position 415: 0.9579469022021108
Position 27195: 0.8602980982964709
Position 26822: 0.836926694212418
Position 17315: 0.4317836780222953
Position 17490: 0.2532196032580759
Position 17955: 0.14074740054271345
Position 2826: 0.1152007850525121
Position 27616: 0.1040632341119888
Position 2272: 0.08769034344601878
Position 11997: 0.060368448044106765
Position 27606: 0.05608003774659053
Position 17542: 0.05507620173329883
Position 18421: 0.05345264162636592
Position 1018: 0.049021531762742425
Position 1261: 0.033946164101273296
Position 1234: 0.019318205009171
Position 1843: 0.007347594044216382
Position 2430: 0.006116652550061747
Position 17003: 0.004286168199585126
Position 874: 0.003847693122936345
Position 1941: 0.0034700120271839623
Position 2097: 0.002373581353017533
Position 1848: 0.002157778012665862
Position 868: 0.0014218268452201156
Position 27555: 0.001279959073788201
Position 613: 0.0012699371299574602
Position 2101: 0.0011768703423182835
Position 1574: 0.0010416728114170913
Position 1351: 0.0007467501445148566
Position 26734: 0.0007149865512173045
Position 272: 0.0006237357509020669
Position 1470: 0.0004975980101470439
Position 345: 0.0004605834559196295
Position 27132: 0.0004094067895904359
Position 669: 0.0002898734972134375
Position 2330: 0.00024136785773087898
Position 1230: 0.00020872044597359174
Position 2109: 0.00016821183866335722
Position 713: 0.00014503622771298632
Position 748: 0.00011498620042776823
Position 435: 9.470807980567515e-05
Position 1216: 9.17686300339859e-05
Position 574: 6.907343538593726e-05
Position 464: 4.620403048244276e-05
Position 1409: 2.829133997367908e-05
Position 773: 2.296819866858141e-05
Position 804: 2.2785292660988915e-05
Position 1113: 2.144402184592546e-05
Position 1291: 2.0239311605558763e-05
Position 265: 1.907756609119592e-05
Position 153: 1.5264317064567375e-05
Position 617: 1.4392982145669313e-05
Position 949: 1.4001707193896195e-05
Position 1309: 1.2344635278374552e-05
Position 27509: 1.1337872146903686e-05
Position 79: 9.057665946953821e-06
Position 1244: 8.33425709988445e-06
Position 758: 5.447364380146074e-06
Position 1109: 5.379331658910859e-06
Position 985: 5.053585869116565e-06
Position 335: 4.742840399377229e-06
Position 409: 4.538791447799831e-06
Position 836: 3.3698814720095794e-06
Position 931: 2.812872389013633e-06
Position 113: 2.4362373703129045e-06
Position 282: 1.8691787202686205e-06
Position 354: 1.544270465304314e-06
Position 176: 1.1680184488287956e-06
Position 610: 1.0510329406182134e-06
Position 419: 1.0133771579439673e-06
Position 702: 7.724069136967891e-07
Position 673: 6.750103519542968e-07
Position 825: 3.2664991448498024e-07
Position 494: 3.2365519931741864e-07
Position 191: 3.2146737047463033e-07
Position 571: 2.970910777021726e-07
Position 398: 2.3301609726038572e-07
Position 385: 2.2521481839557553e-07
Position 724: 2.183438047747735e-07
Position 164: 1.901373252975439e-07
Position 872: 1.8524567521081157e-07
Position 94: 1.4322471147886004e-07
Position 291: 1.0713831338151206e-07
Position 691: 7.75093716983696e-08
Position 827: 7.304800601422453e-08
Position 830: 3.323319231184977e-08
Position 601: 1.5830029233997864e-08
Position 138: 1.4484779131759634e-08
Position 7: 5.135404347643402e-09
Position 129: 2.912073023025976e-09
Position 741: 2.9774058832715267e-10
Position 676: 4.2957619778486954e-11
Position 7539: 8.098004868293204e-15
Position 6131: 1.4823640689994843e-15
