Gene = kin17
index = 1739
Annotated 5SS: [1062]
Annotated 3SS: [1133]
SMsplice 5SS: [1062]
SMsplice 3SS: [1133]
top_k =  1000
Partition function (log Z): -4.950241089451447

Sorted 5' Splice Sites (High to Low Probability):
Position 1062: 0.9939864848844889
Position 105: 0.009042370356429564
Position 21: 0.007548093827543887
Position 925: 0.0035478527639390264
Position 500: 0.002314919438032931
Position 471: 0.002285228171331976
Position 167: 0.0008453051059870604
Position 1395: 0.0007708579802232437
Position 1053: 0.0005869038866860864
Position 1362: 0.00027412737818642774
Position 109: 0.00021838180173795586
Position 996: 0.00021594365550646878
Position 179: 0.00014592338179832828
Position 444: 0.00013838729992113102
Position 1365: 0.00012128173846736295
Position 845: 0.00011487049131546871
Position 668: 9.956023526308525e-05
Position 1287: 8.487570623350073e-05
Position 1245: 7.621036471737673e-05
Position 731: 7.250051479722194e-05
Position 215: 6.40694634323655e-05
Position 930: 5.719377427099541e-05
Position 380: 5.4456075866611985e-05
Position 338: 5.370313919282363e-05
Position 1349: 4.701147786718992e-05
Position 933: 4.6841736687785374e-05
Position 1267: 4.572859956409344e-05
Position 148: 4.0541396950570054e-05
Position 434: 2.392407526059186e-05
Position 449: 1.952800712764723e-05
Position 1025: 1.5175793142321385e-05
Position 965: 1.4607893790269204e-05
Position 1296: 1.4509847101402237e-05
Position 233: 1.0166655540306282e-05
Position 60: 1.0095077217140696e-05
Position 248: 9.847080193730297e-06
Position 747: 9.129332086946563e-06
Position 801: 8.840397977426308e-06
Position 8: 7.785984410611333e-06
Position 984: 5.339036766154429e-06
Position 1107: 5.3296734713599145e-06
Position 119: 2.9974190481133546e-06
Position 191: 2.2754733387503197e-06
Position 1399: 1.8701402006097113e-06
Position 892: 1.726093548398356e-06
Position 849: 1.615324706479021e-06
Position 1251: 9.138895567111192e-07
Position 39: 8.257421461979304e-07
Position 45: 5.996036304218198e-07
Position 1149: 5.776924948226783e-07
Position 94: 5.163412019963179e-07
Position 1182: 4.871872134800728e-07
Position 1179: 4.4743358514107414e-07
Position 323: 3.555303604723444e-07
Position 302: 2.0482622937868757e-07
Position 803: 5.4977796440882435e-08
Position 523: 1.896982955987377e-08
Position 822: 9.382846583082789e-12
Position 504: 9.206571615715808e-12
Position 1109: 1.8579803454479747e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1133: 0.9984467840695729
Position 81: 0.00676944027003517
Position 155: 0.0034421549276056752
Position 523: 0.0025508324062608802
Position 981: 0.0019524570974297564
Position 158: 0.0018029144751622694
Position 835: 0.0010731806065677372
Position 289: 0.0008651908140201072
Position 1443: 0.0007131224719801649
Position 768: 0.0007032110463699966
Position 1106: 0.0006835986292197532
Position 1006: 0.0006018590214999214
Position 789: 0.0005834445279911429
Position 1427: 0.0005785741303166754
Position 1145: 0.0004322564285556204
Position 528: 0.00028904677141426975
Position 1169: 0.00027263304199197006
Position 295: 0.00010552106705292405
Position 551: 8.885569777632888e-05
Position 176: 8.422821188572485e-05
Position 731: 8.26907660248106e-05
Position 614: 8.186593981668708e-05
Position 1492: 8.186502289182585e-05
Position 617: 8.184919805552112e-05
Position 800: 7.088305659190631e-05
Position 449: 6.624428082877144e-05
Position 809: 6.090206266124978e-05
Position 563: 6.080179037722092e-05
Position 1362: 4.898428358882436e-05
Position 134: 4.427428599601857e-05
Position 545: 3.677663015314089e-05
Position 753: 3.4296911139376815e-05
Position 569: 3.2835598082492744e-05
Position 1399: 2.454137390259792e-05
Position 1013: 2.4346319799292652e-05
Position 398: 2.0869474452810525e-05
Position 965: 2.0466586817224123e-05
Position 795: 1.7758531047572854e-05
Position 1025: 1.5808583746773787e-05
Position 773: 1.0276927714571462e-05
Position 108: 1.0235361576174525e-05
Position 215: 9.271754047287414e-06
Position 530: 8.695783327882055e-06
Position 146: 8.692959879025232e-06
Position 707: 8.359238833913325e-06
Position 242: 7.7312230526784e-06
Position 566: 7.506078649054648e-06
Position 380: 7.174321400357669e-06
Position 1349: 4.8776169983224304e-06
Position 395: 3.873099561653462e-06
Position 188: 3.860403677956892e-06
Position 1308: 3.5387653875501956e-06
Position 737: 3.1880384991426147e-06
Position 905: 2.7943322906220014e-06
Position 872: 2.146400231552599e-06
Position 358: 2.1369370132554814e-06
Position 638: 2.125357697354994e-06
Position 831: 2.0230528500496696e-06
Position 1423: 1.967254965790798e-06
Position 191: 1.4427282759392917e-06
Position 1334: 1.1457603947193063e-06
Position 1290: 1.041462269109937e-06
Position 494: 8.275920108086478e-07
Position 477: 8.274451749472818e-07
Position 119: 7.798292281560197e-07
Position 350: 7.405162848356312e-07
Position 368: 7.177646347651075e-07
Position 377: 6.892469351287423e-07
Position 1034: 5.767018380682608e-07
Position 248: 4.2918109415215087e-07
Position 1278: 4.19502097569219e-07
Position 1237: 4.029548013216002e-07
Position 300: 3.79911222154931e-07
Position 725: 3.6091667246354373e-07
Position 632: 3.5058240678630137e-07
Position 1046: 1.757309215985758e-07
Position 1249: 1.3394235500405142e-07
Position 1282: 1.0669608546723285e-07
Position 185: 2.108144751512283e-10
Position 104: 1.4084496553150774e-10
Position 302: 1.5914886526630314e-11
Position 323: 1.1351222588877726e-11
Position 471: 2.6420578627524906e-12
Position 491: 1.3516617202640557e-12
Position 50: 3.6123079466294466e-14
Position 233: 4.449834820549254e-15
Position 229: 2.7423454649098866e-15
