Gene = Pex10
index = 1366
Annotated 5SS: [334 877]
Annotated 3SS: [428 930]
SMsplice 5SS: [334 877]
SMsplice 3SS: [589 930]
top_k =  1000
Partition function (log Z): -4.932952048339479

Sorted 5' Splice Sites (High to Low Probability):
Position 877: 0.9285310513712423
Position 334: 0.925411781879597
Position 513: 0.013825225232669805
Position 1531: 0.012426904386767893
Position 251: 0.010334634208605498
Position 296: 0.009535629286797692
Position 881: 0.0031064236566367724
Position 1212: 0.0024831559802960287
Position 1093: 0.002350731809687178
Position 35: 0.0015136036241039182
Position 738: 0.0013610193002713499
Position 669: 0.0012058877811208155
Position 1252: 0.0008969183851472361
Position 1137: 0.0006186264139300933
Position 286: 0.0006072767700834666
Position 1174: 0.0004967395100472933
Position 841: 0.00042131038769467215
Position 146: 0.00022764865174452117
Position 428: 0.00013776690245848242
Position 1524: 9.560624480760535e-05
Position 129: 7.947178972231306e-05
Position 304: 7.494681934129263e-05
Position 822: 6.652388639130507e-05
Position 1372: 5.993504898917259e-05
Position 311: 5.827908979237312e-05
Position 1110: 4.7654408041609576e-05
Position 466: 3.488367572515209e-05
Position 159: 3.0440417726720124e-05
Position 1234: 2.6093795311834594e-05
Position 643: 2.1918746343502973e-05
Position 530: 2.1227249457698654e-05
Position 301: 2.0332662198492846e-05
Position 204: 2.0216942331149785e-05
Position 11: 1.986168753103312e-05
Position 1361: 1.6185718194295242e-05
Position 447: 1.5677008063815013e-05
Position 265: 1.4015550414744e-05
Position 909: 1.3964806427164752e-05
Position 491: 1.1506170973879119e-05
Position 288: 5.8360859096721235e-06
Position 1184: 5.61620726699069e-06
Position 1258: 4.895783609909831e-06
Position 571: 4.3621090547348385e-06
Position 23: 4.3236408823089115e-06
Position 750: 4.12531832617741e-06
Position 66: 3.4043786709290527e-06
Position 589: 3.356069059703231e-06
Position 696: 2.6194545078227895e-06
Position 17: 2.595584079761126e-06
Position 493: 2.3057453106941444e-06
Position 442: 2.100940248578353e-06
Position 1503: 1.7451149147138986e-06
Position 454: 1.7095804227444414e-06
Position 1494: 1.6648105484177404e-06
Position 5: 1.591062880939439e-06
Position 224: 1.5484929229954279e-06
Position 1512: 1.1670430678985792e-06
Position 42: 9.992808356955e-07
Position 471: 8.311524628537059e-07
Position 37: 7.537186259644638e-07
Position 480: 6.162237254090233e-07
Position 412: 5.263411481894753e-07
Position 719: 4.86594003322735e-07
Position 421: 4.850163766849784e-07
Position 255: 2.2958386109697593e-07
Position 355: 1.5651773621310883e-07
Position 440: 1.0177911152530779e-07
Position 703: 7.811237300597342e-08
Position 445: 7.46508653122161e-08
Position 1274: 6.063721932841577e-08
Position 773: 4.773597600236467e-08
Position 652: 2.9940561141512927e-08
Position 1146: 2.9026861471975878e-08
Position 915: 2.2932059809131136e-09
Position 962: 5.0461990896311804e-11
Position 459: 7.736923960445711e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 930: 0.8132386217302738
Position 589: 0.7324590253968659
Position 384: 0.13747135481575057
Position 957: 0.08859347513122054
Position 428: 0.029213575713970485
Position 1251: 0.024317516977971625
Position 1591: 0.013586752444970889
Position 575: 0.012068862360195085
Position 1392: 0.009658278779824317
Position 506: 0.008385013566212313
Position 487: 0.007714475540009846
Position 657: 0.004883658555263491
Position 807: 0.00479794271371756
Position 1274: 0.004512566879174644
Position 566: 0.004480841530938561
Position 633: 0.003377877307855542
Position 639: 0.0033124585688044305
Position 1197: 0.0031350443823913274
Position 1133: 0.001954920348985683
Position 747: 0.0015360057144552192
Position 1098: 0.0010329802654599214
Position 1088: 0.0009591586884574745
Position 208: 0.0009406482672734689
Position 660: 0.0007457787162171578
Position 466: 0.0007375304208792575
Position 1427: 0.0005942728363100583
Position 437: 0.0004832443003709192
Position 237: 0.0004220542867150219
Position 1110: 0.0002104286856988882
Position 1068: 0.00015395957542168768
Position 681: 0.00013914477942003628
Position 1424: 0.00012877441157369004
Position 491: 0.00011012978658690397
Position 315: 0.00010114951738936296
Position 1329: 8.322981266079781e-05
Position 773: 7.576767738625124e-05
Position 521: 7.183183969476458e-05
Position 1224: 6.686501509317913e-05
Position 738: 5.908036900667811e-05
Position 1256: 4.839218575605718e-05
Position 1352: 4.236030298114616e-05
Position 691: 3.993172215471293e-05
Position 1076: 3.748797363785128e-05
Position 1070: 3.730923088013038e-05
Position 872: 3.7262242861693745e-05
Position 1050: 3.4612649960936824e-05
Position 513: 3.398877416366813e-05
Position 840: 2.7839409694478174e-05
Position 1026: 2.3685071879379904e-05
Position 1137: 2.0657321444129227e-05
Position 1368: 1.651431637835783e-05
Position 1044: 1.4582478280659823e-05
Position 275: 1.3875158772976854e-05
Position 1311: 1.3698871924233869e-05
Position 1595: 9.550330576611134e-06
Position 899: 9.284723616309188e-06
Position 1059: 4.580458777639987e-06
Position 1460: 4.326441340138831e-06
Position 1152: 3.881381338645591e-06
Position 869: 3.7324830080868667e-06
Position 1375: 3.016781121412326e-06
Position 1410: 1.3753445105879593e-06
Position 218: 1.2055819129849333e-06
Position 861: 7.601664767339886e-07
Position 820: 7.15524586600138e-07
Position 539: 5.668844894961233e-07
Position 255: 4.812940098520982e-07
Position 822: 3.8791992778676814e-07
Position 768: 3.6594300919015923e-07
Position 333: 3.5120621370865747e-07
Position 265: 2.0608553006854648e-07
Position 432: 1.0403161997825582e-07
Position 52: 7.339066376420627e-08
Position 647: 5.8930124135922105e-08
Position 317: 2.2615121956833593e-08
Position 858: 1.0395253122483526e-08
Position 277: 7.0413408989911935e-12
Position 279: 9.667224866717555e-15
