Gene = drpr
index = 1677
Annotated 5SS: [  583  7116  7338  7528 11185 12402 13161 13729 14105 14311 14433]
Annotated 3SS: [ 6881  7173  7401 10937 11361 12953 13227 13798 14163 14399 14550]
SMsplice 5SS: [  583  7116  7338  7528 13161 13729 14105 14311]
SMsplice 3SS: [ 6881  7173  7401 12789 13227 13798 14163 14550]
top_k =  1000
Partition function (log Z): 16.077813774940402

Sorted 5' Splice Sites (High to Low Probability):
Position 7116: 0.9987653318936626
Position 14105: 0.9963465587576468
Position 7338: 0.9959243930128225
Position 13161: 0.9851000390677158
Position 13729: 0.9597006927775239
Position 14311: 0.9251520627114392
Position 583: 0.8637749432199987
Position 7528: 0.32983352862203813
Position 11185: 0.27279881638470427
Position 7462: 0.25556070793340363
Position 12402: 0.2397053307970336
Position 8395: 0.22794224402037921
Position 14881: 0.19396243847911954
Position 14903: 0.15616920750331625
Position 7490: 0.1285096604786818
Position 31: 0.11334636496185553
Position 14804: 0.08416121406778622
Position 7552: 0.06940542615274974
Position 14433: 0.05305914469234547
Position 6818: 0.05198388450634405
Position 14836: 0.05111907684714787
Position 15094: 0.048074887302446925
Position 14899: 0.0429703417607984
Position 13513: 0.039759258168504584
Position 7761: 0.028762645462275582
Position 1835: 0.0287597587689338
Position 372: 0.025374649032608495
Position 7501: 0.025207284698861784
Position 15309: 0.02417873689658022
Position 13886: 0.019317934824495692
Position 13560: 0.018883854967441407
Position 6772: 0.011459637057941329
Position 8165: 0.010862633854189483
Position 14872: 0.009767422926209126
Position 3283: 0.008776493535868698
Position 243: 0.00862949534427215
Position 263: 0.007871551564891652
Position 2345: 0.007746271728491912
Position 1808: 0.00632785979484979
Position 11000: 0.006186104784151011
Position 425: 0.005807119360259537
Position 4787: 0.0056677817687078545
Position 10954: 0.005112281414427283
Position 7679: 0.005087238561776523
Position 14833: 0.004508677333692041
Position 13705: 0.004357011869654876
Position 7484: 0.004265124823119365
Position 15302: 0.004169960522065907
Position 13494: 0.0038284267028523503
Position 4167: 0.0036825766503845053
Position 211: 0.0035649233622658512
Position 7693: 0.003515078983189291
Position 380: 0.0030703215276643423
Position 7492: 0.0029911311944060943
Position 8331: 0.002979227501643224
Position 7723: 0.0025141572599092733
Position 7322: 0.0024002882482058972
Position 1612: 0.0021823802838408534
Position 1264: 0.0021235759236550977
Position 14664: 0.0017600986182106533
Position 7591: 0.0015476406006734282
Position 13550: 0.001413103776757252
Position 2612: 0.0013974031105384666
Position 13377: 0.001285642307067311
Position 14788: 0.0012457618400396602
Position 35: 0.0012329969356582166
Position 15082: 0.0012222557365660948
Position 14986: 0.001146457058061722
Position 7332: 0.0011389842113705508
Position 7972: 0.0011250564847937023
Position 14344: 0.00111655670561133
Position 224: 0.0011049053192143414
Position 123: 0.001093960990175872
Position 14992: 0.0010311024464264872
Position 14876: 0.0010258043543720878
Position 7532: 0.0009577676373264683
Position 3439: 0.0009367508626802438
Position 15043: 0.0008381723840945623
Position 6734: 0.0007947669844629982
Position 7054: 0.0007932454213602112
Position 8987: 0.0007004649622749674
Position 8671: 0.0006748701401937925
Position 13918: 0.0006572623683935212
Position 15246: 0.0006471240611591821
Position 765: 0.0006103058754080558
Position 7789: 0.0006099796875405174
Position 10035: 0.0005997575416970903
Position 14946: 0.00058039403298728
Position 435: 0.0005668978333968042
Position 14471: 0.0005612004374203844
Position 14461: 0.0005575182295542645
Position 13983: 0.0005278216013859903
Position 15224: 0.0004784075213451056
Position 10934: 0.00047265818640170536
Position 15205: 0.00047152320671819254
Position 10221: 0.00046843012575728294
Position 4540: 0.00041864545158340895
Position 13255: 0.0004165254073730005
Position 11004: 0.00040239722716148036
Position 13645: 0.0004003503713060919
