Gene = Sh3beta
index = 1498
Annotated 5SS: [ 371 1702 2819 3099 4191]
Annotated 3SS: [1275 2743 3049 3151 4298]
SMsplice 5SS: [371]
SMsplice 3SS: [1275]
top_k =  1000
Partition function (log Z): -6.906035926379064

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.5962694203434887
Position 1198: 0.44492689748948
Position 1702: 0.3566312463300385
Position 2819: 0.2956975494914779
Position 1164: 0.23241545664308827
Position 3099: 0.19176284667647123
Position 34: 0.11383283703677557
Position 543: 0.06789529809691305
Position 1414: 0.026390991993738955
Position 2639: 0.01839553857132617
Position 3781: 0.017813043557647443
Position 539: 0.012544305221296587
Position 768: 0.011060793606365988
Position 1478: 0.009658867438468294
Position 628: 0.009622114726535895
Position 2390: 0.007781390338846582
Position 1561: 0.006926980421041948
Position 580: 0.006708851765527303
Position 576: 0.005680032024081429
Position 616: 0.005312311780131577
Position 3104: 0.0051655758315381954
Position 535: 0.005080861541703151
Position 896: 0.0031541051744590743
Position 1142: 0.0021922713008057167
Position 1112: 0.002183384493791454
Position 1329: 0.0021790279368479755
Position 1406: 0.0019338634342186281
Position 2626: 0.0018922615772255982
Position 1725: 0.001810877976436404
Position 2247: 0.0013809231089768714
Position 437: 0.0013448059246952944
Position 972: 0.001245545539066625
Position 191: 0.0012322844575418277
Position 901: 0.001072226779561939
Position 650: 0.0010338996470554494
Position 2598: 0.0010255729672307198
Position 2189: 0.0010214341523759698
Position 780: 0.0008063076068160196
Position 1094: 0.0007496460134418365
Position 1741: 0.0007301677377992267
Position 764: 0.0006474815411402354
Position 1525: 0.0006051789516598372
Position 1470: 0.0005296681882205579
Position 1191: 0.0005096774526888097
Position 719: 0.00044736455688631403
Position 3235: 0.0003935612945932712
Position 807: 0.00037142090785233
Position 155: 0.00035114989864704836
Position 786: 0.0003017251344446563
Position 1666: 0.00030119999625207095
Position 782: 0.00028949478149783796
Position 2072: 0.00028017640313176656
Position 788: 0.00027832880109461653
Position 784: 0.0002693098492638862
Position 588: 0.00026700115250387406
Position 1983: 0.0002591384148347875
Position 531: 0.0002581337342486325
Position 2586: 0.00025751406432017205
Position 890: 0.00025727100046912376
Position 2908: 0.0002547123820088806
Position 1956: 0.00024060023071194612
Position 932: 0.00020145034563691952
Position 375: 0.00015784173336637735
Position 2411: 0.0001372218829560638
Position 620: 0.00013593679887557831
Position 2935: 0.0001123769202833665
Position 2507: 9.829035678480432e-05
Position 8: 9.497927523447914e-05
Position 483: 9.235646668051854e-05
Position 566: 7.87150551419755e-05
Position 1959: 7.63725312448589e-05
Position 2523: 7.30763585892324e-05
Position 2319: 7.300518227104641e-05
Position 1809: 6.588972177413443e-05
Position 569: 6.42517422304833e-05
Position 426: 5.586519323878141e-05
Position 1734: 5.025237040567737e-05
Position 379: 4.8338499490495315e-05
Position 1154: 4.6638071000569766e-05
Position 2324: 2.7167182145079512e-05
Position 480: 2.7164393691614807e-05
Position 86: 2.4816671431756196e-05
Position 800: 1.9433505981314585e-05
Position 258: 1.808557492442021e-05
Position 1048: 1.7666506989503314e-05
Position 792: 1.1067774055231737e-05
Position 584: 7.98097226916745e-06
Position 3161: 6.862019075929806e-06
Position 949: 6.541722756260334e-06
Position 642: 5.889389068704312e-06
Position 836: 5.580798246219395e-06
Position 300: 4.2479228706666376e-06
Position 415: 3.947276727608224e-06
Position 1339: 3.816992458907434e-06
Position 313: 2.2321165751998086e-06
Position 1084: 1.4068621687358487e-06
Position 712: 1.3629411630897366e-06
Position 772: 1.2188583418827355e-06
Position 1527: 1.1805676912702429e-06
Position 159: 1.062102963549322e-06
Position 329: 9.807453436942117e-07
Position 385: 9.465361003317712e-07
Position 726: 8.548461692651411e-07
Position 571: 8.525063205288355e-07
Position 592: 8.445554604222118e-07
Position 547: 6.971291138886879e-07
Position 1026: 6.565824830834022e-07
Position 573: 6.482967214842029e-07
Position 596: 5.967813925902933e-07
Position 344: 5.846415185468316e-07
Position 338: 5.404536040254649e-07
Position 989: 4.7460613928683316e-07
Position 275: 4.254551150411833e-07
Position 844: 3.322609174627472e-07
Position 657: 3.171939951660213e-07
Position 161: 2.677211096182925e-07
Position 640: 2.5778834881087785e-07
Position 252: 2.0671550705540341e-07
Position 654: 1.8680196112272623e-07
