Gene = KdelR
index = 1243
Annotated 5SS: [122]
Annotated 3SS: [188]
SMsplice 5SS: [122]
SMsplice 3SS: [188]
top_k =  1000
Partition function (log Z): -8.156233196384514

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.4997719293864087
Position 117: 0.4630028456716347
Position 1663: 0.10747192443861232
Position 517: 0.03737622661954018
Position 449: 0.018471108954667418
Position 108: 0.012853226023252727
Position 790: 0.00827608927663923
Position 476: 0.006497354364250118
Position 1251: 0.003196444293785352
Position 1457: 0.003011829611496889
Position 1086: 0.0028032964912598174
Position 695: 0.00237510170346623
Position 467: 0.0018681827228506814
Position 1165: 0.001674897132728428
Position 257: 0.0011649766595681328
Position 995: 0.0009766826929950496
Position 1452: 0.0008594481823222811
Position 853: 0.0008527480881387859
Position 1520: 0.0007743903616389884
Position 265: 0.0007716705727916363
Position 1375: 0.0005017808134997658
Position 1152: 0.00044614950430993004
Position 1341: 0.00032001593102188826
Position 410: 0.000313279826578529
Position 1174: 0.0003119704770329446
Position 605: 0.000264850261379426
Position 1122: 0.0002634148507182762
Position 797: 0.00026314234972798405
Position 508: 0.0002588808746604806
Position 1427: 0.00025578305091645653
Position 457: 0.0002354854966046702
Position 1422: 0.0002170605258716106
Position 989: 0.00019401065895861233
Position 1033: 0.00016520757029413218
Position 626: 0.00016309041599630892
Position 498: 0.0001595737405476509
Position 224: 0.00013276794243405178
Position 521: 0.0001172394008225202
Position 49: 0.00010907133942269722
Position 132: 9.157404728594832e-05
Position 493: 5.617302959582644e-05
Position 782: 5.4245335825191515e-05
Position 948: 5.407959928690177e-05
Position 165: 5.139134563092946e-05
Position 191: 4.971198546368093e-05
Position 1083: 4.329679731969452e-05
Position 754: 4.107462246730915e-05
Position 88: 3.8434439545291194e-05
Position 526: 3.5079700882647195e-05
Position 1327: 3.404199870938804e-05
Position 1040: 3.246980888844504e-05
Position 506: 3.098462001841905e-05
Position 478: 2.916652764985799e-05
Position 1021: 2.65622258532161e-05
Position 581: 2.3170323888764204e-05
Position 1432: 1.9754373696323324e-05
Position 367: 1.7276040320840795e-05
Position 586: 1.696603400310932e-05
Position 388: 1.5119036216424001e-05
Position 836: 1.4130397198718987e-05
Position 407: 1.1946463886543902e-05
Position 938: 1.0607664539040693e-05
Position 320: 9.763046596718742e-06
Position 27: 8.252334424911407e-06
Position 322: 6.035931605914069e-06
Position 887: 5.8503126760294e-06
Position 400: 5.482236545309557e-06
Position 1263: 5.384870136436822e-06
Position 635: 5.3732538368947596e-06
Position 1186: 5.358466825759374e-06
Position 1440: 5.114429777346397e-06
Position 619: 4.942001712047659e-06
Position 481: 4.756891988152297e-06
Position 436: 4.5470094888109616e-06
Position 21: 4.261156531513058e-06
Position 1356: 4.120152240462541e-06
Position 848: 3.291792656120402e-06
Position 1687: 2.7456168066842266e-06
Position 668: 2.339734595360749e-06
Position 1533: 2.0512733440061965e-06
Position 1405: 1.4983403523992515e-06
Position 759: 1.4742296870305567e-06
Position 802: 1.2930081851201733e-06
Position 313: 3.4558069054981712e-09
Position 640: 2.4169379328591785e-09
Position 200: 2.2394686860305096e-09
Position 195: 4.15367503131201e-10
Position 839: 5.321789060188174e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.9664383151734226
Position 1719: 0.1438551299319825
Position 1508: 0.026427125012890646
Position 526: 0.008385739924115662
Position 1452: 0.005400859508595079
Position 1618: 0.004682403189351961
Position 208: 0.003470672631142105
Position 1214: 0.003137435643082671
Position 887: 0.002908592677000497
Position 1569: 0.0027054717259385936
Position 532: 0.0025742538549301513
Position 1390: 0.0022985215272357746
Position 1739: 0.002101302062922135
Position 165: 0.001519656588211711
Position 1251: 0.0006644213664731163
Position 1327: 0.0005891668043826347
Position 349: 0.0003959221020076355
Position 895: 0.0003484845189914861
Position 1366: 0.00032179133414845504
Position 685: 0.00029463590800667534
Position 214: 0.000228468879043875
Position 1122: 0.00020117990637964035
Position 844: 0.0001250925927358582
Position 695: 0.00012358935173197022
Position 702: 7.718039598018559e-05
Position 394: 6.467580624768537e-05
Position 729: 6.24602146262788e-05
Position 993: 5.26162176377098e-05
Position 252: 3.434364868406432e-05
Position 1057: 2.606162450406341e-05
Position 901: 2.378169875904275e-05
Position 945: 2.1506554868252897e-05
Position 240: 2.098654356130302e-05
Position 904: 1.1128925949863797e-05
Position 910: 1.0811327021482888e-05
Position 1255: 8.683855070171377e-06
Position 1627: 8.549055521569242e-06
Position 1427: 6.3413391705232116e-06
Position 475: 5.506268365660801e-06
Position 100: 1.380108588073417e-06
Position 277: 2.8157972827648622e-08
Position 358: 2.6096117514200207e-08
Position 129: 1.515804941450468e-08
Position 388: 1.3063284057767303e-08
Position 220: 7.644232832097642e-09
Position 260: 4.650106823317119e-09
Position 619: 4.427600239848652e-09
Position 635: 3.774746801925462e-09
Position 227: 4.4800585936381617e-10
Position 257: 6.658140865409597e-11
Position 108: 2.7508716387625646e-11
Position 224: 2.1335158144836686e-11
Position 70: 2.1300115089446612e-11
Position 265: 1.1708874098464832e-11
