Gene = Fibp
index = 1166
Annotated 5SS: [ 218  351  737  908 1097 1248 1375 1622]
Annotated 3SS: [ 271  417  799  963 1146 1305 1435 1685]
SMsplice 5SS: [ 218  351  737  908 1097 1375 1622]
SMsplice 3SS: [ 271  417  799  963 1146 1435 1685]
top_k =  1000
Partition function (log Z): 19.510744046712087

Sorted 5' Splice Sites (High to Low Probability):
Position 1375: 0.9989318418585212
Position 1622: 0.9921805417120718
Position 351: 0.9762274714721452
Position 908: 0.9753394876892071
Position 1097: 0.969284089459618
Position 218: 0.8246878761348161
Position 737: 0.7357224329937814
Position 741: 0.23722383264420824
Position 1248: 0.02943327953582516
Position 713: 0.012935150728529528
Position 498: 0.010414636368445782
Position 1084: 0.008996985425160035
Position 1768: 0.008520240838945235
Position 1797: 0.00392136595325077
Position 1626: 0.0036644824781647124
Position 767: 0.001884370017614229
Position 186: 0.0015657986145397073
Position 1752: 0.0015342323714736495
Position 198: 0.0011900838779135177
Position 1726: 0.00047301136197654283
Position 1566: 0.00035500054666811096
Position 252: 0.0003175786182174941
Position 1558: 0.00024994549785223205
Position 772: 0.00024609838408816436
Position 139: 0.00020591560968239705
Position 617: 0.00014807761946911146
Position 732: 0.0001447459824122532
Position 1041: 0.00010330718927728673
Position 294: 8.701376448396867e-05
Position 1516: 8.630851495644141e-05
Position 87: 7.864618405144407e-05
Position 967: 5.3193362631550755e-05
Position 25: 4.894120230166578e-05
Position 1807: 4.060053488940917e-05
Position 857: 3.92225353849553e-05
Position 141: 3.58331171288598e-05
Position 699: 3.548250984981391e-05
Position 355: 2.6197715640513764e-05
Position 816: 2.3121391055462946e-05
Position 125: 2.0727235293706932e-05
Position 451: 2.0691844894290133e-05
Position 123: 1.1685503110283586e-05
Position 1540: 8.664769934322338e-06
Position 717: 7.280828424476859e-06
Position 1287: 7.224541027685241e-06
Position 48: 6.496984809716473e-06
Position 1209: 6.303003676732174e-06
Position 1649: 5.185997129905889e-06
Position 1021: 4.47028024093314e-06
Position 1811: 3.838467188290586e-06
Position 639: 3.198185818803581e-06
Position 598: 2.8617222422882187e-06
Position 636: 2.588246071882294e-06
Position 457: 2.5349532204546026e-06
Position 925: 1.5466009437657636e-06
Position 387: 1.5054103671996876e-06
Position 1217: 1.501960461723693e-06
Position 1161: 1.3159659672723195e-06
Position 1048: 8.585015518862045e-07
Position 1634: 8.018039233829322e-07
Position 1188: 7.316269599917179e-07
Position 278: 6.305228698404178e-07
Position 431: 6.02309988430439e-07
Position 284: 5.039507746929225e-07
Position 1703: 3.5952549789639825e-07
Position 380: 2.9860655674969616e-07
Position 429: 2.593418922645947e-07
Position 837: 1.959156108088395e-07
Position 1599: 9.973122122484322e-08
Position 1506: 8.647049640836252e-08
Position 1817: 7.097708433308271e-08
Position 999: 6.382532202229485e-08
Position 286: 4.102487482494348e-08
