Gene = Oseg1
index = 1347
Annotated 5SS: [ 779 1397 1711 3237 3781 4114 4315 4573 4755 4970 5304]
Annotated 3SS: [ 957 1479 1781 3297 3838 4166 4371 4633 4812 5025 5358]
SMsplice 5SS: [ 779 1397 1711 3237 3781 4114 4315 4573 4755 4970 5304]
SMsplice 3SS: [ 957 1479 1781 3297 3838 4166 4371 4633 4812 5040 5358]
top_k =  1000
Partition function (log Z): 26.911786872100635

Sorted 5' Splice Sites (High to Low Probability):
Position 4114: 0.9997849993686079
Position 4315: 0.9977442739269146
Position 1711: 0.9906471313309149
Position 4755: 0.990014412282437
Position 5304: 0.9596707270547815
Position 3237: 0.9417548247281824
Position 3781: 0.9047221066692119
Position 4970: 0.8634889003590648
Position 779: 0.8329706282066338
Position 1397: 0.7264980286086827
Position 4573: 0.6867633424536832
Position 2279: 0.21380405812874786
Position 2941: 0.12618034929436622
Position 3410: 0.10095779264281049
Position 684: 0.07014904322687064
Position 3485: 0.060533929166972096
Position 4433: 0.05407532535314098
Position 4511: 0.05366520635581046
Position 1239: 0.04638565433594825
Position 1094: 0.04497260508113631
Position 3441: 0.04209673396407499
Position 2485: 0.035451468428507105
Position 1051: 0.02937410381156596
Position 5309: 0.011959606553245936
Position 3001: 0.01041188660752574
Position 2806: 0.009821378527085693
Position 719: 0.006687366089975489
Position 2027: 0.0058249355166311075
Position 873: 0.0056952687821045745
Position 1258: 0.005591831775801907
Position 2336: 0.0044870865308302785
Position 3231: 0.004312912491919403
Position 783: 0.0039934475588188035
Position 2099: 0.0038923278073622267
Position 5469: 0.0034939175486982275
Position 1076: 0.003393203022948001
Position 1893: 0.0032992949551491103
Position 1455: 0.002535413046191011
Position 405: 0.002436671996405407
Position 1705: 0.002159255821979787
Position 3594: 0.002043236595597134
Position 3656: 0.0020410924980941805
Position 1038: 0.0019273689943151101
Position 5254: 0.0018857276387085624
Position 3779: 0.001729442768808502
Position 2224: 0.0016215027432043396
Position 1992: 0.0015637705108712521
Position 481: 0.0015603314198047377
Position 4298: 0.001491457208094994
Position 3520: 0.0014340235022232617
Position 197: 0.0012678357495508514
Position 4560: 0.0012552362438200296
Position 109: 0.0012352878067626045
Position 515: 0.0011833718453604348
Position 103: 0.0011829317679054865
Position 2999: 0.001178207637092668
Position 832: 0.0010477216383490621
Position 2965: 0.0010183070527656065
Position 1262: 0.0009395256115533217
Position 2445: 0.0008880259555654076
Position 4577: 0.0008714084855859256
Position 376: 0.000726441674375049
Position 4496: 0.0007163737386804325
Position 879: 0.0006840532680659479
Position 659: 0.000669674922304057
Position 2104: 0.0006307510798190205
Position 5277: 0.0006145412418161282
Position 547: 0.0006070411084158944
Position 5246: 0.0006017358370719222
Position 332: 0.0005836917324244103
Position 2101: 0.000545935860850294
Position 791: 0.000533352890054234
Position 5235: 0.0005321414744019712
Position 5205: 0.0005084441238605104
Position 2985: 0.0004944252958212661
Position 3686: 0.0004751412421207637
Position 4960: 0.00041679739511272964
Position 4606: 0.00040625017404962284
Position 859: 0.0003905042794956473
Position 4319: 0.00038902394347329255
Position 1912: 0.0003607535881166628
Position 648: 0.0003235184221715687
Position 3473: 0.0002726161662148669
Position 49: 0.00026485364552848197
Position 2953: 0.00025116098980252114
Position 154: 0.00024633669529631737
Position 4764: 0.00023752290771621146
Position 2945: 0.0002186345341814038
Position 226: 0.00019679575718082196
Position 1236: 0.00019298890840377438
Position 1944: 0.00019246854841665573
Position 2656: 0.00018699286285196685
Position 4548: 0.00018389219656286777
Position 115: 0.0001811972233795237
Position 1243: 0.00016940894859374163
Position 317: 0.00016912787359943176
Position 1866: 0.00015660214021162076
Position 152: 0.0001533910557418523
Position 98: 0.00014449953728234524
Position 3127: 0.00014119988555239837
Position 484: 0.00014009277304371663
Position 2637: 0.00013826048666476184
Position 4451: 0.00013799115524598533
Position 1349: 0.00013416019616073368
Position 4562: 0.00012963930174585803
Position 364: 0.00012744123840835073
Position 3580: 0.00012667192329462442
