Gene = Gsc
index = 1203
Annotated 5SS: [1098 2414]
Annotated 3SS: [ 2051 10239]
SMsplice 5SS: [1098 2414]
SMsplice 3SS: [ 2051 10239]
top_k =  1000
Partition function (log Z): -3.5630606069347706

Sorted 5' Splice Sites (High to Low Probability):
Position 1098: 0.9857643055886964
Position 2414: 0.9554737123461037
Position 6856: 0.3599197621875946
Position 5290: 0.15929223144791765
Position 1823: 0.13506639479746144
Position 10796: 0.11177088855436401
Position 3566: 0.08349717677062467
Position 6868: 0.07542766685658776
Position 10580: 0.07042334941233604
Position 6692: 0.055194057380363794
Position 6428: 0.05064784062053891
Position 3573: 0.04908685608798047
Position 90: 0.04265890863266301
Position 4539: 0.036303052967895474
Position 2132: 0.03553649051656114
Position 3384: 0.023137209659959697
Position 5342: 0.022999812500047342
Position 1872: 0.021267893320440625
Position 7414: 0.02043491798143733
Position 6883: 0.019888732500716395
Position 10049: 0.014787472261476003
Position 1457: 0.013350191741885443
Position 5878: 0.012864280122340076
Position 1765: 0.009008065270828342
Position 4586: 0.007625876734485883
Position 915: 0.006520463934616046
Position 482: 0.004942882413517811
Position 208: 0.004807571146084493
Position 741: 0.004782635443262779
Position 1906: 0.004735349978794074
Position 2968: 0.004718776114888651
Position 6659: 0.0044708918573765155
Position 2918: 0.004221028508978687
Position 5040: 0.00383266948892024
Position 5760: 0.003815711775058298
Position 6775: 0.0036277501270257605
Position 3636: 0.0035842759340153655
Position 3404: 0.003032029787697196
Position 416: 0.0028441448344671883
Position 5705: 0.002450765411840186
Position 10569: 0.0024479063222152897
Position 3358: 0.0022847725463723003
Position 9866: 0.0021420673330091664
Position 2973: 0.002127796223621279
Position 5658: 0.002011900312090804
Position 5095: 0.0018968525576031467
Position 3563: 0.0018119844491487544
Position 2878: 0.001700608166862965
Position 10558: 0.0015952363544179935
Position 3585: 0.0015526259231334924
Position 3276: 0.0014286339108801744
Position 4437: 0.0014058174129276877
Position 736: 0.0013586378782068482
Position 2387: 0.0012221212162675861
Position 5445: 0.0012036531482847448
Position 4706: 0.0011563085093197387
Position 1718: 0.0011010755726694901
Position 7203: 0.0010858236549670071
Position 2004: 0.0010684334711892512
Position 1982: 0.0010198107061438599
Position 1802: 0.0008677123812123964
Position 7339: 0.0008577365309736751
Position 10870: 0.0008333198313165517
Position 108: 0.0008298465606093446
Position 1192: 0.0007539385600058775
Position 231: 0.0006964410404354229
Position 909: 0.0006544367529880834
Position 103: 0.0006106445806947331
Position 10922: 0.0005971091868715766
Position 8133: 0.0005744668649244699
Position 7493: 0.0005672177360889344
Position 661: 0.0005455573529427644
Position 3007: 0.0005097973817221087
Position 400: 0.0004891099259169512
Position 7276: 0.00047262318076151934
Position 705: 0.0004257259953482896
Position 7452: 0.0003585214042650343
Position 1705: 0.00030981027117761844
Position 10552: 0.0002873950327838113
Position 4292: 0.0002676648298016627
Position 10793: 0.00024703460684986575
Position 3127: 0.00023805396523487172
Position 4476: 0.00022815842094872174
Position 147: 0.00019680605643514605
Position 831: 0.00018700400905656938
Position 1735: 0.00018329897716790354
Position 113: 0.00016353273841820346
Position 1568: 0.00015997222755551358
Position 4145: 0.00015466455797343953
Position 665: 0.00014810756481767952
Position 7434: 0.00014363118247425182
Position 787: 0.00013748750072917914
Position 6901: 0.00013607755341348045
Position 3866: 0.00012331169310512898
Position 1777: 0.00011861586675168529
Position 5800: 9.987826727601729e-05
Position 2451: 9.607025229941199e-05
Position 10561: 8.741060950030132e-05
Position 3396: 8.580461396597914e-05
Position 1483: 8.492829714874902e-05
Position 4464: 8.058152080801886e-05
Position 2939: 7.980390141767418e-05
Position 4120: 7.817821966523242e-05
Position 96: 7.719575017449565e-05
Position 507: 7.340655339017489e-05
Position 523: 6.76045456885866e-05
Position 2408: 6.711734659219174e-05
Position 413: 6.257263948429298e-05
Position 4639: 6.00458541928816e-05
Position 4441: 5.690402126413421e-05
Position 2924: 5.619279009105322e-05
Position 1830: 5.496396708598696e-05
Position 1041: 5.375828342828027e-05
Position 3238: 4.889842690387832e-05
Position 38: 4.734608196329914e-05
Position 1528: 4.655881998914281e-05
Position 1410: 4.4685774662418654e-05
Position 94: 3.89491209553354e-05
Position 1748: 3.481599675031581e-05
Position 1068: 3.402259945542249e-05
Position 339: 3.342815426210497e-05
Position 256: 2.8143074764300956e-05
Position 927: 2.6841809360679672e-05
Position 1102: 2.562093260697262e-05
Position 3054: 2.4273817526843432e-05
Position 4851: 2.394285122791e-05
Position 4577: 2.2442833980710615e-05
Position 937: 2.190596214954894e-05
Position 31: 2.1814580934486925e-05
Position 4688: 1.741758531638286e-05
Position 3111: 1.577833220202269e-05
Position 4549: 1.3597593787673953e-05
Position 2935: 1.2214688139959358e-05
Position 2453: 1.1723237567742897e-05
Position 3139: 1.1537667294865704e-05
Position 220: 1.1275281634618656e-05
Position 2959: 1.0243421431909139e-05
Position 715: 8.648120780585981e-06
Position 697: 8.475605482806718e-06
Position 1373: 7.929882131203309e-06
Position 3260: 7.4422851496321205e-06
Position 1554: 7.420478296871702e-06
Position 52: 7.127691074145711e-06
Position 3168: 3.6728538027890395e-06
Position 2808: 2.6069403029060875e-06
Position 3588: 2.5396211893812935e-06
Position 2649: 1.7073785623997836e-06
Position 743: 1.3915042159753253e-06
Position 1180: 1.3281248302755704e-06
Position 2505: 1.0911527123650503e-06
Position 1556: 1.0259633259380734e-06
Position 1004: 5.92748991513394e-07
Position 1282: 3.6609452111351476e-07
Position 2634: 3.599224561504546e-07
Position 2357: 1.6664808722582861e-07
Position 2603: 1.0014625947954965e-07
Position 2360: 4.4772670663075166e-08
Position 2418: 1.4669046896665351e-08
Position 2056: 2.5187106073891677e-09
Position 2160: 2.203929052990495e-09
Position 319: 3.472099843606087e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10239: 0.9961828038936056
Position 2051: 0.9021243426934987
Position 6562: 0.369422379205892
Position 1265: 0.12526886956511957
Position 6356: 0.09006944802622033
Position 4382: 0.08254678566872005
Position 3447: 0.08117672061739732
Position 5132: 0.06613567533854077
Position 10846: 0.0610369664688692
Position 5175: 0.05700652196107432
Position 10859: 0.05445796363131539
Position 6763: 0.04853770967511464
Position 3340: 0.04792477732887018
Position 6730: 0.040560037891177014
Position 1671: 0.03948829479051428
Position 10631: 0.029829654868018064
Position 4788: 0.029409590351914573
Position 1399: 0.024285075693479735
Position 2017: 0.02187983770044603
Position 6617: 0.020398026008301262
Position 9684: 0.01800373112995221
Position 2518: 0.015063049505189963
Position 807: 0.014089265075026926
Position 3481: 0.013402619688686458
Position 10918: 0.01250723993053948
Position 6505: 0.012426541284612675
Position 1282: 0.012375553757967955
Position 829: 0.01125884539218049
Position 10703: 0.010896171318805397
Position 1269: 0.009463322941299824
Position 285: 0.00805389277539819
Position 10792: 0.007206670503895322
Position 966: 0.0071064790617405465
Position 5415: 0.007077619314674903
Position 1630: 0.007038331487224065
Position 2700: 0.0067119504929417356
Position 5539: 0.006358787689608806
Position 972: 0.00600535674470663
Position 10757: 0.005860508245170839
Position 3345: 0.0056665716369933335
Position 10990: 0.005539979005772962
Position 7109: 0.004697964746302844
Position 1876: 0.0044749893854046105
Position 1618: 0.0043585503905129944
Position 2796: 0.004300483797302874
Position 293: 0.004211497726766579
Position 1927: 0.004186550520845881
Position 1000: 0.0036403629908292362
Position 4606: 0.0036303312337162045
Position 2495: 0.0033261072124275756
Position 2589: 0.003112959051635181
Position 2233: 0.0031048153343354356
Position 2757: 0.002677662909097697
Position 2119: 0.002426553936271882
Position 4571: 0.0023754757065692035
Position 6702: 0.0022091779681104873
Position 304: 0.0021500790321223244
Position 256: 0.0019736482181317407
Position 147: 0.0019507846121788474
Position 4796: 0.001886940437757675
Position 1160: 0.001774962535811285
Position 1200: 0.0017236151209800452
Position 1301: 0.001686938517445376
Position 2272: 0.0015816975588192964
Position 1802: 0.0014292643309949447
Position 1508: 0.0012466201011041662
Position 6947: 0.0010232915896430878
Position 161: 0.000993486668446856
Position 11135: 0.0009544959382687812
Position 7056: 0.0009226623762546643
Position 1982: 0.0008618747228156666
Position 366: 0.0008572357122115522
Position 631: 0.0008393485956334779
Position 5831: 0.0008261477472083995
Position 547: 0.0008184617802983068
Position 2586: 0.0008010477821208258
Position 4915: 0.0006883760442320426
Position 6707: 0.0006693709049865293
Position 1489: 0.000612288472484426
Position 1712: 0.0006064881311120723
Position 9044: 0.0005353575820551483
Position 2125: 0.0005336278866929237
Position 2706: 0.0005327070858510687
Position 522: 0.0005218647677088884
Position 2244: 0.0005164284499094336
Position 7284: 0.00041155979965089957
Position 2984: 0.00040094040264655143
Position 3401: 0.0003994047161276295
Position 213: 0.0003506039681829692
Position 5632: 0.00033752530808576776
Position 1286: 0.00033422884186983616
Position 1938: 0.00033415042608811316
Position 2311: 0.0003331552414572122
Position 2561: 0.00030407036300914524
Position 6659: 0.0002933288299392663
Position 1483: 0.0002860379669582097
Position 6640: 0.000279532451182523
Position 1891: 0.0002517901042162657
Position 661: 0.00024955177204658523
Position 2354: 0.00020674533454730662
Position 2144: 0.00018921325183210487
Position 394: 0.00018579400586161542
Position 3064: 0.0001686912049813768
Position 1180: 0.0001657451301453655
Position 332: 0.0001652478297917017
Position 10251: 0.00013485314093439772
Position 6300: 0.0001301601256956729
Position 1170: 0.0001257158526521779
Position 1538: 0.0001189219190903905
Position 1369: 0.00010414598704314402
Position 220: 0.00010005686774119668
Position 3382: 9.517675778180684e-05
Position 8813: 9.29104791226352e-05
Position 1187: 8.234364893570284e-05
Position 909: 6.173924460034543e-05
Position 485: 6.0227678622549435e-05
Position 2308: 5.694349112899644e-05
Position 5240: 4.739995397601059e-05
Position 1021: 4.302908524126183e-05
Position 1578: 4.204212337021371e-05
Position 977: 4.102631825375099e-05
Position 7641: 3.955417566955445e-05
Position 732: 2.8243645619194913e-05
Position 3508: 2.8005452789584974e-05
Position 1206: 2.5521584106700126e-05
Position 927: 2.485450095172607e-05
Position 1142: 2.474548208773103e-05
Position 231: 2.2326374124709825e-05
Position 8914: 2.1699180205027607e-05
Position 676: 2.07208073046137e-05
Position 550: 1.917195729547672e-05
Position 1416: 1.8773244836736126e-05
Position 6909: 1.734855344561958e-05
Position 531: 1.6162308896194944e-05
Position 697: 1.4826783455875599e-05
Position 553: 9.843381660859914e-06
Position 400: 9.579579529633688e-06
Position 673: 9.549772067203685e-06
Position 5954: 8.752147780081826e-06
Position 6855: 7.764682250474498e-06
Position 1584: 6.82994223701688e-06
Position 944: 6.382654879005894e-06
Position 870: 5.546376195422569e-06
Position 5951: 4.914982124732399e-06
Position 3914: 4.741984264297007e-06
Position 1548: 4.2107176574947835e-06
Position 1724: 3.3965367413906188e-06
Position 2278: 3.1694101276257334e-06
Position 1594: 3.0904622806909776e-06
Position 90: 2.7077286386193325e-06
Position 652: 2.5154298206920914e-06
Position 854: 2.4176541590306804e-06
Position 335: 2.39455067224692e-06
Position 4610: 2.3264193032886617e-06
Position 2761: 2.178982379503661e-06
Position 103: 1.3387065733228996e-06
Position 858: 1.2112835948982068e-06
Position 736: 1.2008840770831782e-06
Position 694: 1.1227831558375657e-06
Position 2469: 8.326469860157967e-07
Position 679: 8.189429080258322e-07
Position 1819: 6.913620730911262e-07
Position 924: 6.541427025356134e-07
Position 264: 6.239105896893131e-07
Position 1830: 4.081552963235061e-07
Position 2803: 3.893593615090087e-07
Position 429: 1.352927903332591e-07
Position 266: 9.984651735365207e-08
Position 984: 7.062891195426495e-08
Position 768: 6.734262886241881e-08
Position 867: 6.409419488880614e-08
Position 1566: 6.233946152090502e-08
Position 3808: 5.044888444307638e-08
Position 406: 4.819027446811331e-08
Position 1058: 4.503713487336737e-08
Position 565: 3.849714871529978e-08
Position 1694: 3.7146292710295526e-08
Position 758: 3.1193078758189076e-08
Position 705: 2.9296202951763358e-08
Position 113: 2.1741748705187837e-08
Position 544: 7.020860661507858e-09
Position 2922: 1.8797637134313262e-09
Position 2840: 1.5455379441821637e-09
Position 344: 2.8507505564349e-14
Position 420: 4.2212110333139633e-22
