Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194]
SMsplice 3SS: [ 911 1181 1519 2101 2909]
top_k =  1000
Partition function (log Z): 11.587598161544147

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.9991126632181248
Position 1066: 0.9864593080646203
Position 1456: 0.9701107715101114
Position 2194: 0.9288833358763023
Position 1778: 0.6149350177391071
Position 34: 0.2968310648991393
Position 2845: 0.1854176466654363
Position 1669: 0.17136159190096809
Position 115: 0.07863587770918164
Position 1646: 0.069157612766168
Position 2251: 0.061897164781972214
Position 2660: 0.060811714626858616
Position 157: 0.030159573801495827
Position 2043: 0.024140229508693326
Position 1738: 0.020585612675185966
Position 2627: 0.016808742122102302
Position 15: 0.011532178876242848
Position 1266: 0.011117119666130692
Position 1733: 0.009498816206475462
Position 1863: 0.009315749124520163
Position 73: 0.007930864374484056
Position 3035: 0.006352829413622708
Position 1708: 0.005227825275955327
Position 2015: 0.005112911091662893
Position 1714: 0.0048969637079577496
Position 2785: 0.004847169414229272
Position 1004: 0.004685685249554944
Position 210: 0.004259030757082702
Position 2002: 0.004115470661955035
Position 28: 0.0040230783182992735
Position 2255: 0.0037453611144485756
Position 417: 0.0030496950232141214
Position 1947: 0.0030318446499687734
Position 618: 0.0027809351337731
Position 7: 0.0027711212431808367
Position 2032: 0.0024112501484948707
Position 522: 0.0021049460999913753
Position 1125: 0.0020861178054869065
Position 2036: 0.0019684643791125635
Position 2471: 0.001751301709951401
Position 2710: 0.0017124936520517204
Position 2683: 0.0013950216171430348
Position 332: 0.0013862616003728057
Position 1868: 0.0013571588761712669
Position 2522: 0.0013182077690539712
Position 1038: 0.0012642455079420172
Position 337: 0.0011927950445507053
Position 319: 0.0011560706346397855
Position 1606: 0.0010220473279141285
Position 93: 0.0009940173550683452
Position 632: 0.0008824114455016254
Position 2178: 0.0007836740075118393
Position 1936: 0.0007068121504370096
Position 122: 0.0006868529295473483
Position 3444: 0.0005713491643040202
Position 2080: 0.00055670278781954
Position 3059: 0.0005451675914768074
Position 1398: 0.0005378790008917276
Position 3147: 0.0005245341763333889
Position 2046: 0.0005046638738697476
Position 1880: 0.0004771887643823776
Position 2369: 0.0004517990013920766
Position 1845: 0.00043367225105736415
Position 2423: 0.00042093126405973516
Position 143: 0.0003811336325126562
Position 1119: 0.00032132409997107493
Position 2826: 0.0003201215866185999
Position 3052: 0.0002884344093205852
Position 3109: 0.0002792766052735495
Position 3475: 0.00027190328239334004
Position 1909: 0.000259210924566944
Position 3153: 0.00024740967636254906
Position 662: 0.00024591927873699306
Position 296: 0.0002394682920986921
Position 1268: 0.00023562957990017595
Position 2861: 0.00023256728774890637
Position 1942: 0.00021768413931217467
Position 220: 0.00018145600137886366
Position 3168: 0.00017337788032699956
Position 119: 0.000171296660319391
Position 31: 0.00017043414303416924
Position 1975: 0.0001671891342613461
Position 3125: 0.00014671031513047636
Position 2026: 0.00014054961919366958
Position 287: 0.0001399397062132957
Position 1626: 0.00013704067358042595
Position 1056: 0.00013321407028962272
Position 1895: 0.00013241181646431817
Position 2461: 0.00013169266158375838
Position 1986: 0.00012985967028483108
Position 1239: 0.00012711413307923245
Position 548: 0.00012552651631031665
Position 635: 0.0001199961051682123
Position 2384: 0.00011811980564266052
Position 2729: 0.00011772476945193022
Position 3329: 0.00010854414750709958
Position 3318: 0.00010780788596808196
Position 3288: 0.00010244172289465057
Position 3114: 9.788378641832744e-05
Position 3607: 9.316081011218486e-05
Position 2246: 8.936979231774687e-05
Position 3040: 8.853871941208257e-05
Position 1309: 8.521049946617661e-05
Position 848: 7.75505034523284e-05
Position 1564: 7.346714800406904e-05
Position 1545: 7.326714276222582e-05
Position 3546: 7.11974587260948e-05
Position 214: 6.565313695754335e-05
Position 113: 6.401448237283657e-05
Position 2024: 5.745996055331997e-05
Position 647: 5.670254625527046e-05
Position 2346: 5.641501422888526e-05
Position 3554: 5.557304478778766e-05
Position 2355: 5.1432431298849525e-05
Position 106: 5.090228900882926e-05
Position 1790: 4.9149313571578323e-05
Position 299: 4.4093505328561296e-05
Position 3038: 3.861613474186541e-05
Position 3301: 3.830117792167472e-05
Position 2367: 3.69113112820167e-05
Position 1540: 3.557582497746365e-05
Position 19: 3.0087251487445233e-05
Position 1824: 2.651507704911964e-05
Position 1579: 2.608438754496115e-05
Position 3209: 2.517343677065373e-05
Position 237: 2.4156058492807075e-05
Position 550: 2.3145370905736313e-05
Position 2217: 2.2658136211176502e-05
Position 1922: 2.247191457509385e-05
Position 484: 2.190766837003784e-05
Position 737: 1.7817009432301158e-05
Position 445: 1.596044005848354e-05
Position 714: 1.5237735828821404e-05
