Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  1000
Partition function (log Z): -5.169012700356232

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.6613749804352148
Position 508: 0.6240079681252988
Position 1140: 0.25720399227570784
Position 1284: 0.21707453143279698
Position 2547: 0.10879757420468884
Position 513: 0.05907566342185148
Position 681: 0.05826497343725062
Position 777: 0.043945632283276775
Position 2011: 0.037540744238362414
Position 496: 0.031398913265490644
Position 2635: 0.01817091200824335
Position 2005: 0.011898681537021314
Position 1371: 0.00774804560499106
Position 1298: 0.0060922327254262386
Position 2541: 0.005447141630033776
Position 2157: 0.0051605208516557486
Position 2080: 0.004847086486010486
Position 2441: 0.004641971526103162
Position 2543: 0.004255466283460557
Position 1526: 0.004082112690598919
Position 1623: 0.0035514236907167817
Position 479: 0.003383957779843873
Position 1496: 0.003316624743483839
Position 715: 0.0022885759104177912
Position 1458: 0.0019727380034262163
Position 1333: 0.0015127719749451027
Position 223: 0.0007438664871504679
Position 1131: 0.0006576276082463678
Position 501: 0.0005165929016817751
Position 1989: 0.0004675212414927977
Position 1259: 0.0003852377349616705
Position 289: 0.00032351805997687944
Position 2203: 0.0002962649955345473
Position 688: 0.00028210361570364537
Position 386: 0.0002583079600435827
Position 1144: 0.00025159140476082247
Position 1248: 0.00022489921790509756
Position 839: 0.00021321940364454358
Position 2802: 0.0001827387587735247
Position 435: 0.0001367749933576546
Position 1253: 0.00012223404785645486
Position 162: 0.0001218359661163463
Position 1407: 0.00010703610015424035
Position 3028: 9.485975251293342e-05
Position 71: 8.918068774398643e-05
Position 2119: 8.607672198787788e-05
Position 280: 7.57475124436324e-05
Position 1276: 7.48944841827032e-05
Position 524: 7.369492337219354e-05
Position 1428: 6.728634566886582e-05
Position 721: 6.520771558866005e-05
Position 834: 5.226459526225688e-05
Position 1037: 4.546806849733161e-05
Position 360: 4.20743771394007e-05
Position 781: 3.941909691396475e-05
Position 1251: 3.921080459087483e-05
Position 943: 3.362388856052691e-05
Position 166: 2.653170798400759e-05
Position 422: 2.448093172258483e-05
Position 1168: 2.4473621056953167e-05
Position 1324: 1.6901330204632632e-05
Position 671: 1.3113990335186661e-05
Position 460: 1.1905911072734867e-05
Position 316: 1.1743659160349925e-05
Position 3: 1.0938841384994086e-05
Position 441: 1.0735126815723051e-05
Position 402: 1.0339819488070602e-05
Position 451: 8.444579357991544e-06
Position 612: 6.920122318839049e-06
Position 2131: 5.768996572554163e-06
Position 1002: 5.6789044818469055e-06
