Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182  440 2296]
top_k =  1000
Partition function (log Z): -1.7208020517626443

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.9977752737866001
Position 117: 0.9358173130777553
Position 381: 0.7217669629935147
Position 1900: 0.04800347350753642
Position 803: 0.039263261180661986
Position 1915: 0.02704497701092381
Position 1271: 0.020562812246928037
Position 1763: 0.014833824626742745
Position 1318: 0.011006014422313791
Position 2056: 0.010747988318630653
Position 1481: 0.010411693750478481
Position 1964: 0.01033774154631559
Position 583: 0.010219234943306666
Position 2558: 0.00763578159729407
Position 914: 0.00697091745534641
Position 650: 0.004544804191303134
Position 968: 0.0041102683446434625
Position 106: 0.002787077730859314
Position 419: 0.0021286557477486496
Position 159: 0.0019515067476759509
Position 1250: 0.0016496510527388964
Position 2439: 0.0015181891750552351
Position 56: 0.0013946563041261982
Position 531: 0.0011460195018622799
Position 940: 0.0010870671444165488
Position 979: 0.0009317246134182761
Position 1505: 0.0009277555254046502
Position 1605: 0.0004958132717318848
Position 1443: 0.0003865340533260259
Position 109: 0.0003716177550562024
Position 2415: 0.00035661112528985624
Position 2039: 0.000333852566257201
Position 376: 0.0003203677051496036
Position 2418: 0.0003073802974003923
Position 2427: 0.0002888920913877267
Position 763: 0.00027718956085612153
Position 1751: 0.00023768790478047305
Position 369: 0.00022829119167406886
Position 1464: 0.0002216047265961488
Position 1999: 0.00021459574690109028
Position 121: 0.0001863655002777876
Position 2527: 8.584403164454178e-05
Position 1451: 7.651224731576974e-05
Position 1461: 7.170046092253642e-05
Position 783: 6.879502786497357e-05
Position 387: 6.086509342366666e-05
Position 2534: 5.2982543086981794e-05
Position 2409: 4.532051646321518e-05
Position 2394: 3.5302508375062216e-05
Position 923: 3.0935630953272195e-05
Position 2790: 2.6824660967694046e-05
Position 1404: 2.5382077227831357e-05
Position 2297: 2.364120108196978e-05
Position 1417: 2.1978035724761696e-05
Position 604: 2.1382714989890366e-05
Position 385: 2.0465130052979306e-05
Position 2227: 1.7452846952029894e-05
Position 366: 1.5964354468877693e-05
Position 417: 1.0608409730434628e-05
Position 621: 9.65321645578415e-06
Position 46: 8.57943723135286e-06
Position 142: 8.339202937718614e-06
Position 538: 8.299876570649445e-06
Position 42: 8.147242540654507e-06
Position 663: 8.14122948674442e-06
Position 1539: 8.09189164713048e-06
Position 2202: 7.733450111627744e-06
Position 737: 7.241293765502747e-06
Position 1576: 7.1313096173013695e-06
Position 1567: 6.071570876237251e-06
Position 2357: 4.8295163462769e-06
Position 1536: 4.708773113007773e-06
Position 2602: 3.955628241767713e-06
Position 2480: 3.8139193546622376e-06
Position 2321: 3.616130779495033e-06
Position 453: 2.8962849213437966e-06
Position 1243: 2.8954683871290555e-06
Position 2314: 1.9295732075876728e-06
Position 136: 1.5815468763462053e-06
Position 2391: 1.4030946699492988e-06
