Gene = Ced-12
index = 1065
Annotated 5SS: [ 225 1529 2141]
Annotated 3SS: [ 517 1588 2203]
SMsplice 5SS: [ 225 1529 2141]
SMsplice 3SS: [ 517 1588 2203]
top_k =  1000
Partition function (log Z): 2.485660670915835

Sorted 5' Splice Sites (High to Low Probability):
Position 1529: 0.9982107939548117
Position 225: 0.9875378081213532
Position 2141: 0.9484142257353981
Position 603: 0.21166446228111377
Position 989: 0.08945073600130356
Position 1726: 0.07962350792555298
Position 2630: 0.06224355237552877
Position 2428: 0.0404001220846723
Position 916: 0.013673783644342376
Position 2284: 0.011279614056074375
Position 2357: 0.009421861216602044
Position 1775: 0.005508085137351734
Position 542: 0.004990030414664114
Position 697: 0.003767971634811198
Position 518: 0.003500022649162878
Position 229: 0.003224964998275031
Position 2883: 0.0031656123712465174
Position 1260: 0.003160816052014002
Position 1021: 0.0030467496409105734
Position 800: 0.0025747428543882165
Position 2134: 0.0018290437528095443
Position 734: 0.0018224337272584766
Position 955: 0.0012502516874978507
Position 1026: 0.00104497331196648
Position 470: 0.0008266134019290244
Position 2554: 0.0008058262299874504
Position 415: 0.0006028192753692581
Position 2256: 0.0006028084792802508
Position 986: 0.0005652311644600926
Position 420: 0.00048033806285571756
Position 1042: 0.00047453687927508374
Position 1909: 0.0004656234505189615
Position 301: 0.00044477153553570573
Position 1485: 0.0004246062647300847
Position 1146: 0.0003252487265956638
Position 407: 0.00022492546313902822
Position 904: 0.0002226221909777747
Position 1720: 0.00017750678251921725
Position 2065: 0.00017426166876088328
Position 2866: 0.00012851928098835634
Position 1733: 0.00011427752980064742
Position 660: 0.00011350889453118
Position 783: 9.368891242071394e-05
Position 1108: 9.289835240044699e-05
Position 2042: 7.591624400106868e-05
Position 1906: 6.618709115501684e-05
Position 57: 5.937085937165452e-05
Position 409: 5.471122018167199e-05
Position 2779: 4.0099112657018585e-05
Position 2872: 2.944377952020245e-05
Position 1589: 2.9321541347171662e-05
Position 1307: 2.7463448212570785e-05
Position 134: 2.6329508131388442e-05
Position 1812: 2.4694080411812687e-05
Position 2781: 2.3860176115087264e-05
Position 321: 2.2785714887722587e-05
Position 1641: 2.2779232015657304e-05
Position 1791: 1.814933207433322e-05
Position 646: 1.808659791109026e-05
Position 2204: 1.7286272110371904e-05
Position 2543: 1.66989475808845e-05
Position 713: 1.6695964563152927e-05
Position 2475: 1.5920247214238694e-05
Position 347: 1.3386642192143845e-05
Position 2040: 1.2815594244409217e-05
Position 12: 1.1297333052072704e-05
Position 190: 1.0940528238498689e-05
Position 401: 1.0618422703007316e-05
Position 1096: 9.636480228249393e-06
Position 2909: 8.377239323148062e-06
Position 607: 7.40998497609959e-06
Position 2877: 6.151386714334838e-06
Position 2824: 5.901414873540102e-06
Position 311: 5.8885205901269075e-06
Position 152: 5.735274596692902e-06
Position 1461: 4.085775100094365e-06
Position 274: 3.7064391819236237e-06
Position 906: 3.6987787727810285e-06
Position 934: 2.7881869731520745e-06
Position 20: 2.6220085210168157e-06
Position 2334: 2.4615017974119135e-06
Position 1427: 2.0078883780849988e-06
Position 579: 1.9066888703015539e-06
Position 1673: 1.9024302307693577e-06
Position 1539: 1.682121192115925e-06
Position 2632: 1.6752569024941914e-06
Position 1578: 1.5701524647231342e-06
Position 1837: 1.0264719259072747e-06
Position 1654: 8.512024013386032e-07
Position 105: 6.907014056422952e-07
Position 1599: 4.7586575248149157e-07
Position 1612: 2.8909409418356054e-07
Position 1562: 2.356124005463165e-07
Position 164: 1.1155067373022313e-07
Position 493: 1.0742054345003983e-07
Position 546: 4.8650174582531496e-08
Position 340: 3.610995340886949e-08
Position 2250: 1.5480032385778615e-08
Position 478: 1.4554188256708907e-08
Position 880: 1.406596855717739e-08
Position 2592: 1.1561635007114718e-08
Position 1002: 8.596406983603522e-09
Position 1447: 6.790333742457922e-09
Position 1418: 5.914334094070704e-09
Position 1206: 2.6361884031026706e-09
Position 1264: 2.3457699991449863e-09
Position 1691: 6.492466689164501e-10
Position 1689: 3.04513108017403e-11
Position 1983: 2.8057986221441257e-11
Position 1421: 5.770299652799404e-13
