Gene = ERR
index = 1145
Annotated 5SS: [1105 2188]
Annotated 3SS: [1628 2243]
SMsplice 5SS: [1105 2188]
SMsplice 3SS: [1628 2243]
top_k =  1000
Partition function (log Z): -5.843669070552511

Sorted 5' Splice Sites (High to Low Probability):
Position 2188: 0.9831368660658983
Position 1105: 0.6678065954278658
Position 493: 0.24511472698757703
Position 31: 0.02741754936179492
Position 729: 0.024183188679970328
Position 144: 0.02006988659409768
Position 497: 0.01543177443206657
Position 298: 0.014803117780562031
Position 1323: 0.012812484006566422
Position 883: 0.011241696841270743
Position 746: 0.010366556368190994
Position 151: 0.010259946771695496
Position 403: 0.008631325242521365
Position 1990: 0.007362048238991356
Position 1406: 0.006824984901141717
Position 843: 0.006272026239298911
Position 26: 0.0061550652449918275
Position 1328: 0.006016239008878172
Position 877: 0.004534366921596547
Position 436: 0.003994916619456157
Position 380: 0.0034451025682067263
Position 994: 0.002997985022960468
Position 255: 0.0025721673296708217
Position 164: 0.0024373444279606644
Position 2601: 0.0018677822575670652
Position 1771: 0.001861526222191504
Position 710: 0.0013146301771509552
Position 1178: 0.001180728756393179
Position 1477: 0.0010970735393173716
Position 1557: 0.0010405112382159258
Position 1314: 0.0008646295149365852
Position 1518: 0.0007617599307867503
Position 2111: 0.0007398222125498519
Position 2024: 0.0007372490082191947
Position 444: 0.0007048961154463547
Position 1907: 0.0006395056654493664
Position 2502: 0.0006384088574242042
Position 36: 0.0005949206961426507
Position 960: 0.0005747997960429767
Position 3220: 0.0005743525152601791
Position 783: 0.0005390352890843608
Position 453: 0.0005366511460155753
Position 2379: 0.0005274913844294738
Position 419: 0.00045937838061068645
Position 1188: 0.00045639177900438867
Position 311: 0.0004374043615757677
Position 501: 0.0004215878140844644
Position 2265: 0.0004141258038803993
Position 1135: 0.00037837994099812667
Position 1426: 0.0003555333173747881
Position 1035: 0.0003159197138432968
Position 1270: 0.00029570047347427886
Position 1342: 0.0002850568742578715
Position 1246: 0.0002783217960267463
Position 790: 0.0002540869319014375
Position 3: 0.00021640081474106476
Position 626: 0.00021385888112005868
Position 3202: 0.00020683460679049568
Position 236: 0.0001761189813777812
Position 582: 0.00013006739431770207
Position 2248: 0.00012828106484910046
Position 12: 0.000123566045560508
Position 3149: 0.00012189600985508287
Position 1087: 0.00011185486582901369
Position 2036: 0.00010219013636414512
Position 867: 8.509857040130345e-05
Position 2578: 7.638718147811158e-05
Position 2009: 6.49525237238774e-05
Position 2301: 4.924677712007245e-05
Position 1492: 4.51369129732658e-05
Position 974: 4.344711099095984e-05
Position 447: 3.86307413069752e-05
Position 5: 3.8366551236913176e-05
Position 2607: 3.49102014033249e-05
Position 10: 3.420490107752698e-05
Position 1502: 3.402331839453352e-05
Position 1300: 3.364738503001929e-05
Position 701: 3.342378956728465e-05
Position 681: 3.2903385175051285e-05
Position 187: 3.1623061807530053e-05
Position 1127: 3.13399001335712e-05
Position 1062: 2.8609821856438973e-05
Position 2505: 2.510793354197531e-05
Position 633: 2.4977590281564782e-05
Position 2165: 2.472758324056068e-05
Position 2741: 2.404297816854784e-05
Position 665: 2.3853618706921965e-05
Position 2033: 2.265742605271175e-05
Position 1454: 2.0812695227192025e-05
Position 1182: 2.0458681342976938e-05
Position 2357: 1.9782752341169362e-05
Position 2148: 1.9750485031297873e-05
Position 1985: 1.8749833540664367e-05
Position 2412: 1.8706591191050125e-05
Position 2285: 1.691468116111562e-05
Position 1047: 1.4810807477212484e-05
Position 1368: 1.3983100692385654e-05
Position 849: 1.174468010667546e-05
Position 1983: 1.1027394624953874e-05
Position 1681: 1.0796838006812564e-05
Position 2109: 1.058414960775585e-05
Position 1871: 9.791871969369083e-06
Position 2944: 9.585712354891948e-06
Position 1831: 9.470777570748548e-06
Position 1901: 9.010529291465877e-06
Position 2679: 8.800821429812395e-06
Position 2433: 7.252505987204447e-06
Position 1960: 7.179464318079451e-06
Position 2571: 6.162167345759001e-06
Position 2867: 5.244974411765738e-06
Position 2250: 3.856658093018757e-06
Position 1904: 3.6870768205850546e-06
Position 2794: 3.5994614826905964e-06
Position 819: 3.0168188069609156e-06
Position 2760: 2.9662959317086676e-06
Position 1916: 2.6752211521004372e-06
Position 169: 2.5629345321162637e-06
Position 3213: 2.55666668699231e-06
Position 1913: 2.5315092912606987e-06
Position 2150: 2.1354040721839458e-06
Position 3242: 2.079723602838436e-06
Position 2269: 1.975163537390918e-06
Position 1868: 1.9239577167237105e-06
Position 2085: 1.883682731093881e-06
Position 1722: 1.769005293451254e-06
Position 3179: 1.484869310537224e-06
Position 3253: 9.338118588575137e-07
Position 275: 9.211054683230486e-07
Position 174: 6.234663409126454e-07
Position 293: 7.407076425952068e-08
Position 623: 2.1620129256702463e-08
Position 977: 1.9924549479610324e-08
Position 589: 5.928667518463151e-09
Position 1739: 1.9827420486939016e-09
Position 1937: 1.939119472016201e-09
Position 2495: 9.028589492729703e-10
Position 801: 6.753527617842686e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9911578892830755
Position 1628: 0.8908339985563926
Position 211: 0.030164055074938946
Position 955: 0.02945294053502463
Position 1677: 0.02521716001106687
Position 977: 0.019285376623884916
Position 986: 0.015171045257203633
Position 1245: 0.0134422586779818
Position 453: 0.010333584026595318
Position 162: 0.010175123756174579
Position 801: 0.008551339871914188
Position 2074: 0.008420759273070849
Position 1557: 0.007353762565834605
Position 1231: 0.0071959186816035045
Position 773: 0.006260603233996305
Position 1841: 0.00563120732305357
Position 1364: 0.00519560996380946
Position 881: 0.004921916359550954
Position 1633: 0.004846866238160733
Position 1008: 0.004301415713225444
Position 812: 0.0038813122304103857
Position 699: 0.0037696438021135896
Position 2663: 0.0025449028058865376
Position 104: 0.0019145205901749882
Position 824: 0.0017701648814972219
Position 675: 0.001689239209431109
Position 1047: 0.0015939171258238126
Position 1569: 0.0014454060100879775
Position 2318: 0.0014110487970570797
Position 508: 0.0012222414669286101
Position 777: 0.0010999698749405051
Position 2246: 0.0009274284487119267
Position 3278: 0.0008030273691067879
Position 732: 0.0006766645095334876
Position 2643: 0.000554994007933302
Position 1658: 0.0004447386154719232
Position 1391: 0.00041169856334585716
Position 251: 0.0003435581645680276
Position 1680: 0.00026614487750727686
Position 2050: 0.00024508392477236085
Position 481: 0.00023191539469577917
Position 1709: 0.00020931828836315343
Position 831: 0.00017033253568959542
Position 1784: 0.00014162009874192687
Position 379: 0.0001392532976348491
Position 366: 0.00013732216371319396
Position 1260: 0.00012358078251113492
Position 575: 0.00011987064970902199
Position 2825: 0.00011602075856122077
Position 2678: 9.140943813384957e-05
Position 1856: 7.901800914243866e-05
Position 891: 7.71098558670089e-05
Position 129: 7.128281702716353e-05
Position 403: 6.824225831872449e-05
Position 1300: 6.07833250769037e-05
Position 1864: 5.8444554380314656e-05
Position 2482: 5.8396766362072246e-05
Position 2578: 5.704672811596678e-05
Position 1305: 5.537371140561048e-05
Position 3298: 5.368359084604131e-05
Position 376: 5.2443362639659315e-05
Position 577: 4.9985421562738775e-05
Position 1715: 4.9875996548422965e-05
Position 2369: 4.6969015013078505e-05
Position 311: 4.466719874578421e-05
Position 715: 4.2631789849723155e-05
Position 3303: 3.780130874012344e-05
Position 749: 3.366088648816927e-05
Position 230: 3.2270479461747385e-05
Position 2594: 3.0167196731976993e-05
Position 518: 2.57308074436544e-05
Position 2561: 2.2222698039489694e-05
Position 2327: 2.010331813606916e-05
Position 580: 1.9702279620753695e-05
Position 2446: 1.9147156433026314e-05
Position 3050: 1.7609177433410877e-05
Position 473: 1.4581165328325388e-05
Position 108: 1.4496229324517832e-05
Position 497: 1.2954271661529267e-05
Position 113: 1.1274502319204902e-05
Position 298: 1.123373970924716e-05
Position 2433: 1.0965048480728915e-05
Position 285: 1.095994423279503e-05
Position 3240: 9.628002498279666e-06
Position 2627: 8.663820195863384e-06
Position 2741: 8.324113884551222e-06
Position 2834: 8.038748898360016e-06
Position 187: 7.852860115058085e-06
Position 2669: 6.572948134964445e-06
Position 1087: 6.5534404772256606e-06
Position 3014: 5.977925256536208e-06
Position 2924: 5.239903496074665e-06
Position 2708: 5.185039976280195e-06
Position 746: 4.1003479931937896e-06
Position 3213: 3.6435524667053056e-06
Position 2860: 3.5994614826905964e-06
Position 3256: 3.330082557640661e-06
Position 2569: 2.876017882767108e-06
Position 3219: 1.5845580020180784e-06
Position 589: 1.8390899644422012e-07
Position 458: 1.809058327915699e-07
Position 582: 1.2000365754286505e-07
Position 351: 9.435826501267325e-08
Position 334: 9.313756373377536e-08
Position 255: 7.347854260892305e-08
Position 49: 9.229586279000129e-09
Position 510: 1.405167199047377e-09
Position 131: 3.1306043340981535e-10
Position 424: 1.174984651831448e-10
Position 164: 4.744261137953353e-11
Position 427: 2.7114635944027697e-13
