Gene = fbp
index = 1700
Annotated 5SS: [  67  711 1649]
Annotated 3SS: [ 638 1304 1830]
SMsplice 5SS: [1649]
SMsplice 3SS: [1830]
top_k =  1000
Partition function (log Z): -7.406334522209602

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8379286884723146
Position 711: 0.2812718855842374
Position 67: 0.17625767356717786
Position 607: 0.14858893005957735
Position 995: 0.08681602907806736
Position 1706: 0.0824757436657543
Position 151: 0.04807889664940533
Position 2226: 0.025719704707812274
Position 196: 0.024889368209742874
Position 31: 0.023680521128474963
Position 344: 0.01755290403925464
Position 341: 0.009802809855173417
Position 1714: 0.005569630597022463
Position 372: 0.00550736059215312
Position 1631: 0.0041362994182752326
Position 912: 0.003027951655882826
Position 1473: 0.002927724305649337
Position 1163: 0.002597317408702695
Position 120: 0.0025000210464966445
Position 901: 0.00225641875683586
Position 705: 0.002254478402373492
Position 1734: 0.0022485789959558506
Position 2230: 0.0018229313567410482
Position 959: 0.001685501928773744
Position 310: 0.0014350227337187559
Position 1245: 0.0011797655154721371
Position 784: 0.0010210823605764014
Position 52: 0.000825929141608526
Position 490: 0.0005315704707072868
Position 1274: 0.0004178080180829852
Position 2076: 0.0004115288580578792
Position 1116: 0.0003712027439097038
Position 715: 0.00035121043722067353
Position 113: 0.00034607409825454386
Position 143: 0.00034106043091511703
Position 1505: 0.00033483357948025955
Position 1622: 0.0003241761797982971
Position 1637: 0.00030044643925697525
Position 1693: 0.00028969997772160683
Position 77: 0.0002680964351441745
Position 1526: 0.0002658010035853978
Position 401: 0.00026048181934327597
Position 38: 0.0002520708087152658
Position 2003: 0.00024294397722281482
Position 541: 0.00023603106676471877
Position 1716: 0.00014339108980528206
Position 593: 0.00013311154471010097
Position 909: 0.00012451745129385175
Position 1460: 0.000110157196375978
Position 35: 0.00010977836032572582
Position 1060: 7.411988507523295e-05
Position 473: 6.566180501157683e-05
Position 1665: 6.541664100958765e-05
Position 71: 5.900033486925977e-05
Position 1090: 5.287098969904626e-05
Position 898: 3.985603555783382e-05
Position 871: 3.289737526574704e-05
Position 1898: 3.1990779887688416e-05
Position 954: 3.1806148840797265e-05
Position 277: 3.095651825504563e-05
Position 1738: 3.035496474756255e-05
Position 132: 2.9610049289096147e-05
Position 90: 2.8431054845415894e-05
Position 262: 2.4751636120753326e-05
