Gene = CkIIalpha-i1
index = 1075
Annotated 5SS: [195]
Annotated 3SS: [252]
SMsplice 5SS: [195]
SMsplice 3SS: [252]
top_k =  1000
Partition function (log Z): -5.909779702621943

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.960258414205938
Position 1385: 0.07823498897986628
Position 433: 0.0491610610147212
Position 208: 0.03203722421548192
Position 412: 0.026439015003995557
Position 182: 0.005725943927474612
Position 1433: 0.0029122796907232176
Position 1409: 0.002020168381361001
Position 704: 0.0016305202611175897
Position 333: 0.0015533626656390404
Position 405: 0.00047247564669487775
Position 813: 0.00030155265139280793
Position 991: 0.00021324527705561392
Position 1056: 0.00017949700327076
Position 1359: 0.00016983277684452092
Position 1186: 0.0001627392005872097
Position 743: 0.00011902284774466422
Position 667: 0.00011251067255394397
Position 1046: 9.511708485519725e-05
Position 1158: 9.299546728661716e-05
Position 1437: 7.907331407220854e-05
Position 910: 7.730757758880852e-05
Position 490: 6.2628845616437e-05
Position 558: 5.999556358351534e-05
Position 532: 5.463253589231276e-05
Position 354: 5.24944188858543e-05
Position 1268: 4.769214878974163e-05
Position 1054: 4.759848324888645e-05
Position 656: 4.5595950271029494e-05
Position 38: 3.219352644788742e-05
Position 577: 3.20490397437323e-05
Position 1552: 2.098242531000997e-05
Position 746: 1.8715327335877363e-05
Position 612: 1.6105457172924828e-05
Position 840: 1.1666819720613402e-05
Position 199: 1.0908926273906334e-05
Position 1020: 8.870816537397587e-06
Position 1117: 6.78511591981454e-06
Position 1284: 6.565681085359125e-06
Position 880: 6.46155480107426e-06
Position 1082: 5.7324889826437635e-06
Position 1206: 5.622437268099279e-06
Position 648: 3.7936358948142307e-06
Position 753: 3.10033816437923e-06
Position 1435: 3.0310872904573588e-06
Position 244: 2.794041234082165e-06
Position 901: 2.179408093343487e-06
Position 724: 1.6096664123067195e-06
Position 1469: 1.3754944993333886e-06
Position 1523: 1.17470069968767e-06
Position 535: 4.007582211543855e-07
Position 933: 3.70821567176233e-07
Position 1071: 1.6279065199227686e-07
Position 928: 1.1197049249574034e-07
Position 562: 6.807095751290486e-08
Position 604: 3.477592989656493e-08
Position 223: 1.3995181075855233e-09
Position 212: 7.160432802082216e-10
Position 942: 1.1106711574042065e-11
Position 585: 3.540321806893523e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.971050726760257
Position 1455: 0.08017198792801195
Position 1490: 0.022367195963898287
Position 848: 0.02077584281201575
Position 575: 0.014016692185008596
Position 1134: 0.012110633038967719
Position 399: 0.011345933775599669
Position 1112: 0.006236338616239036
Position 751: 0.0056628003742380415
Position 474: 0.0056312615462753
Position 1609: 0.003819688066526369
Position 1459: 0.0019697467641794633
Position 958: 0.0011822891325665864
Position 1005: 0.0006467660140146861
Position 333: 0.00046290474056862247
Position 1239: 0.00046040655123814856
Position 1317: 0.00045998917131844197
Position 604: 0.0004364260324796145
Position 899: 0.000370490480452932
Position 1243: 0.00035004237519112297
Position 825: 0.0003365761217444006
Position 1469: 0.0003117572486049328
Position 789: 0.0002680122775428895
Position 968: 0.0002668753892655599
Position 1532: 0.00025238130402694325
Position 1032: 0.0002296004928246632
Position 858: 0.00019666381430462476
Position 1206: 0.00016846685105080235
Position 1008: 0.00015455689778660252
Position 807: 0.00010433493397724563
Position 1623: 0.0001040728469456486
Position 1117: 9.400115752266699e-05
Position 1046: 7.031759646258205e-05
Position 1226: 5.716544581207382e-05
Position 753: 5.5693619311886974e-05
Position 495: 5.4723965800809205e-05
Position 535: 4.858104182306882e-05
Position 621: 4.150821339988604e-05
Position 101: 3.155678024402306e-05
Position 933: 2.9352036540230683e-05
Position 1221: 2.8650744163312628e-05
Position 490: 2.662492760028313e-05
Position 1352: 2.568776195925768e-05
Position 317: 2.461095677502854e-05
Position 1320: 2.365416318587215e-05
Position 612: 1.7068837813167316e-05
Position 405: 1.3944551572617016e-05
Position 541: 7.671012475758346e-06
Position 1158: 6.751126005307876e-06
Position 436: 6.269985426243224e-06
Position 379: 6.042707846164029e-06
Position 430: 5.28520910421933e-06
Position 235: 4.474859671106893e-06
Position 1370: 4.1391393853818144e-06
Position 330: 4.114684020934976e-06
Position 894: 3.01923965181801e-06
Position 627: 2.6291428957910752e-06
Position 528: 2.605033731688735e-06
Position 456: 1.284446736069777e-06
Position 459: 1.2253693745999245e-06
Position 519: 8.857757604822685e-07
Position 348: 8.181275327132482e-07
Position 134: 2.02796879000845e-08
Position 354: 5.782622261726418e-09
Position 365: 2.7335134511334817e-09
Position 111: 2.3126441429247223e-09
Position 499: 1.4103173548084523e-09
Position 427: 1.3406985731986063e-09
Position 131: 9.829551734835083e-10
Position 169: 7.533775464429988e-10
Position 634: 6.585262034570773e-10
Position 301: 3.483574700061734e-10
Position 288: 2.0218417467891134e-10
Position 447: 1.1844450383876463e-10
Position 411: 2.118322142005917e-11
Position 199: 1.969444124633947e-12
Position 119: 1.8434826686355408e-12
Position 208: 7.362028091330419e-13
Position 303: 4.740866056226078e-13
Position 432: 2.190973615616658e-14
Position 212: 7.757775753454984e-18
Position 486: 4.6652618866064217e-23
